,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,190525.0,202608.0
C11-e003Coalescence-mBHI-p5,796773.0,841458.0
C11-e003Coalescence-mGAM-p3,498189.0,542513.0
C11-e003Coalescence-mGAM-p5,231190.0,255150.0
C11-e003Coalescence-mGAM-p7,352414.0,389369.0
C5-e003Coalescence-Inoculumn-mGAM,147595.0,159478.0
D10-e003Coalescence-mBHI-p3,360510.0,379399.0
D10-e003Coalescence-mBHI-p5,255074.0,267877.0
D10-e003Coalescence-mBHI-p7,351871.0,371981.0
D10-e003Coalescence-mGAM-p3,230130.0,256243.0
D10-e003Coalescence-mGAM-p5,339035.0,372189.0
D10-e003Coalescence-mGAM-p7,557058.0,619255.0
D4-e003Coalescence-Inoculumn-mGAM,27093.0,29113.0
G111-e003Coalescence-mBHI-p3_S132,17330.0,18534.0
G111-e003Coalescence-mBHI-p5_S32,955985.0,1002137.0
G111-e003Coalescence-mBHI-p7_S128,315724.0,334597.0
G111-e003Coalescence-mGAM-p3_S180,173986.0,188705.0
G111-e003Coalescence-mGAM-p5_S80,256134.0,280742.0
G111-e003Coalescence-mGAM-p7_S176,18735.0,20468.0
H100-e003Coalescence-mBHI-p5_S43,683944.0,715687.0
H100-e003Coalescence-mBHI-p7_S139,801700.0,845170.0
H100-e003Coalescence-mGAM-p5_S91,130213.0,138359.0
H100-e003Coalescence-mGAM-p7_S187,75724.0,81414.0
