,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,0.25788410750349544,
A5-e003Coalescence-mBHI-inoculumn-redo,0.044197607581171354,
A5-e003Coalescence-mBHI-p3,0.5139816684791052,
A5-e003Coalescence-mBHI-p7,0.9013515612863136,
A5-e003Coalescence-mGAM-p3,0.9843094609290042,
D2-e003Coalescence-Inoculumn-mBHI,0.15581792760602764,
D2-e003Coalescence-mBHI-p3,0.7030448966910051,
D2-e003Coalescence-mBHI-p5,0.9342084822122106,
D2-e003Coalescence-mGAM-p5,0.9968929625601989,
E5-e003Coalescence-mBHI-p3_S12,0.8827870125835017,
E5-e003Coalescence-mBHI-p5_S4,0.9615504116824608,
E5-e003Coalescence-mBHI-p7_S100,0.8829423644554917,
E5-e003Coalescence-mGAM-p3_S60,0.9722696908497748,
E5-e003Coalescence-mGAM-p5_S52,0.9835327015690539,
E5-e003Coalescence-mGAM-p7_S148,0.978483765729377,
H2-e003Coalescence-mBHI-p3_S45,0.2921391952773031,
H2-e003Coalescence-mBHI-p7_S133,0.7775361193102377,
H2-e003Coalescence-mGAM-p3_S93,0.9689296256019885,
H2-e003Coalescence-mGAM-p5_S85,0.6925586453316762,
H2-e003Coalescence-mGAM-p7_S181,0.9964269069442286,
A5-e003Coalescence-Inoculumn-mBHI,,0.005760526676724729
A5-e003Coalescence-mBHI-inoculumn-redo,,0.0
A5-e003Coalescence-mBHI-p3,,0.0010286654779865588
A5-e003Coalescence-mBHI-p7,,0.0001371553970648745
A5-e003Coalescence-mGAM-p3,,0.0
D2-e003Coalescence-Inoculumn-mBHI,,0.0
D2-e003Coalescence-mBHI-p3,,0.0
D2-e003Coalescence-mBHI-p5,,6.857769853243725e-05
D2-e003Coalescence-mGAM-p5,,0.0
E5-e003Coalescence-mBHI-p3_S12,,0.0
E5-e003Coalescence-mBHI-p5_S4,,0.0
E5-e003Coalescence-mBHI-p7_S100,,0.0
E5-e003Coalescence-mGAM-p3_S60,,0.0
E5-e003Coalescence-mGAM-p5_S52,,0.0
E5-e003Coalescence-mGAM-p7_S148,,0.0
H2-e003Coalescence-mBHI-p3_S45,,0.0
H2-e003Coalescence-mBHI-p7_S133,,0.0
H2-e003Coalescence-mGAM-p3_S93,,0.0
H2-e003Coalescence-mGAM-p5_S85,,0.0
H2-e003Coalescence-mGAM-p7_S181,,0.0
