,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A4-e003Coalescence-mBHI-inoculumn-redo,0.15696158511928832,0.8094568072436577
A4-e003Coalescence-mBHI-p3,0.002478689850384149,0.9800142752263642
A4-e003Coalescence-mBHI-p5,0.0004446421350586333,0.996220572640509
A4-e003Coalescence-mBHI-p7,0.00044253942579862513,0.9933973407292602
A4-e003Coalescence-mGAM-p5,0.2954528912252325,0.3012190227587895
C2-e003Coalescence-mBHI-inoculumn-redo,0.14860186008896079,0.8146868423199283
C2-e003Coalescence-mBHI-p3,0.002367003639304489,0.9956417326046171
C2-e003Coalescence-mBHI-p5,0.0006812778002426202,0.9941718737254263
C2-e003Coalescence-mGAM-p3,0.0006272543469470279,0.9931170568561872
C2-e003Coalescence-mGAM-p5,0.00022701172664779624,0.9954273594909862
C2-e003Coalescence-mGAM-p7,0.000290497371613425,0.9987919079859695
E4-e003Coalescence-mBHI-p3_S11,0.002652729478366357,0.9874298882453708
E4-e003Coalescence-mBHI-p5_S3,0.00151637687019814,0.990635696223183
E4-e003Coalescence-mBHI-p7_S99,0.00035915891629599675,0.974594746716698
E4-e003Coalescence-mGAM-p3_S59,0.0005797007682976143,0.9908738069989395
E4-e003Coalescence-mGAM-p5_S51,0.00025135463000404364,0.9786759115751692
E4-e003Coalescence-mGAM-p7_S147,0.000266316215123332,0.9930036707724936
G2-e003Coalescence-mBHI-p3_S33,0.01227788111605338,0.9795313647116405
G2-e003Coalescence-mBHI-p5_S25,0.001218520016174687,0.9911093074475895
G2-e003Coalescence-mBHI-p7_S121,0.0006633238980994742,0.8138184191206461
G2-e003Coalescence-mGAM-p3_S81,0.000880469065911848,0.9902394975120321
G2-e003Coalescence-mGAM-p5_S73,0.00027561665992721396,0.9893404845419692
