,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A4-e003Coalescence-mBHI-inoculumn-redo,366128.0,321560.0
A4-e003Coalescence-mBHI-p3,127770.0,110370.0
A4-e003Coalescence-mBHI-p5,165391.0,141790.0
A4-e003Coalescence-mBHI-p7,90908.0,77794.0
A4-e003Coalescence-mGAM-p5,186421.0,162528.0
C2-e003Coalescence-mBHI-inoculumn-redo,231174.0,202152.0
C2-e003Coalescence-mBHI-p3,519944.0,447204.0
C2-e003Coalescence-mBHI-p5,114265.0,99154.0
C2-e003Coalescence-mBHI-p7,17311.0,15152.0
C2-e003Coalescence-mGAM-p3,101572.0,88624.0
C2-e003Coalescence-mGAM-p5,124353.0,107567.0
C2-e003Coalescence-mGAM-p7,583776.0,506396.0
E4-e003Coalescence-mBHI-p3_S11,176583.0,151392.0
E4-e003Coalescence-mBHI-p5_S3,195039.0,167715.0
E4-e003Coalescence-mBHI-p7_S99,95567.0,83215.0
E4-e003Coalescence-mGAM-p3_S59,161769.0,138115.0
E4-e003Coalescence-mGAM-p5_S51,103994.0,89334.0
E4-e003Coalescence-mGAM-p7_S147,260134.0,221347.0
G2-e003Coalescence-mBHI-p3_S33,283732.0,245080.0
G2-e003Coalescence-mBHI-p5_S25,180652.0,154970.0
G2-e003Coalescence-mBHI-p7_S121,26833.0,23505.0
G2-e003Coalescence-mGAM-p3_S81,210559.0,179294.0
G2-e003Coalescence-mGAM-p5_S73,236438.0,200611.0
