,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-Inoculumn-mBHI,12874,14582
D5-e003Coalescence-Inoculumn-mBHI,12874,14582
A5-e003Coalescence-Inoculumn-mBHI,11803,13270
A5-e003Coalescence-mBHI-inoculumn-redo,12818,14495
A5-e003Coalescence-mBHI-p3,6883,7400
A5-e003Coalescence-mBHI-p7,12473,13959
A5-e003Coalescence-mGAM-p3,12780,14435
D2-e003Coalescence-Inoculumn-mBHI,12733,14435
D2-e003Coalescence-mBHI-p3,12830,14485
D2-e003Coalescence-mBHI-p5,12404,13923
D2-e003Coalescence-mGAM-p5,12859,14549
E5-e003Coalescence-mBHI-p3_S12,12658,14258
E5-e003Coalescence-mBHI-p5_S4,12670,14236
E5-e003Coalescence-mBHI-p7_S100,12596,14171
E5-e003Coalescence-mGAM-p3_S60,12724,14359
E5-e003Coalescence-mGAM-p5_S52,12696,14351
E5-e003Coalescence-mGAM-p7_S148,12822,14496
H2-e003Coalescence-mBHI-p3_S45,12823,14475
H2-e003Coalescence-mBHI-p7_S133,12693,14272
H2-e003Coalescence-mGAM-p3_S93,12673,14286
H2-e003Coalescence-mGAM-p5_S85,8921,9521
H2-e003Coalescence-mGAM-p7_S181,12859,14556
