,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,0.6516769402985074,0.3070389268805892
C5-e003Coalescence-mBHI-p3,0.02611029850746269,0.9177176486059969
C5-e003Coalescence-mBHI-p5,0.012433432835820896,0.9837684771173066
C5-e003Coalescence-mBHI-p7,0.0017234328358208956,0.9964948053655971
C5-e003Coalescence-mGAM-p3,0.10141492537313433,0.8874946081009994
C5-e003Coalescence-mGAM-p7,0.16391141791044772,0.8114886244082061
D4-e003Coalescence-Inoculumn-mBHI,0.685900671641791,0.2737784061020515
D4-e003Coalescence-mBHI-p3,0.060447089552238806,0.9138340347185692
D4-e003Coalescence-mBHI-p5,0.002767985074626865,0.9878025381378223
D4-e003Coalescence-mBHI-p7,0.0012588805970149253,0.9914400973172015
D4-e003Coalescence-mGAM-p3,0.039819104477611944,0.948861783271962
D4-e003Coalescence-mGAM-p5,0.03756111940298507,0.9547455944239874
D4-e003Coalescence-mGAM-p7,0.015761641791044775,0.9738581667543399
G5-e003Coalescence-mBHI-p3_S36,0.05459514925373134,0.9164645581273014
G5-e003Coalescence-mBHI-p5_S28,0.024727985074626868,0.9655776564965808
G5-e003Coalescence-mBHI-p7_S124,0.022715671641791047,0.9636299973698053
G5-e003Coalescence-mGAM-p3_S84,0.17155462686567163,0.8033757890583905
G5-e003Coalescence-mGAM-p5_S76,0.13938932835820897,0.8386194108364019
G5-e003Coalescence-mGAM-p7_S172,0.13067932835820895,0.8491077722251447
H4-e003Coalescence-mBHI-p3_S47,0.15368134328358207,0.8232249473961073
H4-e003Coalescence-mBHI-p5_S39,0.019180149253731345,0.9693166096791163
H4-e003Coalescence-mBHI-p7_S135,0.0027845522388059703,0.987539913203577
H4-e003Coalescence-mGAM-p3_S95,0.027802686567164184,0.8876624145186743
H4-e003Coalescence-mGAM-p5_S87,0.032530970149253734,0.9456109942135718
H4-e003Coalescence-mGAM-p7_S183,0.03197537313432836,0.9558799973698054
