,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,733530.0,665998.0
B10-e003Coalescence-mBHI-p5,1069865.0,971464.0
B10-e003Coalescence-mGAM-p3,340969.0,292702.0
B10-e003Coalescence-mGAM-p7,103145.0,92147.0
B4-e003Coalescence-Inoculumn-mGAM,673881.0,599949.0
C3-e003Coalescence-Inoculumn-mGAM,391822.0,347319.0
C9-e003Coalescence-mBHI-p3,1034854.0,939929.0
C9-e003Coalescence-mBHI-p5,1017428.0,926436.0
C9-e003Coalescence-mBHI-p7,448195.0,405273.0
C9-e003Coalescence-mGAM-p3,536268.0,462584.0
C9-e003Coalescence-mGAM-p5,643822.0,556045.0
C9-e003Coalescence-mGAM-p7,1037247.0,898839.0
F100-e003Coalescence-mBHI-p7_S115,772499.0,704944.0
F100-e003Coalescence-mGAM-p3_S167,581933.0,495119.0
F100-e003Coalescence-mGAM-p5_S67,124253.0,108258.0
F100-e003Coalescence-mGAM-p7_S163,797036.0,692234.0
G9-e003Coalescence-mBHI-p3_S130,666733.0,612438.0
G9-e003Coalescence-mBHI-p5_S30,989658.0,901903.0
G9-e003Coalescence-mGAM-p3_S178,794374.0,681516.0
G9-e003Coalescence-mGAM-p5_S78,264487.0,225953.0
G9-e003Coalescence-mGAM-p7_S174,687768.0,586145.0
