,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,0.25,0.72
A5-e003Coalescence-mBHI-inoculumn-redo,0.269,0.71
A5-e003Coalescence-mBHI-p3,0.0950810969429288,0.8967231711013441
A5-e003Coalescence-mBHI-p7,0.005466310914277183,0.906
A5-e003Coalescence-mGAM-p3,0.00047924056237436656,0.9993169734178056
D2-e003Coalescence-Inoculumn-mBHI,0.206,0.774
D2-e003Coalescence-mBHI-p3,0.009271961178562904,0.987583073617255
D2-e003Coalescence-mBHI-p5,0.005235050100149579,0.9902076555557467
D2-e003Coalescence-mGAM-p5,7.236916981629095e-05,0.9998592297512291
E5-e003Coalescence-mBHI-p3_S12,0.005420492014170328,0.9891554161544188
E5-e003Coalescence-mBHI-p5_S4,0.0013520098303707198,0.9973746308162659
E5-e003Coalescence-mBHI-p7_S100,0.0046109389972537294,0.9851866746106367
E5-e003Coalescence-mGAM-p3_S60,0.0010415575290569498,0.9985944918372436
E5-e003Coalescence-mGAM-p5_S52,0.000721930065586492,0.9992117073977504
E5-e003Coalescence-mGAM-p7_S148,0.00025894146738402655,0.9994186340396787
H2-e003Coalescence-mBHI-p3_S45,0.089,0.897
H2-e003Coalescence-mBHI-p7_S133,0.010940225230578039,0.893
H2-e003Coalescence-mGAM-p3_S93,0.0012625318210597307,0.9976529462942627
H2-e003Coalescence-mGAM-p5_S85,0.045920294763350224,0.9466352011704843
H2-e003Coalescence-mGAM-p7_S181,3.767886104753339e-05,0.9999173833969012
