,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,0.22640116323563175,0.7568826051449571
C11-e003Coalescence-mBHI-p5,0.0566118466365654,0.9382889614808766
C11-e003Coalescence-mGAM-p3,0.8104558812275198,0.17640989519531783
C11-e003Coalescence-mGAM-p5,0.773440958138823,0.2092766435279706
C11-e003Coalescence-mGAM-p7,0.8028530649728324,0.18026105893561997
C5-e003Coalescence-Inoculumn-mGAM,0.47251649192622636,0.500541717707908
D10-e003Coalescence-mBHI-p3,0.0762704522843805,0.916068259153396
D10-e003Coalescence-mBHI-p5,0.007523838677584757,0.989326323669525
D10-e003Coalescence-mBHI-p7,0.012397260273972605,0.9836580236831359
D10-e003Coalescence-mGAM-p3,0.9548757939848472,0.03622219953722608
D10-e003Coalescence-mGAM-p5,0.9915717456187343,0.0020411052130121145
D10-e003Coalescence-mGAM-p7,0.9932060916813347,0.0004927181162379204
D4-e003Coalescence-Inoculumn-mGAM,0.35795071554297087,0.3809701919150674
G111-e003Coalescence-mBHI-p3_S132,0.0025901890257901588,0.39453620525384514
G111-e003Coalescence-mBHI-p5_S32,0.010130940537231195,0.9823770246359058
G111-e003Coalescence-mBHI-p7_S128,0.004100405601897911,0.9868915203484414
G111-e003Coalescence-mGAM-p3_S180,0.6977215122063213,0.2673725330066694
G111-e003Coalescence-mGAM-p5_S80,0.6891644600903039,0.2816921192323397
G111-e003Coalescence-mGAM-p7_S176,0.49804285604959053,0.02972138287736491
H100-e003Coalescence-mBHI-p5_S43,0.007070100252544579,0.984712535728869
H100-e003Coalescence-mBHI-p7_S139,0.01651251243590725,0.9736749013202668
H100-e003Coalescence-mGAM-p5_S91,0.09018986760541822,0.8864785626786444
H100-e003Coalescence-mGAM-p7_S187,0.4131974439427566,0.544780658772288
