,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,10047.0,0.0
B4-e003Coalescence-mBHI-p3,3128.0,0.0
B4-e003Coalescence-mBHI-p5,311.0,0.0
B4-e003Coalescence-mGAM-p5,1803.0,0.0
C3-e003Coalescence-mBHI-inoculumn-redo,8976.0,0.0
C3-e003Coalescence-mBHI-p5,2813.0,0.0
C3-e003Coalescence-mBHI-p7,5622.0,0.0
C3-e003Coalescence-mGAM-p3,4007.0,0.0
C3-e003Coalescence-mGAM-p5,3260.0,0.0
C3-e003Coalescence-mGAM-p7,9026.0,0.0
F4-e003Coalescence-mBHI-p3_S23,3240.0,0.0
F4-e003Coalescence-mBHI-p5_S15,3686.0,0.0
F4-e003Coalescence-mBHI-p7_S111,3543.0,0.0
F4-e003Coalescence-mGAM-p3_S71,3380.0,0.0
F4-e003Coalescence-mGAM-p5_S63,1903.0,0.0
F4-e003Coalescence-mGAM-p7_S159,4883.0,0.0
G3-e003Coalescence-mBHI-p3_S34,7175.0,0.0
G3-e003Coalescence-mBHI-p5_S26,9615.0,0.0
G3-e003Coalescence-mBHI-p7_S122,5951.0,0.0
G3-e003Coalescence-mGAM-p3_S82,3877.0,0.0
G3-e003Coalescence-mGAM-p5_S74,3248.0,0.0
