,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,75059.0,75028.0
A5-e003Coalescence-mBHI-inoculumn-redo,131973.0,132914.0
A5-e003Coalescence-mBHI-p3,31118.0,31178.0
A5-e003Coalescence-mBHI-p7,81967.0,81498.0
A5-e003Coalescence-mGAM-p3,144982.0,140662.0
D2-e003Coalescence-Inoculumn-mBHI,115484.0,114928.0
D2-e003Coalescence-mBHI-p3,161095.0,158475.0
D2-e003Coalescence-mBHI-p5,54371.0,53183.0
D2-e003Coalescence-mGAM-p5,186884.0,184541.0
E5-e003Coalescence-mBHI-p3_S12,96310.0,92693.0
E5-e003Coalescence-mBHI-p5_S4,125117.0,120313.0
E5-e003Coalescence-mBHI-p7_S100,117414.0,114262.0
E5-e003Coalescence-mGAM-p3_S60,117281.0,115254.0
E5-e003Coalescence-mGAM-p5_S52,101356.0,97275.0
E5-e003Coalescence-mGAM-p7_S148,370689.0,361412.0
H2-e003Coalescence-mBHI-p3_S45,192451.0,187052.0
H2-e003Coalescence-mBHI-p7_S133,99218.0,97383.0
H2-e003Coalescence-mGAM-p3_S93,109708.0,106939.0
H2-e003Coalescence-mGAM-p5_S85,36679.0,36008.0
H2-e003Coalescence-mGAM-p7_S181,414193.0,409520.0
