,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,7294.0,7204.0
A3-e003Coalescence-mBHI-p3,15546.0,15559.0
A3-e003Coalescence-mBHI-p7,215986.0,209846.0
A3-e003Coalescence-mGAM-p7,30921.0,29904.0
B2-e003Coalescence-Inoculumn-mBHI,15058.0,15533.0
B2-e003Coalescence-mBHI-p3,20279.0,20416.0
B2-e003Coalescence-mBHI-p5,20346.0,19912.0
B2-e003Coalescence-mBHI-p7,3869.0,3691.0
B2-e003Coalescence-mGAM-p3,22614.0,21787.0
E3-e003Coalescence-mBHI-p3_S10,14327.0,14663.0
E3-e003Coalescence-mBHI-p5_S2,23638.0,23635.0
E3-e003Coalescence-mGAM-p3_S58,20350.0,19457.0
E3-e003Coalescence-mGAM-p5_S50,52225.0,49589.0
E3-e003Coalescence-mGAM-p7_S146,52024.0,49255.0
F2-e003Coalescence-mBHI-p3_S21,11020.0,10869.0
F2-e003Coalescence-mBHI-p5_S13,53294.0,52492.0
F2-e003Coalescence-mBHI-p7_S109,2674.0,2593.0
F2-e003Coalescence-mGAM-p3_S69,32778.0,31284.0
F2-e003Coalescence-mGAM-p5_S61,50010.0,47061.0
F2-e003Coalescence-mGAM-p7_S157,34581.0,33010.0
