,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,169246.0,187696.0
A9-e003Coalescence-mBHI-p3,1690760.0,1809745.0
A9-e003Coalescence-mBHI-p5,605452.0,644062.0
A9-e003Coalescence-mBHI-p7,1759892.0,1884404.0
A9-e003Coalescence-mGAM-p5,625493.0,667726.0
A9-e003Coalescence-mGAM-p7,198936.0,214115.0
B2-e003Coalescence-Inoculumn-mGAM,296458.0,326894.0
B8-e003Coalescence-mBHI-p5,1268928.0,1346805.0
B8-e003Coalescence-mBHI-p7,489908.0,524591.0
B8-e003Coalescence-mGAM-p5,412028.0,444103.0
B8-e003Coalescence-mGAM-p7,501473.0,536829.0
E9-e003Coalescence-mBHI-p5_S6,760768.0,806392.0
E9-e003Coalescence-mBHI-p7_S102,683544.0,731329.0
E9-e003Coalescence-mGAM-p3_S154,528840.0,565619.0
E9-e003Coalescence-mGAM-p5_S54,195042.0,209807.0
F8-e003Coalescence-mBHI-p3_S117,757643.0,800691.0
F8-e003Coalescence-mBHI-p5_S17,823059.0,870710.0
F8-e003Coalescence-mBHI-p7_S113,680812.0,723387.0
F8-e003Coalescence-mGAM-p5_S65,230204.0,244800.0
F8-e003Coalescence-mGAM-p7_S161,199950.0,213469.0
