,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,182.0,320.0
B11-e003Coalescence-mGAM-p3,519.0,953.0
B11-e003Coalescence-mGAM-p7,76.0,133.0
B5-e003Coalescence-Inoculumn-mGAM,101.0,136.0
D3-e003Coalescence-Inoculumn-mGAM,120.0,233.0
D9-e003Coalescence-mBHI-p3,49.0,55.0
D9-e003Coalescence-mBHI-p5,177.0,287.0
D9-e003Coalescence-mBHI-p7,113.0,182.0
D9-e003Coalescence-mGAM-p3,97.0,255.0
D9-e003Coalescence-mGAM-p5,325.0,623.0
D9-e003Coalescence-mGAM-p7,183.0,348.0
F111-e003Coalescence-mBHI-p3_S120,100.0,198.0
F111-e003Coalescence-mBHI-p5_S20,51.0,66.0
F111-e003Coalescence-mBHI-p7_S116,50.0,152.0
F111-e003Coalescence-mGAM-p3_S168,122.0,207.0
F111-e003Coalescence-mGAM-p5_S68,105.0,139.0
F111-e003Coalescence-mGAM-p7_S164,81.0,127.0
H9-e003Coalescence-mBHI-p5_S42,159.0,317.0
H9-e003Coalescence-mBHI-p7_S138,100.0,89.0
H9-e003Coalescence-mGAM-p3_S190,33.0,44.0
H9-e003Coalescence-mGAM-p5_S90,82.0,192.0
H9-e003Coalescence-mGAM-p7_S186,75.0,163.0
