,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,0.33299999999999996,0.652
A10-e003Coalescence-mBHI-p5,0.471,0.506
A10-e003Coalescence-mBHI-p7,0.622,0.361
A10-e003Coalescence-mGAM-p3,0.07999999999999996,0.915
A10-e003Coalescence-mGAM-p7,0.09299999999999997,0.898
A4-e003Coalescence-Inoculumn-mGAM,0.4,0.5745
C2-e003Coalescence-Inoculumn-mGAM,0.395,0.581
C8-e003Coalescence-mBHI-p5,0.219,0.769
C8-e003Coalescence-mBHI-p7,0.354,0.628
C8-e003Coalescence-mGAM-p7,0.07199999999999995,0.922
E100-e003Coalescence-mBHI-p5_S7,0.492,0.486
E100-e003Coalescence-mBHI-p7_S103,0.339,0.634
E100-e003Coalescence-mGAM-p3_S155,0.096,0.894
E100-e003Coalescence-mGAM-p5_S55,0.13,0.855
E100-e003Coalescence-mGAM-p7_S151,0.06699999999999995,0.923
G8-e003Coalescence-mBHI-p3_S129,0.276,0.706
G8-e003Coalescence-mBHI-p5_S29,0.29,0.69
G8-e003Coalescence-mBHI-p7_S125,0.32399999999999995,0.656
G8-e003Coalescence-mGAM-p3_S177,0.07399999999999995,0.919
G8-e003Coalescence-mGAM-p5_S77,0.16400000000000003,0.817
G8-e003Coalescence-mGAM-p7_S173,0.066,0.925
