,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,0.39518542478565866,0.5119986993428258
A9-e003Coalescence-mBHI-p3,0.001914653156664069,0.9969051204819277
A9-e003Coalescence-mBHI-p5,0.014145050662509743,0.978811678532311
A9-e003Coalescence-mBHI-p7,0.0005069368667186282,0.9993126369112815
A9-e003Coalescence-mGAM-p5,0.00039961028838659396,0.9957233707557502
A9-e003Coalescence-mGAM-p7,0.00038682774746687454,0.9771779846659365
B2-e003Coalescence-Inoculumn-mGAM,0.42018074824629775,0.5458743838992333
B8-e003Coalescence-mBHI-p5,0.013452611067809823,0.9718550794085433
B8-e003Coalescence-mBHI-p7,0.00045572876071706933,0.9945047234392114
B8-e003Coalescence-mGAM-p5,0.001032813717848792,0.9899062157721796
B8-e003Coalescence-mGAM-p7,0.00044770070148090406,0.9954457831325301
E9-e003Coalescence-mBHI-p5_S6,0.00039002338269680434,0.9913835569550932
E9-e003Coalescence-mBHI-p7_S102,0.03343663289166017,0.950524644030668
E9-e003Coalescence-mGAM-p3_S154,0.038956975837879965,0.93228860898138
E9-e003Coalescence-mGAM-p5_S54,0.00040841777084957124,0.9577302163198248
F8-e003Coalescence-mBHI-p3_S117,0.0017550272798129386,0.9885715361445783
F8-e003Coalescence-mBHI-p5_S17,0.0006733437256430244,0.9932920317634173
F8-e003Coalescence-mBHI-p7_S113,0.0005473889321901792,0.9740913882803943
F8-e003Coalescence-mGAM-p5_S65,0.0003950896336710834,0.9706433461117195
F8-e003Coalescence-mGAM-p7_S161,0.0014146531566640685,0.9516401286966046
