,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,0.9921515653246479,0.429
C9-e003Coalescence-mGAM-p3,0.9998405093441303,0.346
C11-e003Coalescence-mBHI-p3,0.9984382216415223,0.4
C9-e003Coalescence-mGAM-p7,0.999893550268285,0.365
C8-e003Coalescence-mGAM-p7,0.9927233359511524,0.56
D10-e003Coalescence-mBHI-p3,0.999165990140757,0.448
F3-e004Assembly-epsilon-p3,0.043263961346185806,0.08760637337380779
B2-e003Coalescence-mBHI-p3,0.9768189154060889,0.138
A4-e003Coalescence-mBHI-p7,0.30000000000000004,0.6335
A4-e003Coalescence-mBHI-inoculumn-redo,0.833,0.333
B3-e003Coalescence-mBHI-p3,0.957,0.427
D4-e003Coalescence-mBHI-p5,0.9928840071624739,0.6
C2-e003Coalescence-mBHI-p5,0.733,0.4855
B3-e004Assembly-mBHI-p7,0.015103852588851205,0.0356550472688421
B5-e004Assembly-mBHI-p7,0.028843805693487965,0.571
D4-e003Coalescence-mBHI-p3,0.9868789338475725,0.467
C4-e003GlycerolRevival-mBHI-p2,0.9968974416370282,0.333
G5-e004Assembly-epsilon-p3,0.14110214845956442,0.5
C5-e004Assembly-mBHI-p3,0.05209792940529082,0.583
D10-e003Assembly-mGAM-p5,0.9878075524550489,0.385
C3-e004Assembly-mBHI-p5,0.022788023460327524,0.060650566181866934
B2-e003Coalescence-mBHI-p5,0.9747710468635773,0.333
C4-e003Coalescence-mGAM-p7,0.9973753190049464,0.375
D3-e004Assembly-mGAM-p7,0.021254622314110815,0.04662583104387043
C3-e003Coalescence-mGAM-p3,0.9992289527461178,0.511
B4-e003Assembly-mBHI-p5,0.615,0.432
D3-e003Coalescence-Inoculumn-mBHI,0.9,0.48
C3-e003Coalescence-mBHI-p7,0.9893469381683677,0.429
B10-e003Assembly-mGAM-p5,0.9951068499987472,0.05510325487002869
C2-e003Coalescence-mGAM-p7,0.9998896955701836,0.505
D3-e003Coalescence-mBHI-p5,0.9771496902653916,0.333
C4-e003Coalescence-mBHI-inoculumn-redo,0.7,0.9677153483040674
B5-e003Coalescence-mBHI-p5,0.9752427249716615,0.308
D5-e003Coalescence-mBHI-p7,0.9928317096134162,0.36
C9-e003Coalescence-mBHI-p5,0.997715601447811,0.293
A10-e003Coalescence-mBHI-p3,0.851088106055756,0.2855
E5-e004Assembly-mGAM-p5,0.1071812713103006,0.9134091709185264
C2-e003Coalescence-mBHI-p3,0.788,0.485
D4-e003Coalescence-mBHI-p7,0.9878868161862516,0.536
E3-e004Assembly-mGAM-p3,0.0168595430960801,0.037883487723144725
B10-e003Coalescence-mGAM-p3,0.9999202126724566,0.55
D10-e003Coalescence-mBHI-p5,0.9991003690689869,0.25
D5-e003Coalescence-mBHI-p3,0.903,0.517
C5-e003Coalescence-mBHI-p3,0.9863880822055928,0.432
C9-e003Coalescence-mBHI-p3,0.999464040003087,0.36
D10-e003Coalescence-mGAM-p5,0.9999179813542524,0.447
C8-e003Coalescence-mBHI-p7,0.88,0.357
