,A2-e003Coalescence-mBHI-inoculumn-redo,C4-e003Coalescence-mBHI-inoculumn-redo
C12-e003Coalescence-mBHI-p3,0.4491139240506329,0.025267665952890792
C9-e003Coalescence-mGAM-p3,0.3559493670886076,0.007708779443254818
C11-e003Coalescence-mBHI-p3,0.3908860759493671,0.007708779443254818
D11-e003Coalescence-mBHI-p5,0.47139240506329116,0.36488222698072803
C9-e003Coalescence-mGAM-p7,0.35037974683544304,0.0059957173447537475
C8-e003Coalescence-mGAM-p7,0.035949367088607596,0.0
D10-e003Coalescence-mBHI-p3,0.3655696202531646,0.0021413276231263384
F3-e004Assembly-epsilon-p3,0.4212658227848101,0.26595289079229123
B2-e003Coalescence-mBHI-p3,0.37670886075949367,0.37259100642398285
A8-e003Coalescence-mBHI-p3,0.0030379746835443038,0.32762312633832974
e004-inoculumn-fecal-BD,0.5918987341772152,0.42098501070663813
A4-e003Coalescence-mBHI-p7,0.47139240506329116,0.001284796573875803
B9-e003Coalescence-mGAM-p5,0.550379746835443,0.4766595289079229
A4-e003Coalescence-mBHI-inoculumn-redo,0.02379746835443038,0.0
B3-e003Coalescence-mBHI-p3,0.3807594936708861,0.39528907922912204
D4-e003Coalescence-mBHI-p5,0.5372151898734178,0.10920770877944326
C2-e003Coalescence-mBHI-p5,0.3362025316455696,0.0008565310492505353
B3-e004Assembly-mBHI-p7,0.6,0.42569593147751605
B5-e004Assembly-mBHI-p7,0.6592405063291139,0.6972162740899358
D4-e003Coalescence-mBHI-p3,0.5362025316455696,0.12505353319057816
C4-e003GlycerolRevival-mBHI-p2,0.5088607594936709,0.007708779443254818
D10-e003Assembly-mGAM-p5,0.46734177215189876,0.00042826552462526765
B2-e003Assembly-mBHI-p5,0.0035443037974683543,0.21841541755888652
C3-e004Assembly-mBHI-p5,0.6010126582278481,0.4248394004282655
B8-e003Assembly-mGAM-p5,0.026835443037974683,0.48522483940042827
F4-e004Assembly-epsilon-p5,0.5918987341772152,0.4291220556745182
C4-e003Coalescence-mGAM-p7,0.529620253164557,0.0
B12-e003Coalescence-mBHI-p3,0.5392405063291139,0.4650963597430407
D3-e004Assembly-mGAM-p7,0.6,0.42226980728051394
C8-e003Assembly-mGAM-p3,0.005569620253164557,0.34817987152034263
C3-e003Coalescence-mGAM-p3,0.29417721518987344,0.0
B4-e003Assembly-mBHI-p5,0.8318987341772152,0.0
D4-e004Assembly-mGAM-p5,0.5954430379746836,0.4282655246252677
D3-e003Coalescence-Inoculumn-mBHI,0.28810126582278484,0.23725910064239827
C8-e003Assembly-mGAM-p5,0.0005063291139240507,0.3164882226980728
C3-e003Coalescence-mBHI-p7,0.38126582278481014,0.0
D11-e003Coalescence-mGAM-p5,0.4688607594936709,0.3815845824411135
A11-e003Coalescence-mGAM-p7,0.39949367088607596,0.3683083511777302
B8-e003Coalescence-mBHI-p5,0.05518987341772152,0.3229122055674518
B10-e003Assembly-mGAM-p5,0.9326582278481013,0.0
C2-e003Coalescence-mGAM-p7,0.5220253164556962,0.0
D3-e003Coalescence-mBHI-p5,0.36860759493670886,0.2766595289079229
B11-e003Coalescence-mGAM-p3,0.3179746835443038,0.23640256959314776
C4-e003Coalescence-mBHI-inoculumn-redo,0.5437974683544303,0.0
B5-e003Assembly-mBHI-p5,0.5093670886075949,0.40471092077087795
D2-e003Coalescence-mBHI-p5,0.3843037974683544,0.3751605995717345
D8-e003Assembly-mGAM-p5,0.005063291139240506,0.3314775160599572
D5-e003Coalescence-mGAM-p5,0.5012658227848101,0.4055674518201285
B5-e003Coalescence-mBHI-p5,0.330126582278481,0.2505353319057816
D5-e003Coalescence-mBHI-p7,0.3655696202531646,0.284796573875803
C9-e003Coalescence-mBHI-p5,0.41670886075949365,0.0029978586723768737
A5-e003Coalescence-mGAM-p3,0.4956962025316456,0.4021413276231263
A2-e003Coalescence-Inoculumn-mGAM,0.0,0.3134903640256959
E5-e004Assembly-mGAM-p5,0.6212658227848101,0.6415417558886509
D8-e003Coalescence-mGAM-p5,0.16050632911392404,0.30792291220556745
A12-e003Coalescence-mGAM-p3,0.1518987341772152,0.32548179871520344
C2-e003Coalescence-mBHI-p3,0.6359493670886076,0.0008565310492505353
C4-e004Assembly-mBHI-p5,0.5235443037974683,0.37259100642398285
D9-e003Coalescence-mGAM-p7,0.34177215189873417,0.26552462526766596
D4-e003Coalescence-mBHI-p7,0.5017721518987341,0.020985010706638114
D8-e003Assembly-mGAM-p3,0.028860759493670885,0.5259100642398287
E4-e004Assembly-mGAM-p7,0.5913924050632912,0.42698072805139187
E3-e004Assembly-mGAM-p3,0.4318987341772152,0.2702355460385439
B10-e003Coalescence-mGAM-p3,0.36,0.008565310492505354
A9-e003Coalescence-mGAM-p7,0.045063291139240506,0.363169164882227
D5-e004Assembly-mGAM-p5,0.37316455696202533,0.37387580299785866
B5-e003Coalescence-Inoculumn-mGAM,0.3281012658227848,0.24025695931477517
D10-e003Coalescence-mBHI-p5,0.43645569620253166,0.014561027837259101
D5-e003Coalescence-mBHI-p3,0.49924050632911393,0.39828693790149894
C5-e003Coalescence-mBHI-p3,0.5645569620253165,0.1511777301927195
D9-e003Coalescence-mGAM-p5,0.31848101265822787,0.23554603854389722
C9-e003Coalescence-mBHI-p3,0.4410126582278481,0.00042826552462526765
D10-e003Coalescence-mGAM-p5,0.48860759493670886,0.033832976445396144
C8-e003Coalescence-mBHI-p7,0.17873417721518986,0.08693790149892934
