,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.04383622612338952,0.727
C9-e003Coalescence-mGAM-p3,0.5,0.44299999999999995
C11-e003Coalescence-mBHI-p3,0.03089323707593897,0.706
D11-e003Coalescence-mBHI-p5,0.006498201634212557,0.0485
C9-e003Coalescence-mGAM-p7,0.08699999999999997,0.895
C8-e003Coalescence-mGAM-p7,0.002491834539600894,0.362
D10-e003Coalescence-mBHI-p3,0.055,0.744
F3-e004Assembly-epsilon-p3,0.020680515449127763,0.433
B2-e003Coalescence-mBHI-p3,0.9382121900294098,0.035036489224428806
A8-e003Coalescence-mBHI-p3,0.011368179861443645,0.20699999999999996
e004-inoculumn-fecal-BD,0.029179944433038715,0.04534730208006783
A4-e003Coalescence-mBHI-p7,0.029449928586176306,0.9657741745529902
B9-e003Coalescence-mGAM-p5,0.9997202911659124,4.0742755404158595e-05
A4-e003Coalescence-mBHI-inoculumn-redo,0.012965279706687016,0.85
B3-e003Coalescence-mBHI-p3,0.9984365118109471,0.0006155227981640437
D4-e003Coalescence-mBHI-p5,0.125,0.321
C2-e003Coalescence-mBHI-p5,0.23993677196003968,0.7223157612756055
B3-e004Assembly-mBHI-p7,0.009695181879371937,0.01852886801169449
B5-e004Assembly-mBHI-p7,0.005299252562654259,0.006784668984284741
D4-e003Coalescence-mBHI-p3,0.020128847849919237,0.19399999999999998
C4-e003GlycerolRevival-mBHI-p2,0.0015201123526898356,0.9977388192048223
D10-e003Assembly-mGAM-p5,0.07216237682657169,0.9205338614556554
B2-e003Assembly-mBHI-p5,0.1690676644103217,0.23281067010306475
C3-e004Assembly-mBHI-p5,0.013456307054741611,0.025857225541600297
B8-e003Assembly-mGAM-p5,0.021001223730655896,0.158
F4-e004Assembly-epsilon-p5,0.02043926378593374,0.03161256935363214
C4-e003Coalescence-mGAM-p7,0.012862068134377158,0.989466334068022
B12-e003Coalescence-mBHI-p3,0.9942324860914601,0.0024053857245940505
D3-e004Assembly-mGAM-p7,0.011098492190582676,0.021334725739262636
C8-e003Assembly-mGAM-p3,0.010181765949566943,0.15400000000000003
C3-e003Coalescence-mGAM-p3,0.106,0.874
B4-e003Assembly-mBHI-p5,0.016467908067215157,0.9850692861610942
D4-e004Assembly-mGAM-p5,0.010410154890295738,0.01614439807848058
D3-e003Coalescence-Inoculumn-mBHI,0.736,0.042
C8-e003Assembly-mGAM-p5,0.007666623041499048,0.18200000000000005
C3-e003Coalescence-mBHI-p7,0.686,0.268
D11-e003Coalescence-mGAM-p5,0.0039702900062067725,0.06499999999999995
A11-e003Coalescence-mGAM-p7,0.010905919411529798,0.121
B8-e003Coalescence-mBHI-p5,0.818,0.013048245782350731
B10-e003Assembly-mGAM-p5,0.03244633800547257,0.9696413794672075
C2-e003Coalescence-mGAM-p7,0.001159578763217474,0.9989983588247965
D3-e003Coalescence-mBHI-p5,0.81,0.020670904125623134
B11-e003Coalescence-mGAM-p3,0.09749999999999999,0.21599999999999997
C4-e003Coalescence-mBHI-inoculumn-redo,0.018743591752605558,0.9843935068759179
B5-e003Assembly-mBHI-p5,0.040986853122399955,0.046379431848456776
D2-e003Coalescence-mBHI-p5,0.06323959622778173,0.07413925201174792
D8-e003Assembly-mGAM-p5,0.00619506751080459,0.11099999999999999
D5-e003Coalescence-mGAM-p5,0.0021807770463535664,0.21
B5-e003Coalescence-mBHI-p5,0.75,0.020572485089508395
D5-e003Coalescence-mBHI-p7,0.245,0.012068003568455297
C9-e003Coalescence-mBHI-p5,0.18799999999999994,0.778
