,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.4477686486486486,0.4241715186352679
C9-e003Coalescence-mGAM-p3,0.67034990990991,0.10939430743556464
C11-e003Coalescence-mBHI-p3,0.47078558558558553,0.4557404969404784
D11-e003Coalescence-mBHI-p5,0.01886306306306306,0.9694560077878731
C9-e003Coalescence-mGAM-p7,0.8323336936936939,0.08711579825699982
C8-e003Coalescence-mGAM-p7,0.6632637837837838,0.11380859447431854
D10-e003Coalescence-mBHI-p3,0.5664969369369369,0.3738921286853329
F3-e004Assembly-epsilon-p3,0.5412663063063063,0.13433923604672723
B2-e003Coalescence-mBHI-p3,0.3608237837837838,0.09960128870758389
A8-e003Coalescence-mBHI-p3,0.5463567567567568,0.12078388651956239
e004-inoculumn-fecal-BD,0.4864864864864865,0.15653008529575374
A4-e003Coalescence-mBHI-p7,0.7577535135135135,0.06514185054700537
B9-e003Coalescence-mGAM-p5,0.47886630630630633,0.1404646764324124
A4-e003Coalescence-mBHI-inoculumn-redo,0.8561596396396397,0.09672390135360652
B3-e003Coalescence-mBHI-p3,0.48287279279279277,0.1404955034303727
D4-e003Coalescence-mBHI-p5,0.17149405405405405,0.7828421564991654
C2-e003Coalescence-mBHI-p5,0.27153153153153153,0.028707583905062117
B3-e004Assembly-mBHI-p7,0.5519481081081081,0.12856781939551268
B5-e004Assembly-mBHI-p7,0.34176216216216215,0.0857653439643983
D4-e003Coalescence-mBHI-p3,0.09813045045045045,0.8583327461524197
C4-e003GlycerolRevival-mBHI-p2,0.8524209009009008,0.07927461524198035
D10-e003Assembly-mGAM-p5,0.613148108108108,0.05134920267012795
B2-e003Assembly-mBHI-p5,0.19910594594594594,0.03767216762469868
C3-e004Assembly-mBHI-p5,0.5358612612612612,0.12664815501576118
B8-e003Assembly-mGAM-p5,0.5230810810810812,0.117615705544224
F4-e004Assembly-epsilon-p5,0.47635531531531533,0.1573774800667532
C4-e003Coalescence-mGAM-p7,0.9094392792792793,0.08775352308548119
B12-e003Coalescence-mBHI-p3,0.4551942342342342,0.13984030224364918
D3-e004Assembly-mGAM-p7,0.5480295495495496,0.12680581309104394
C8-e003Assembly-mGAM-p3,0.5354818018018018,0.12029723715928053
