,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,6044,23600
C9-e003Coalescence-mGAM-p3,6305,25052
C11-e003Coalescence-mBHI-p3,6210,24598
D11-e003Coalescence-mBHI-p5,6298,24476
C9-e003Coalescence-mGAM-p7,6184,24805
C8-e003Coalescence-mGAM-p7,6328,25113
D10-e003Coalescence-mBHI-p3,6311,25001
F3-e004Assembly-epsilon-p3,6181,24460
B2-e003Coalescence-mBHI-p3,4673,20153
A8-e003Coalescence-mBHI-p3,6242,25062
e004-inoculumn-fecal-BD,5930,23450
A4-e003Coalescence-mBHI-p7,5276,21802
B9-e003Coalescence-mGAM-p5,6151,24625
A4-e003Coalescence-mBHI-inoculumn-redo,6305,25010
B3-e003Coalescence-mBHI-p3,6179,24658
D4-e003Coalescence-mBHI-p5,6189,24262
C2-e003Coalescence-mBHI-p5,1942,8537
B3-e004Assembly-mBHI-p7,6107,24140
B5-e004Assembly-mBHI-p7,6208,24838
D4-e003Coalescence-mBHI-p3,6272,24460
C4-e003GlycerolRevival-mBHI-p2,6083,24597
D10-e003Assembly-mGAM-p5,4215,18442
B2-e003Assembly-mBHI-p5,2131,11188
C3-e004Assembly-mBHI-p5,6045,24052
B8-e003Assembly-mGAM-p5,5976,24798
F4-e004Assembly-epsilon-p5,5988,23738
C4-e003Coalescence-mGAM-p7,6190,24662
B12-e003Coalescence-mBHI-p3,5974,24113
D3-e004Assembly-mGAM-p7,6087,24093
C8-e003Assembly-mGAM-p3,6183,25040
C3-e003Coalescence-mGAM-p3,6299,24894
B4-e003Assembly-mBHI-p5,5997,23953
D4-e004Assembly-mGAM-p5,6023,23804
D3-e003Coalescence-Inoculumn-mBHI,6315,25005
C8-e003Assembly-mGAM-p5,6216,25085
C3-e003Coalescence-mBHI-p7,6274,24946
D11-e003Coalescence-mGAM-p5,6316,24579
A11-e003Coalescence-mGAM-p7,6294,24595
B8-e003Coalescence-mBHI-p5,6167,24792
B10-e003Assembly-mGAM-p5,5706,23200
C2-e003Coalescence-mGAM-p7,6134,24158
D3-e003Coalescence-mBHI-p5,6234,24752
B11-e003Coalescence-mGAM-p3,6338,25098
C4-e003Coalescence-mBHI-inoculumn-redo,6154,24480
B5-e003Assembly-mBHI-p5,6123,23046
D2-e003Coalescence-mBHI-p5,5562,20607
D8-e003Assembly-mGAM-p5,6232,25083
D5-e003Coalescence-mGAM-p5,6311,24728
B5-e003Coalescence-mBHI-p5,6275,24808
D5-e003Coalescence-mBHI-p7,6227,24657
C9-e003Coalescence-mBHI-p5,6068,24550
A5-e003Coalescence-mGAM-p3,6317,24785
A2-e003Coalescence-Inoculumn-mGAM,6341,25120
E5-e004Assembly-mGAM-p5,5762,23014
D8-e003Coalescence-mGAM-p5,6324,24996
A12-e003Coalescence-mGAM-p3,6276,24845
C2-e003Coalescence-mBHI-p3,5936,23811
C4-e004Assembly-mBHI-p5,5213,21246
D9-e003Coalescence-mGAM-p7,6330,25025
D4-e003Coalescence-mBHI-p7,6316,24960
D8-e003Assembly-mGAM-p3,6085,24976
E4-e004Assembly-mGAM-p7,5942,23611
E3-e004Assembly-mGAM-p3,6150,24363
B10-e003Coalescence-mGAM-p3,6304,25034
A9-e003Coalescence-mGAM-p7,6221,24838
D5-e004Assembly-mGAM-p5,3151,13275
B5-e003Coalescence-Inoculumn-mGAM,6330,25056
D10-e003Coalescence-mBHI-p5,6071,23933
D5-e003Coalescence-mBHI-p3,6288,24413
C5-e003Coalescence-mBHI-p3,5663,20420
D9-e003Coalescence-mGAM-p5,6334,25035
C9-e003Coalescence-mBHI-p3,6197,24810
D10-e003Coalescence-mGAM-p5,6336,25077
C8-e003Coalescence-mBHI-p7,4596,20963
B11-e003Assembly-mGAM-p5,6293,24405
G3-e004Assembly-epsilon-p7,5636,22882
B4-e003Coalescence-mGAM-p5,6247,24960
D4-e003Coalescence-mGAM-p5,6319,24770
C3-e004Assembly-mBHI-p7,6056,24131
B5-e003Coalescence-mGAM-p5,6329,24915
BB-Fecal,3785,15428
B5-e003Coalescence-Inoculumn-mBHI,6272,24888
G3-e004Assembly-epsilon-p3,6032,23979
C2-e003Coalescence-mGAM-p3,6089,24351
B5-e003Coalescence-mGAM-p7,6309,24754
D8-e003Coalescence-mBHI-p5,6296,25037
E5-e004Assembly-mGAM-p7,5387,22072
C10-e003Assembly-mGAM-p3,5999,24144
B10-e003Coalescence-mBHI-p5,6153,24776
D5-e003Coalescence-Inoculumn-mGAM,6341,25120
B3-e004Assembly-mBHI-p5,6071,24066
B5-e003Coalescence-mBHI-p3,6327,25097
G4-e004Assembly-epsilon-p5,5960,23685
C4-e003Coalescence-mGAM-p5,6262,24798
C5-e003Coalescence-mGAM-p7,6310,24601
C5-e003Coalescence-mBHI-inoculumn-redo,6337,25093
A10-e003Coalescence-mBHI-p5,3748,18161
BF-Fecal,4651,19785
AM-Fecal,4880,19555
B8-e003Assembly-mGAM-p3,5961,24755
A4-e003Coalescence-mGAM-p5,6268,24401
D5-e003Coalescence-mBHI-p5,6288,24972
D3-e003Assembly-mBHI-p3,6125,24552
D4-e003Coalescence-mGAM-p7,6302,24562
A8-e003Coalescence-mBHI-p7,6183,25030
e003-inoculumn-fecal-AC,5830,23933
E3-e004Assembly-mGAM-p7,5646,22822
B9-e003GlycerolRevival-mGAM-p2,5873,23700
C4-e003Coalescence-mGAM-p3,6296,24987
B2-e003Coalescence-Inoculumn-mGAM,6323,25108
D5-e003Coalescence-mGAM-p7,6289,24424
C5-e003Coalescence-mBHI-p5,6312,25019
C5-e003Coalescence-mGAM-p3,6334,24977
A3-e003Coalescence-mBHI-inoculumn-redo,5562,22986
D9-e003Assembly-mGAM-p5,4422,18412
B12-e003Coalescence-mGAM-p3,6319,24825
A11-e003Coalescence-mBHI-p7,5508,22502
A3-e003Coalescence-Inoculumn-mGAM,6245,25088
D10-e003Assembly-mGAM-p3,6025,24385
C3-e003Coalescence-mGAM-p5,6306,25054
C10-e003GlycerolRevival-mGAM-p2,6007,24377
D3-e003Assembly-mBHI-p5,6150,24580
A10-e003Coalescence-mGAM-p3,6308,25090
A9-e003Coalescence-mBHI-p3,6289,25056
A2-e003Coalescence-Inoculumn-mBHI,5991,24577
D3-e003Coalescence-mBHI-p7,6176,24654
C3-e003Coalescence-mBHI-p5,6185,24695
D11-e003Assembly-mGAM-p3,6276,24208
D2-e003Assembly-mBHI-p3,6235,25055
B3-e003Assembly-mBHI-p5,5997,24198
A9-e003Coalescence-mBHI-p5,6015,24446
D5-e003Coalescence-Inoculumn-mBHI,6280,24287
B2-e003Coalescence-mGAM-p3,6029,24320
C11-e003Coalescence-mGAM-p5,6327,24875
G4-e004Assembly-epsilon-p3,6005,23795
B3-e003Coalescence-Inoculumn-mBHI,6132,24592
A8-e003Coalescence-mBHI-p5,5831,24340
D5-e004Assembly-mGAM-p7,6234,24862
C2-e003Assembly-mBHI-p5,3064,15356
D9-e003Coalescence-mBHI-p3,4756,19238
D5-e003Assembly-mBHI-p5,5997,22559
A5-e003Coalescence-mBHI-p7,6181,24198
BG-Fecal,6250,24762
D2-e003Coalescence-mGAM-p5,6315,24783
B9-e003Assembly-mGAM-p5,3935,16502
D3-e003Coalescence-mGAM-p3,6325,24922
D9-e003Coalescence-mGAM-p3,6326,24943
D3-e003Coalescence-mGAM-p5,6334,25058
C10-e003Coalescence-mGAM-p3,6106,24480
A5-e003Coalescence-mBHI-inoculumn-redo,6161,24188
B11-e003Assembly-mGAM-p3,6288,24428
D2-e003Assembly-mBHI-p5,4603,21074
B9-e003Coalescence-mGAM-p7,6141,24597
B11-e003Coalescence-mGAM-p7,6328,24898
C3-e003Coalescence-Inoculumn-mGAM,6275,24995
B5-e003Coalescence-mBHI-p7,6254,24884
A3-e003Coalescence-mGAM-p7,6099,24526
D4-e003Coalescence-Inoculumn-mBHI,6340,25097
A4-e003Coalescence-mBHI-p5,5929,23910
B3-e003Coalescence-mBHI-p7,6137,24590
D10-e003Coalescence-mGAM-p7,6335,25074
C12-e003Coalescence-mGAM-p3,6308,24716
C11-e003Coalescence-mGAM-p3,6334,25092
D5-e004Assembly-mGAM-p3,6223,24839
A10-e003Coalescence-mBHI-p7,5314,22700
