,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.4,0.267
C9-e003Coalescence-mGAM-p3,0.203,0.552
C11-e003Coalescence-mBHI-p3,0.419,0.29
D11-e003Coalescence-mBHI-p5,0.031,0.006948665972963963
C9-e003Coalescence-mGAM-p7,0.8160000000000001,0.106
C8-e003Coalescence-mGAM-p7,0.8180000000000001,0.119
D10-e003Coalescence-mBHI-p3,0.46499999999999997,0.273
F3-e004Assembly-epsilon-p3,0.438,0.02373121047042422
B2-e003Coalescence-mBHI-p3,0.04619568992893649,0.9486007274595121
A8-e003Coalescence-mBHI-p3,0.9974355973622319,0.012412736210464933
e004-inoculumn-fecal-BD,0.046067695874650254,0.03322249116588098
A4-e003Coalescence-mBHI-p7,0.538,0.06908479266704536
B9-e003Coalescence-mGAM-p5,-0.0,0.999949848710992
A4-e003Coalescence-mBHI-inoculumn-redo,0.596,0.171
B3-e003Coalescence-mBHI-p3,0.0010554190845548136,0.998460761540943
D4-e003Coalescence-mBHI-p5,0.231,0.176
C2-e003Coalescence-mBHI-p5,0.30716422931672677,0.2501904018232382
B3-e004Assembly-mBHI-p7,0.017937687441446474,0.010532890667708062
B5-e004Assembly-mBHI-p7,0.008769787205603414,0.00568397703251922
D4-e003Coalescence-mBHI-p3,0.139,0.083
C4-e003GlycerolRevival-mBHI-p2,0.8925000000000001,0.011157177565710486
D10-e003Assembly-mGAM-p5,0.44399999999999995,0.10656890649121457
B2-e003Assembly-mBHI-p5,0.855820536468682,0.16618265907134022
C3-e004Assembly-mBHI-p5,0.02474001672752992,0.014657049270754462
B8-e003Assembly-mGAM-p5,0.9929286069050355,0.020308411532012405
F4-e004Assembly-epsilon-p5,0.032461399282788767,0.02323213486707047
C4-e003Coalescence-mGAM-p7,0.452,0.02433329529650798
B12-e003Coalescence-mBHI-p3,0.001861901648961603,0.9969451484554972
D3-e004Assembly-mGAM-p7,0.020374131422671696,0.012138580852484192
C8-e003Assembly-mGAM-p3,0.9973332691442298,0.010940030916241671
C3-e003Coalescence-mGAM-p3,0.41200000000000003,0.209
B4-e003Assembly-mBHI-p5,0.30000000000000004,0.02188173582101341
D4-e004Assembly-mGAM-p5,0.01656490094110257,0.011833473384832517
D3-e003Coalescence-Inoculumn-mBHI,0.047,0.757
C8-e003Assembly-mGAM-p5,0.9980497042995113,0.008407413067215586
C3-e003Coalescence-mBHI-p7,0.121,0.7
D11-e003Coalescence-mGAM-p5,0.065,0.004157929980302079
A11-e003Coalescence-mGAM-p7,0.14700000000000002,0.011377039402360468
B8-e003Coalescence-mBHI-p5,0.17900000000000005,0.818
B10-e003Assembly-mGAM-p5,0.056452647154703404,0.035745933909342324
C2-e003Coalescence-mGAM-p7,0.867,0.0020402822082070766
D3-e003Coalescence-mBHI-p5,0.020474449890205308,0.821
B11-e003Coalescence-mGAM-p3,0.22599999999999998,0.11599999999999999
C4-e003Coalescence-mBHI-inoculumn-redo,0.467,0.03423106644128966
B5-e003Assembly-mBHI-p5,0.04508009219128835,0.04321795107554516
D2-e003Coalescence-mBHI-p5,0.3,0.0643357599707198
D8-e003Assembly-mGAM-p5,0.9983945969753745,0.006760464250032114
D5-e003Coalescence-mGAM-p5,0.244,0.002289872498627551
B5-e003Coalescence-mBHI-p5,0.0655,0.767
D5-e003Coalescence-mBHI-p7,0.012338205746819033,0.257
C9-e003Coalescence-mBHI-p5,0.429,0.289
A5-e003Coalescence-mGAM-p3,0.21099999999999997,0.0023853258994365103
A2-e003Coalescence-Inoculumn-mGAM,0.9993805950743535,0.0029396127669919403
E5-e004Assembly-mGAM-p5,0.04533274058237867,0.031755956231654225
D8-e003Coalescence-mGAM-p5,0.1685,0.067
A12-e003Coalescence-mGAM-p3,0.194,0.085
C2-e003Coalescence-mBHI-p3,0.556,0.034052334379285426
C4-e004Assembly-mBHI-p5,0.08918244392846962,0.06647152284229763
D9-e003Coalescence-mGAM-p7,0.177,0.1025
D4-e003Coalescence-mBHI-p7,0.222,0.164
D8-e003Assembly-mGAM-p3,0.9957253047460888,0.012962082784755182
E4-e004Assembly-mGAM-p7,0.022666768129937582,0.01641549557966946
E3-e004Assembly-mGAM-p3,0.2755,0.015610129799442849
B10-e003Coalescence-mGAM-p3,0.19,0.603
A9-e003Coalescence-mGAM-p7,0.18799999999999994,0.804
D5-e004Assembly-mGAM-p5,0.1392471965528789,0.12645017780715412
B5-e003Coalescence-Inoculumn-mGAM,0.0073187734424813395,0.28
D10-e003Coalescence-mBHI-p5,0.44999999999999996,0.235
D5-e003Coalescence-mBHI-p3,0.16700000000000004,0.011856327869988784
C5-e003Coalescence-mBHI-p3,0.235,0.07545682789061675
D9-e003Coalescence-mGAM-p5,0.275,0.1085
C9-e003Coalescence-mBHI-p3,0.474,0.18799999999999994
D10-e003Coalescence-mGAM-p5,0.16300000000000003,0.02800000000000001
C8-e003Coalescence-mBHI-p7,0.9008606495504541,0.07263119299685702
B11-e003Assembly-mGAM-p5,0.05700000000000005,0.010938877298871847
G3-e004Assembly-epsilon-p7,0.2,0.04853450337809933
B4-e003Coalescence-mGAM-p5,0.523,0.242
D4-e003Coalescence-mGAM-p5,0.04600000000000004,0.003
C3-e004Assembly-mBHI-p7,0.009728184527626823,0.00577777271013604
B5-e003Coalescence-mGAM-p5,0.201,0.013
BB-Fecal,0.14739367337956288,0.14042916290387883
B5-e003Coalescence-Inoculumn-mBHI,0.016110449753533315,0.783
