,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,0.322663252240717,0.4255591054313099
C9-e003Coalescence-mGAM-p3,0.4767392232180965,0.0
C11-e003Coalescence-mBHI-p3,0.26248399487836105,0.3840255591054313
D11-e003Coalescence-mBHI-p5,0.4494238156209987,0.4688817891373802
C9-e003Coalescence-mGAM-p7,0.45966709346991036,0.0
C8-e003Coalescence-mGAM-p7,0.023474178403755867,0.4417891373801917
D10-e003Coalescence-mBHI-p3,0.22791293213828426,0.36370607028753993
F3-e004Assembly-epsilon-p3,0.3627827571489543,0.5269009584664537
B2-e003Coalescence-mBHI-p3,0.6598378147673922,0.002939297124600639
A8-e003Coalescence-mBHI-p3,0.002987622705932565,0.5791693290734824
e004-inoculumn-fecal-BD,0.5010670081092616,0.6075399361022364
A4-e003Coalescence-mBHI-p7,0.3508322663252241,0.5369968051118211
B9-e003Coalescence-mGAM-p5,1.0,0.0
A4-e003Coalescence-mBHI-inoculumn-redo,0.014511310285958173,0.41201277955271565
B3-e003Coalescence-mBHI-p3,0.6487409304310713,0.0
D4-e003Coalescence-mBHI-p5,0.3546734955185659,0.4264536741214057
C2-e003Coalescence-mBHI-p5,0.15834400341442595,0.22287539936102235
B3-e004Assembly-mBHI-p7,0.4967989756722151,0.6631309904153354
B5-e004Assembly-mBHI-p7,0.6739223218096457,0.7743130990415336
D4-e003Coalescence-mBHI-p3,0.37174562526675203,0.4447284345047923
C4-e003GlycerolRevival-mBHI-p2,0.431924882629108,0.64
D10-e003Assembly-mGAM-p5,0.27784891165172854,0.4263258785942492
B2-e003Assembly-mBHI-p5,0.002560819462227913,0.3124600638977636
C3-e004Assembly-mBHI-p5,0.5002134016218523,0.6633865814696486
B8-e003Assembly-mGAM-p5,0.028169014084507043,0.6661980830670926
F4-e004Assembly-epsilon-p5,0.5057618437900128,0.6139297124600639
C4-e003Coalescence-mGAM-p7,0.30900554844216815,0.5059424920127795
B12-e003Coalescence-mBHI-p3,0.9688433632095604,0.0
D3-e004Assembly-mGAM-p7,0.5002134016218523,0.6618530351437699
C8-e003Assembly-mGAM-p3,0.004268032437046522,0.5850479233226837
C3-e003Coalescence-mGAM-p3,0.2501067008109262,0.0
B4-e003Assembly-mBHI-p5,0.4050362782757149,0.5786581469648562
D4-e004Assembly-mGAM-p5,0.5070422535211268,0.615591054313099
D3-e003Coalescence-Inoculumn-mBHI,0.42040119504908235,0.0
C8-e003Assembly-mGAM-p5,0.0,0.5693290734824281
C3-e003Coalescence-mBHI-p7,0.34485702091335896,0.0
D11-e003Coalescence-mGAM-p5,0.451557831839522,0.47706070287539937
A11-e003Coalescence-mGAM-p7,0.37089201877934275,0.47194888178913735
B8-e003Coalescence-mBHI-p5,0.09560392658984208,0.0
B10-e003Assembly-mGAM-p5,0.45369184805804524,0.606261980830671
C2-e003Coalescence-mGAM-p7,0.2953478446436193,0.4866453674121406
D3-e003Coalescence-mBHI-p5,0.5753307725138711,0.0
B11-e003Coalescence-mGAM-p3,0.47631241997439183,0.0
C4-e003Coalescence-mBHI-inoculumn-redo,0.3107127614169868,0.5042811501597444
B5-e003Assembly-mBHI-p5,0.4861288945795988,0.5008306709265176
D2-e003Coalescence-mBHI-p5,0.38412291933418696,0.49277955271565493
D8-e003Assembly-mGAM-p5,0.004694835680751174,0.5744408945686901
D5-e003Coalescence-mGAM-p5,0.4728979940247546,0.5077316293929712
B5-e003Coalescence-mBHI-p5,0.49722577891591974,0.0
D5-e003Coalescence-mBHI-p7,0.5463081519419548,0.019808306709265176
C9-e003Coalescence-mBHI-p5,0.3960734101579172,0.20306709265175718
A5-e003Coalescence-mGAM-p3,0.4686299615877081,0.5067092651757189
A2-e003Coalescence-Inoculumn-mGAM,0.0,0.5670287539936102
E5-e004Assembly-mGAM-p5,0.6355100298762271,0.7279233226837061
D8-e003Coalescence-mGAM-p5,0.15620998719590268,0.42849840255591054
A12-e003Coalescence-mGAM-p3,0.16346564233888178,0.4392332268370607
C2-e003Coalescence-mBHI-p3,0.3273580879214682,0.5799361022364218
C4-e004Assembly-mBHI-p5,0.44814340588988477,0.549776357827476
D9-e003Coalescence-mGAM-p7,0.47503201024327785,0.06351437699680511
D4-e003Coalescence-mBHI-p7,0.2927870251813914,0.3992332268370607
D8-e003Assembly-mGAM-p3,0.029449423815621,0.6778274760383387
E4-e004Assembly-mGAM-p7,0.5066154502774222,0.6111182108626199
E3-e004Assembly-mGAM-p3,0.3657703798548869,0.5272843450479233
B10-e003Coalescence-mGAM-p3,0.48228766538625695,0.0
A9-e003Coalescence-mGAM-p7,0.06572769953051644,0.0
D5-e004Assembly-mGAM-p5,0.3772940674349125,0.4126517571884984
B5-e003Coalescence-Inoculumn-mGAM,0.49893299189073836,0.00025559105431309905
D10-e003Coalescence-mBHI-p5,0.293213828425096,0.43782747603833866
D5-e003Coalescence-mBHI-p3,0.469910371318822,0.5027476038338659
C5-e003Coalescence-mBHI-p3,0.3986342296201451,0.43603833865814695
D9-e003Coalescence-mGAM-p5,0.47759282970550576,0.00025559105431309905
C9-e003Coalescence-mBHI-p3,0.32437046521553564,0.2397444089456869
D10-e003Coalescence-mGAM-p5,0.28851899274434484,0.3961661341853035
C8-e003Coalescence-mBHI-p7,0.09346991037131883,0.5201277955271566
B11-e003Assembly-mGAM-p5,0.451557831839522,0.4805111821086262
G3-e004Assembly-epsilon-p7,0.43960734101579174,0.5863258785942492
B4-e003Coalescence-mGAM-p5,0.157063593683312,0.0017891373801916933
D4-e003Coalescence-mGAM-p5,0.4379001280409731,0.46134185303514375
C3-e004Assembly-mBHI-p7,0.49637217242851045,0.6596805111821086
B5-e003Coalescence-mGAM-p5,0.4686299615877081,0.32357827476038337
BB-Fecal,0.35638070849338455,0.374185303514377
B5-e003Coalescence-Inoculumn-mBHI,0.5249679897567221,0.0
G3-e004Assembly-epsilon-p3,0.4212548015364917,0.5772523961661342
C2-e003Coalescence-mGAM-p3,0.32223644899701237,0.5068370607028754
B5-e003Coalescence-mGAM-p7,0.46905676483141273,0.4612140575079872
D8-e003Coalescence-mBHI-p5,0.023474178403755867,0.44523961661341854
E5-e004Assembly-mGAM-p7,0.6013657703798548,0.6838338658146965
C10-e003Assembly-mGAM-p3,0.3201024327784891,0.5136102236421726
B10-e003Coalescence-mBHI-p5,0.4639351259069569,0.009584664536741214
D5-e003Coalescence-Inoculumn-mGAM,0.44174135723431496,0.4713099041533546
B3-e004Assembly-mBHI-p5,0.48954332052923605,0.6568690095846645
B5-e003Coalescence-mBHI-p3,0.46777635510029875,0.00025559105431309905
G4-e004Assembly-epsilon-p5,0.5053350405463082,0.6135463258785943
C4-e003Coalescence-mGAM-p5,0.3026034997865984,0.5030031948881789
C5-e003Coalescence-mGAM-p7,0.44302176696542894,0.477444089456869
C5-e003Coalescence-mBHI-inoculumn-redo,0.19718309859154928,0.3260063897763578
A10-e003Coalescence-mBHI-p5,0.046948356807511735,0.4475399361022364
BF-Fecal,0.31626120358514725,0.4397444089456869
AM-Fecal,0.43021766965428937,0.5289456869009584
B8-e003Assembly-mGAM-p3,0.028595817328211693,0.682555910543131
A4-e003Coalescence-mGAM-p5,0.4767392232180965,0.2730990415335463
D5-e003Coalescence-mBHI-p5,0.3047375160051216,0.5060702875399361
D3-e003Assembly-mBHI-p3,0.9812206572769953,0.0
D4-e003Coalescence-mGAM-p7,0.4460093896713615,0.47105431309904156
A8-e003Coalescence-mBHI-p7,0.01365770379854887,0.6134185303514377
e003-inoculumn-fecal-AC,0.3290653008962868,0.011757188498402555
E3-e004Assembly-mGAM-p7,0.471190781049936,0.6278594249201278
B9-e003GlycerolRevival-mGAM-p2,0.9714041826717883,0.0
C4-e003Coalescence-mGAM-p3,0.3047375160051216,0.46492012779552716
