,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.45699852143913255,0.060249554367201426
C9-e003Coalescence-mGAM-p3,0.5160177427304091,0.0042780748663101605
C11-e003Coalescence-mBHI-p3,0.4004435682602267,0.013903743315508022
D11-e003Coalescence-mBHI-p5,0.4664859536717595,0.4310160427807487
C9-e003Coalescence-mGAM-p7,0.5165105963528832,0.00035650623885918
C8-e003Coalescence-mGAM-p7,0.0,0.0
D10-e003Coalescence-mBHI-p3,0.3642188270083785,0.0
F3-e004Assembly-epsilon-p3,0.5220551996057171,0.36327985739750446
B2-e003Coalescence-mBHI-p3,0.4533021192705766,0.46702317290552586
A8-e003Coalescence-mBHI-p3,0.0,0.5611408199643494
e004-inoculumn-fecal-BD,0.645638245441104,0.5169340463458111
A4-e003Coalescence-mBHI-p7,0.5772548053228191,0.0032085561497326204
B9-e003Coalescence-mGAM-p5,0.6069492360768851,0.5942959001782531
A4-e003Coalescence-mBHI-inoculumn-redo,0.08526367668802366,0.0010695187165775401
B3-e003Coalescence-mBHI-p3,0.41436668309512076,0.5461675579322638
D4-e003Coalescence-mBHI-p5,0.45219319862000984,0.25989304812834224
C2-e003Coalescence-mBHI-p5,0.23817151306062098,0.07165775401069518
B3-e004Assembly-mBHI-p7,0.6569738787580088,0.49518716577540106
B5-e004Assembly-mBHI-p7,0.7347215377033022,0.7807486631016043
D4-e003Coalescence-mBHI-p3,0.4678413011335633,0.271301247771836
C4-e003GlycerolRevival-mBHI-p2,0.7118038442582553,0.00285204991087344
D10-e003Assembly-mGAM-p5,0.46044849679645145,0.029946524064171122
B2-e003Assembly-mBHI-p5,0.1291276490882208,0.2545454545454545
C3-e004Assembly-mBHI-p5,0.6557417447018236,0.4912655971479501
B8-e003Assembly-mGAM-p5,0.0,0.7614973262032085
F4-e004Assembly-epsilon-p5,0.649581074420897,0.5244206773618538
C4-e003Coalescence-mGAM-p7,0.5197141448989651,0.00285204991087344
B12-e003Coalescence-mBHI-p3,0.5935189748644653,0.5793226381461676
D3-e004Assembly-mGAM-p7,0.6568506653523903,0.4905525846702317
C8-e003Assembly-mGAM-p3,0.0,0.5875222816399287
C3-e003Coalescence-mGAM-p3,0.33452439625431246,0.00071301247771836
B4-e003Assembly-mBHI-p5,0.6452686052242484,0.13475935828877006
D4-e004Assembly-mGAM-p5,0.6532774765894529,0.5258467023172906
D3-e003Coalescence-Inoculumn-mBHI,0.3282405125677674,0.3340463458110517
C8-e003Assembly-mGAM-p5,0.0,0.5422459893048128
C3-e003Coalescence-mBHI-p7,0.3672991621488418,0.2035650623885918
D11-e003Coalescence-mGAM-p5,0.46673238048299653,0.4470588235294118
A11-e003Coalescence-mGAM-p7,0.39477575160177425,0.45811051693404636
B8-e003Coalescence-mBHI-p5,0.03610152784622967,0.5393939393939394
B10-e003Assembly-mGAM-p5,0.6881468703794973,0.19393939393939394
C2-e003Coalescence-mGAM-p7,0.4944553967471661,0.0010695187165775401
D3-e003Coalescence-mBHI-p5,0.4098077870872351,0.3750445632798574
B11-e003Coalescence-mGAM-p3,0.36717594874322323,0.3319073083778966
C4-e003Coalescence-mBHI-inoculumn-redo,0.5203302119270576,0.004991087344028521
B5-e003Assembly-mBHI-p5,0.5002464268112371,0.45953654188948306
D2-e003Coalescence-mBHI-p5,0.46525381961557416,0.4221033868092692
D8-e003Assembly-mGAM-p5,0.0,0.5572192513368984
D5-e003Coalescence-mGAM-p5,0.5045588960078856,0.46951871657754013
B5-e003Coalescence-mBHI-p5,0.3679152291769345,0.3522281639928699
D5-e003Coalescence-mBHI-p7,0.4141202562838837,0.3803921568627451
C9-e003Coalescence-mBHI-p5,0.5279694430754066,0.0010695187165775401
A5-e003Coalescence-mGAM-p3,0.5006160670280927,0.4645276292335116
A2-e003Coalescence-Inoculumn-mGAM,0.0,0.5358288770053476
E5-e004Assembly-mGAM-p5,0.6895022178413012,0.7201426024955436
D8-e003Coalescence-mGAM-p5,0.11877772301626417,0.45989304812834225
A12-e003Coalescence-mGAM-p3,0.11655988171513061,0.47914438502673795
C2-e003Coalescence-mBHI-p3,0.506037456875308,0.20819964349376113
C4-e004Assembly-mBHI-p5,0.5792262198127156,0.4666666666666667
D9-e003Coalescence-mGAM-p7,0.38602759980285856,0.35614973262032085
D4-e003Coalescence-mBHI-p7,0.4165845243962543,0.19786096256684493
D8-e003Assembly-mGAM-p3,0.0,0.8142602495543672
E4-e004Assembly-mGAM-p7,0.6481025135534746,0.5251336898395722
E3-e004Assembly-mGAM-p3,0.525751601774273,0.37076648841354726
B10-e003Coalescence-mGAM-p3,0.5170034499753573,0.0071301247771836
A9-e003Coalescence-mGAM-p7,0.0001232134056185313,0.5996434937611408
D5-e004Assembly-mGAM-p5,0.3861508132084771,0.42388591800356507
B5-e003Coalescence-Inoculumn-mGAM,0.3676688023656974,0.33618538324420677
D10-e003Coalescence-mBHI-p5,0.47695909314933466,0.03493761140819964
D5-e003Coalescence-mBHI-p3,0.4951946771808773,0.4655971479500891
C5-e003Coalescence-mBHI-p3,0.4688270083785116,0.29197860962566846
D9-e003Coalescence-mGAM-p5,0.3679152291769345,0.3333333333333333
C9-e003Coalescence-mBHI-p3,0.4772055199605717,0.0
D10-e003Coalescence-mGAM-p5,0.4104238541153277,0.20249554367201425
C8-e003Coalescence-mBHI-p7,0.1185312962050271,0.31158645276292335
B11-e003Assembly-mGAM-p5,0.47252341054706753,0.4481283422459893
G3-e004Assembly-epsilon-p7,0.582552981764416,0.4213903743315508
B4-e003Coalescence-mGAM-p5,0.17138984721537703,0.00071301247771836
D4-e003Coalescence-mGAM-p5,0.46081813701330704,0.4288770053475936
C3-e004Assembly-mBHI-p7,0.6538935436175456,0.48877005347593583
B5-e003Coalescence-mGAM-p5,0.4586002957121735,0.42174688057041
BB-Fecal,0.3976096599310005,0.3575757575757576
B5-e003Coalescence-Inoculumn-mBHI,0.38430261212419914,0.3593582887700535
G3-e004Assembly-epsilon-p3,0.5799655002464268,0.42780748663101603
C2-e003Coalescence-mGAM-p3,0.5282158698866437,0.0196078431372549
B5-e003Coalescence-mGAM-p7,0.4928536224741252,0.4566844919786096
D8-e003Coalescence-mBHI-p5,0.0,0.48128342245989303
E5-e004Assembly-mGAM-p7,0.649581074420897,0.6951871657754011
C10-e003Assembly-mGAM-p3,0.5344997535731888,0.01105169340463458
B10-e003Coalescence-mBHI-p5,0.4988910793494332,0.013903743315508022
D5-e003Coalescence-Inoculumn-mGAM,0.4609413504189256,0.44242424242424244
B3-e004Assembly-mBHI-p5,0.6482257269590932,0.4816399286987522
B5-e003Coalescence-mBHI-p3,0.35768851651059635,0.3329768270944741
G4-e004Assembly-epsilon-p5,0.6483489403647117,0.5226381461675579
C4-e003Coalescence-mGAM-p5,0.5129374075899458,0.00071301247771836
