,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,7638,2597
C9-e003Coalescence-mGAM-p3,8092,2788
C11-e003Coalescence-mBHI-p3,7897,2707
D11-e003Coalescence-mBHI-p5,7438,2610
C9-e003Coalescence-mGAM-p7,8044,2745
C8-e003Coalescence-mGAM-p7,8114,2805
D10-e003Coalescence-mBHI-p3,8088,2771
F3-e004Assembly-epsilon-p3,7926,2647
B2-e003Coalescence-mBHI-p3,6105,2146
A8-e003Coalescence-mBHI-p3,8056,2794
e004-inoculumn-fecal-BD,7646,2578
A4-e003Coalescence-mBHI-p7,6834,2269
B9-e003Coalescence-mGAM-p5,7828,2730
A4-e003Coalescence-mBHI-inoculumn-redo,8102,2772
B3-e003Coalescence-mBHI-p3,7851,2737
D4-e003Coalescence-mBHI-p5,7680,2664
C2-e003Coalescence-mBHI-p5,2548,731
B3-e004Assembly-mBHI-p7,7897,2613
B5-e004Assembly-mBHI-p7,7991,2750
D4-e003Coalescence-mBHI-p3,7537,2612
C4-e003GlycerolRevival-mBHI-p2,7970,2670
D10-e003Assembly-mGAM-p5,5457,1766
B2-e003Assembly-mBHI-p5,2815,1038
C3-e004Assembly-mBHI-p5,7844,2586
B8-e003Assembly-mGAM-p5,7767,2756
F4-e004Assembly-epsilon-p5,7708,2607
C4-e003Coalescence-mGAM-p7,8020,2663
B12-e003Coalescence-mBHI-p3,7631,2653
D3-e004Assembly-mGAM-p7,7861,2607
C8-e003Assembly-mGAM-p3,8003,2799
C3-e003Coalescence-mGAM-p3,8094,2753
B4-e003Assembly-mBHI-p5,7762,2489
D4-e004Assembly-mGAM-p5,7749,2625
D3-e003Coalescence-Inoculumn-mBHI,8071,2798
C8-e003Assembly-mGAM-p5,8036,2797
C3-e003Coalescence-mBHI-p7,8020,2780
D11-e003Coalescence-mGAM-p5,7420,2611
A11-e003Coalescence-mGAM-p7,7594,2660
B8-e003Coalescence-mBHI-p5,7879,2763
B10-e003Assembly-mGAM-p5,7468,2391
C2-e003Coalescence-mGAM-p7,7880,2576
D3-e003Coalescence-mBHI-p5,7925,2766
B11-e003Coalescence-mGAM-p3,8079,2798
C4-e003Coalescence-mBHI-inoculumn-redo,7961,2635
B5-e003Assembly-mBHI-p5,7478,2536
D2-e003Coalescence-mBHI-p5,6967,2374
D8-e003Assembly-mGAM-p5,8056,2802
D5-e003Coalescence-mGAM-p5,7930,2735
B5-e003Coalescence-mBHI-p5,7974,2760
D5-e003Coalescence-mBHI-p7,7983,2739
C9-e003Coalescence-mBHI-p5,7907,2657
A5-e003Coalescence-mGAM-p3,7885,2731
A2-e003Coalescence-Inoculumn-mGAM,8116,2805
E5-e004Assembly-mGAM-p5,7398,2536
D8-e003Coalescence-mGAM-p5,7755,2716
A12-e003Coalescence-mGAM-p3,7667,2702
C2-e003Coalescence-mBHI-p3,7659,2481
C4-e004Assembly-mBHI-p5,6768,2242
D9-e003Coalescence-mGAM-p7,7973,2762
D4-e003Coalescence-mBHI-p7,7962,2761
D8-e003Assembly-mGAM-p3,7902,2787
E4-e004Assembly-mGAM-p7,7649,2584
E3-e004Assembly-mGAM-p3,7938,2649
B10-e003Coalescence-mGAM-p3,8087,2784
A9-e003Coalescence-mGAM-p7,7917,2778
D5-e004Assembly-mGAM-p5,4060,1460
B5-e003Coalescence-Inoculumn-mGAM,7853,2738
D10-e003Coalescence-mBHI-p5,7778,2610
D5-e003Coalescence-mBHI-p3,7803,2702
C5-e003Coalescence-mBHI-p3,6826,2341
D9-e003Coalescence-mGAM-p5,8077,2790
C9-e003Coalescence-mBHI-p3,8057,2686
D10-e003Coalescence-mGAM-p5,7921,2759
C8-e003Coalescence-mBHI-p7,6109,2050
B11-e003Assembly-mGAM-p5,7438,2611
G3-e004Assembly-epsilon-p7,7332,2411
B4-e003Coalescence-mGAM-p5,8082,2762
D4-e003Coalescence-mGAM-p5,7445,2630
C3-e004Assembly-mBHI-p7,7844,2596
B5-e003Coalescence-mGAM-p5,7926,2744
BB-Fecal,4873,1626
B5-e003Coalescence-Inoculumn-mBHI,8008,2783
G3-e004Assembly-epsilon-p3,7790,2566
C2-e003Coalescence-mGAM-p3,7882,2596
B5-e003Coalescence-mGAM-p7,7895,2744
D8-e003Coalescence-mBHI-p5,8013,2792
E5-e004Assembly-mGAM-p7,6980,2429
C10-e003Assembly-mGAM-p3,7809,2555
B10-e003Coalescence-mBHI-p5,7948,2707
D5-e003Coalescence-Inoculumn-mGAM,7312,2575
B3-e004Assembly-mBHI-p5,7826,2580
B5-e003Coalescence-mBHI-p3,8086,2804
G4-e004Assembly-epsilon-p5,7693,2584
C4-e003Coalescence-mGAM-p5,8061,2702
C5-e003Coalescence-mGAM-p7,7465,2627
C5-e003Coalescence-mBHI-inoculumn-redo,8111,2792
A10-e003Coalescence-mBHI-p5,4766,1719
BF-Fecal,6079,2007
AM-Fecal,6276,2103
B8-e003Assembly-mGAM-p3,7762,2768
A4-e003Coalescence-mGAM-p5,7889,2725
D5-e003Coalescence-mBHI-p5,8104,2747
D3-e003Assembly-mBHI-p3,7791,2708
D4-e003Coalescence-mGAM-p7,7368,2585
A8-e003Coalescence-mBHI-p7,8001,2791
e003-inoculumn-fecal-AC,7434,2621
E3-e004Assembly-mGAM-p7,7342,2382
B9-e003GlycerolRevival-mGAM-p2,7499,2597
C4-e003Coalescence-mGAM-p3,8102,2755
B2-e003Coalescence-Inoculumn-mGAM,8099,2805
D5-e003Coalescence-mGAM-p7,7524,2638
C5-e003Coalescence-mBHI-p5,8027,2756
C5-e003Coalescence-mGAM-p3,7519,2651
A3-e003Coalescence-mBHI-inoculumn-redo,7104,2476
D9-e003Assembly-mGAM-p5,5669,1988
B12-e003Coalescence-mGAM-p3,7974,2760
A11-e003Coalescence-mBHI-p7,7164,2565
A3-e003Coalescence-Inoculumn-mGAM,8052,2798
D10-e003Assembly-mGAM-p3,7853,2603
C3-e003Coalescence-mGAM-p5,8108,2789
C10-e003GlycerolRevival-mGAM-p2,7873,2621
D3-e003Assembly-mBHI-p5,7815,2724
A10-e003Coalescence-mGAM-p3,8107,2803
A9-e003Coalescence-mBHI-p3,8045,2798
A2-e003Coalescence-Inoculumn-mBHI,7762,2700
D3-e003Coalescence-mBHI-p7,7843,2744
C3-e003Coalescence-mBHI-p5,7885,2726
D11-e003Assembly-mGAM-p3,7633,2667
D2-e003Assembly-mBHI-p3,8034,2797
B3-e003Assembly-mBHI-p5,7632,2660
A9-e003Coalescence-mBHI-p5,7697,2696
D5-e003Coalescence-Inoculumn-mBHI,7509,2623
B2-e003Coalescence-mGAM-p3,7666,2671
C11-e003Coalescence-mGAM-p5,7542,2650
G4-e004Assembly-epsilon-p3,7724,2603
B3-e003Coalescence-Inoculumn-mBHI,7808,2723
A8-e003Coalescence-mBHI-p5,7502,2689
D5-e004Assembly-mGAM-p7,8023,2764
C2-e003Assembly-mBHI-p5,4118,1623
D9-e003Coalescence-mBHI-p3,6035,2145
D5-e003Assembly-mBHI-p5,7451,2547
A5-e003Coalescence-mBHI-p7,7817,2703
BG-Fecal,8038,2735
D2-e003Coalescence-mGAM-p5,7945,2745
B9-e003Assembly-mGAM-p5,5111,1778
D3-e003Coalescence-mGAM-p3,7699,2689
D9-e003Coalescence-mGAM-p3,8040,2779
