,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
C12-e003Coalescence-mBHI-p3,2311,7311
C9-e003Coalescence-mGAM-p3,2492,7747
C11-e003Coalescence-mBHI-p3,2411,7547
D11-e003Coalescence-mBHI-p5,2291,7135
C9-e003Coalescence-mGAM-p7,2397,7618
C8-e003Coalescence-mGAM-p7,2441,7706
D10-e003Coalescence-mBHI-p3,2468,7716
F3-e004Assembly-epsilon-p3,2401,7547
B2-e003Coalescence-mBHI-p3,1969,6021
A8-e003Coalescence-mBHI-p3,2370,7679
e004-inoculumn-fecal-BD,2327,7239
A4-e003Coalescence-mBHI-p7,2065,6568
B9-e003Coalescence-mGAM-p5,2494,7744
A4-e003Coalescence-mBHI-inoculumn-redo,2478,7705
B3-e003Coalescence-mBHI-p3,2494,7745
D4-e003Coalescence-mBHI-p5,2365,7311
C2-e003Coalescence-mBHI-p5,775,2495
B3-e004Assembly-mBHI-p7,2366,7490
B5-e004Assembly-mBHI-p7,2422,7681
D4-e003Coalescence-mBHI-p3,2311,7222
C4-e003GlycerolRevival-mBHI-p2,2357,7570
D10-e003Assembly-mGAM-p5,1629,5334
B2-e003Assembly-mBHI-p5,910,3094
C3-e004Assembly-mBHI-p5,2346,7446
B8-e003Assembly-mGAM-p5,2296,7541
F4-e004Assembly-epsilon-p5,2324,7298
C4-e003Coalescence-mGAM-p7,2416,7603
B12-e003Coalescence-mBHI-p3,2462,7540
D3-e004Assembly-mGAM-p7,2374,7450
C8-e003Assembly-mGAM-p3,2340,7664
C3-e003Coalescence-mGAM-p3,2478,7675
B4-e003Assembly-mBHI-p5,2338,7326
D4-e004Assembly-mGAM-p5,2354,7333
D3-e003Coalescence-Inoculumn-mBHI,2494,7750
C8-e003Assembly-mGAM-p5,2366,7681
C3-e003Coalescence-mBHI-p7,2491,7744
D11-e003Coalescence-mGAM-p5,2305,7135
A11-e003Coalescence-mGAM-p7,2342,7300
B8-e003Coalescence-mBHI-p5,2494,7730
B10-e003Assembly-mGAM-p5,2215,7045
C2-e003Coalescence-mGAM-p7,2383,7424
D3-e003Coalescence-mBHI-p5,2485,7713
B11-e003Coalescence-mGAM-p3,2480,7714
C4-e003Coalescence-mBHI-inoculumn-redo,2409,7547
B5-e003Assembly-mBHI-p5,2316,7141
D2-e003Coalescence-mBHI-p5,2139,6735
D8-e003Assembly-mGAM-p5,2362,7664
D5-e003Coalescence-mGAM-p5,2439,7547
B5-e003Coalescence-mBHI-p5,2488,7718
D5-e003Coalescence-mBHI-p7,2437,7589
C9-e003Coalescence-mBHI-p5,2381,7515
A5-e003Coalescence-mGAM-p3,2430,7526
A2-e003Coalescence-Inoculumn-mGAM,2379,7670
E5-e004Assembly-mGAM-p5,2225,7197
D8-e003Coalescence-mGAM-p5,2408,7438
A12-e003Coalescence-mGAM-p3,2381,7371
C2-e003Coalescence-mBHI-p3,2299,7256
C4-e004Assembly-mBHI-p5,2019,6459
D9-e003Coalescence-mGAM-p7,2449,7631
D4-e003Coalescence-mBHI-p7,2456,7585
D8-e003Assembly-mGAM-p3,2327,7616
E4-e004Assembly-mGAM-p7,2317,7248
E3-e004Assembly-mGAM-p3,2385,7548
B10-e003Coalescence-mGAM-p3,2494,7736
A9-e003Coalescence-mGAM-p7,2494,7746
D5-e004Assembly-mGAM-p5,1238,4023
B5-e003Coalescence-Inoculumn-mGAM,2427,7508
D10-e003Coalescence-mBHI-p5,2356,7449
D5-e003Coalescence-mBHI-p3,2393,7455
C5-e003Coalescence-mBHI-p3,2077,6536
D9-e003Coalescence-mGAM-p5,2479,7701
C9-e003Coalescence-mBHI-p3,2421,7638
D10-e003Coalescence-mGAM-p5,2444,7558
C8-e003Coalescence-mBHI-p7,1846,6169
B11-e003Assembly-mGAM-p5,2294,7153
G3-e004Assembly-epsilon-p7,2186,7067
B4-e003Coalescence-mGAM-p5,2455,7689
D4-e003Coalescence-mGAM-p5,2298,7149
C3-e004Assembly-mBHI-p7,2349,7457
B5-e003Coalescence-mGAM-p5,2444,7544
BB-Fecal,1464,4625
B5-e003Coalescence-Inoculumn-mBHI,2492,7736
G3-e004Assembly-epsilon-p3,2311,7402
C2-e003Coalescence-mGAM-p3,2382,7488
B5-e003Coalescence-mGAM-p7,2424,7532
D8-e003Coalescence-mBHI-p5,2452,7697
E5-e004Assembly-mGAM-p7,2115,6723
C10-e003Assembly-mGAM-p3,2362,7425
B10-e003Coalescence-mBHI-p5,2456,7648
D5-e003Coalescence-Inoculumn-mGAM,2255,7033
B3-e004Assembly-mBHI-p5,2351,7468
B5-e003Coalescence-mBHI-p3,2485,7739
G4-e004Assembly-epsilon-p5,2320,7285
C4-e003Coalescence-mGAM-p5,2460,7621
C5-e003Coalescence-mGAM-p7,2302,7121
C5-e003Coalescence-mBHI-inoculumn-redo,2494,7745
A10-e003Coalescence-mBHI-p5,1424,5255
BF-Fecal,1831,5889
AM-Fecal,1871,6029
B8-e003Assembly-mGAM-p3,2243,7562
A4-e003Coalescence-mGAM-p5,2429,7532
D5-e003Coalescence-mBHI-p5,2464,7705
D3-e003Assembly-mBHI-p3,2489,7699
D4-e003Coalescence-mGAM-p7,2268,7058
A8-e003Coalescence-mBHI-p7,2366,7664
e003-inoculumn-fecal-AC,2368,7238
E3-e004Assembly-mGAM-p7,2181,6989
B9-e003GlycerolRevival-mGAM-p2,2412,7361
C4-e003Coalescence-mGAM-p3,2482,7703
B2-e003Coalescence-Inoculumn-mGAM,2430,7695
D5-e003Coalescence-mGAM-p7,2326,7236
C5-e003Coalescence-mBHI-p5,2459,7652
C5-e003Coalescence-mGAM-p3,2320,7216
A3-e003Coalescence-mBHI-inoculumn-redo,2264,7078
D9-e003Assembly-mGAM-p5,1887,5528
B12-e003Coalescence-mGAM-p3,2455,7624
A11-e003Coalescence-mBHI-p7,2189,7049
A3-e003Coalescence-Inoculumn-mGAM,2415,7690
D10-e003Assembly-mGAM-p3,2343,7493
C3-e003Coalescence-mGAM-p5,2492,7727
C10-e003GlycerolRevival-mGAM-p2,2337,7476
