,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.2659103006407097,0.641417825311943
C9-e003Coalescence-mGAM-p3,0.28818321833415483,0.6527108734402851
C11-e003Coalescence-mBHI-p3,0.2815850172498768,0.6767326203208556
D11-e003Coalescence-mBHI-p5,0.3659114095613603,0.4137860962566845
C9-e003Coalescence-mGAM-p7,0.2383875061606703,0.913585026737968
C8-e003Coalescence-mGAM-p7,0.7328713652045343,0.25175935828877005
D10-e003Coalescence-mBHI-p3,0.27571365204534254,0.7446242424242425
F3-e004Assembly-epsilon-p3,0.3106465007392804,0.43480320855614973
B2-e003Coalescence-mBHI-p3,0.269723509117792,0.2706959001782531
A8-e003Coalescence-mBHI-p3,0.8598755544603253,0.080949376114082
e004-inoculumn-fecal-BD,0.2964104238541153,0.4017233511586453
A4-e003Coalescence-mBHI-p7,0.17432121734844752,0.7727397504456327
B9-e003Coalescence-mGAM-p5,0.35649864465253817,0.3773122994652407
A4-e003Coalescence-mBHI-inoculumn-redo,0.320447018235584,0.7022837789661319
B3-e003Coalescence-mBHI-p3,0.35932244948250364,0.3766737967914439
D4-e003Coalescence-mBHI-p5,0.3405604977821587,0.4702780748663102
C2-e003Coalescence-mBHI-p5,0.07043543617545589,0.18761497326203208
B3-e004Assembly-mBHI-p7,0.3132423607688516,0.43399536541889483
B5-e004Assembly-mBHI-p7,0.24966042385411535,0.19938787878787878
D4-e003Coalescence-mBHI-p3,0.351778092656481,0.4488891265597148
C4-e003GlycerolRevival-mBHI-p2,0.2246874075899458,0.9428584670231729
D10-e003Assembly-mGAM-p5,0.12672671266633811,0.5577197860962567
B2-e003Assembly-mBHI-p5,0.185416338097585,0.0945807486631016
C3-e004Assembly-mBHI-p5,0.3097573928043371,0.4299732620320856
B8-e003Assembly-mGAM-p5,0.8830860029571218,0.04590516934046346
F4-e004Assembly-epsilon-p5,0.30002501232134055,0.4049910873440285
C4-e003Coalescence-mGAM-p7,0.2194959339576146,0.8340834224598932
B12-e003Coalescence-mBHI-p3,0.34029793001478564,0.3583040998217469
D3-e004Assembly-mGAM-p7,0.309307171020207,0.4365985739750446
C8-e003Assembly-mGAM-p3,0.8824414736323313,0.05956648841354724
C3-e003Coalescence-mGAM-p3,0.24404965500246426,0.7795215686274509
B4-e003Assembly-mBHI-p5,0.22919307540660425,0.6926755793226381
D4-e004Assembly-mGAM-p5,0.30140019714144894,0.40998217468805703
D3-e003Coalescence-Inoculumn-mBHI,0.3746789058649581,0.38863422459893054
C8-e003Assembly-mGAM-p5,0.8663909561360276,0.07330552584670232
C3-e003Coalescence-mBHI-p7,0.33046094135041887,0.4758477718360071
D11-e003Coalescence-mGAM-p5,0.36642594874322326,0.4106442067736185
A11-e003Coalescence-mGAM-p7,0.37863405618531293,0.40684313725490195
B8-e003Coalescence-mBHI-p5,0.46077599802858554,0.30413939393939393
B10-e003Assembly-mGAM-p5,0.21912222769837358,0.6504338680926915
C2-e003Coalescence-mGAM-p7,0.24032910300640709,0.7134531194295901
D3-e003Coalescence-mBHI-p5,0.36026946771808777,0.3865750445632798
B11-e003Coalescence-mGAM-p3,0.39054275505174957,0.4311383244206773
C4-e003Coalescence-mBHI-inoculumn-redo,0.2215523656973879,0.8157643493761141
B5-e003Assembly-mBHI-p5,0.35820243962543125,0.3873001782531194
D2-e003Coalescence-mBHI-p5,0.32547671266633815,0.35759821746880577
D8-e003Assembly-mGAM-p5,0.9163287333661904,0.043359001782531194
D5-e003Coalescence-mGAM-p5,0.3831556185312962,0.42244313725490196
B5-e003Coalescence-mBHI-p5,0.3681234598324298,0.38559500891265597
D5-e003Coalescence-mBHI-p7,0.3848557171020207,0.41205311942959
C9-e003Coalescence-mBHI-p5,0.2369029078363726,0.8104185383244208
A5-e003Coalescence-mGAM-p3,0.3800277230162642,0.42472691622103387
A2-e003Coalescence-Inoculumn-mGAM,0.9445831690487924,0.03310909090909091
E5-e004Assembly-mGAM-p5,0.2218942828979793,0.18375900178253118
D8-e003Coalescence-mGAM-p5,0.41110657959586,0.4078819964349376
A12-e003Coalescence-mGAM-p3,0.43547092163627404,0.37237504456327986
C2-e003Coalescence-mBHI-p3,0.28027747658945296,0.598288413547237
C4-e004Assembly-mBHI-p5,0.25458969935929027,0.332620320855615
D9-e003Coalescence-mGAM-p7,0.3849088220798423,0.42649661319073084
D4-e003Coalescence-mBHI-p7,0.36121636274026614,0.4816449197860963
D8-e003Assembly-mGAM-p3,0.9207339822572697,0.025754723707664885
E4-e004Assembly-mGAM-p7,0.29391978807294233,0.3959700534759358
E3-e004Assembly-mGAM-p3,0.3136710202069985,0.4374367201426025
B10-e003Coalescence-mGAM-p3,0.29764785608674227,0.6326645276292335
A9-e003Coalescence-mGAM-p7,0.4848332922621981,0.29821925133689836
D5-e004Assembly-mGAM-p5,0.11404275505174963,0.0966131907308378
B5-e003Coalescence-Inoculumn-mGAM,0.37797905372104484,0.414473440285205
D10-e003Coalescence-mBHI-p5,0.23814674716609166,0.7378171122994651
D5-e003Coalescence-mBHI-p3,0.37848965007392804,0.41622709447415324
C5-e003Coalescence-mBHI-p3,0.28221365204534254,0.43193618538324424
D9-e003Coalescence-mGAM-p5,0.39086175455889605,0.42821782531194297
C9-e003Coalescence-mBHI-p3,0.23039526860522425,0.8544844919786095
D10-e003Coalescence-mGAM-p5,0.3845618531296205,0.43735365418894834
C8-e003Coalescence-mBHI-p7,0.44223213405618533,0.24823600713012484
B11-e003Assembly-mGAM-p5,0.36722178413011336,0.41268627450980394
