,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,7229,2760
C9-e003Coalescence-mGAM-p3,7643,2995
C11-e003Coalescence-mBHI-p3,7461,2891
D11-e003Coalescence-mBHI-p5,7025,2780
C9-e003Coalescence-mGAM-p7,7636,2976
C8-e003Coalescence-mGAM-p7,7574,2948
D10-e003Coalescence-mBHI-p3,7633,2963
F3-e004Assembly-epsilon-p3,7429,2837
B2-e003Coalescence-mBHI-p3,5399,2385
A8-e003Coalescence-mBHI-p3,7497,2902
e004-inoculumn-fecal-BD,7106,2743
A4-e003Coalescence-mBHI-p7,6645,2437
B9-e003Coalescence-mGAM-p5,7448,2987
A4-e003Coalescence-mBHI-inoculumn-redo,7612,2954
B3-e003Coalescence-mBHI-p3,7491,2993
D4-e003Coalescence-mBHI-p5,7208,2839
C2-e003Coalescence-mBHI-p5,2479,753
B3-e004Assembly-mBHI-p7,7354,2770
B5-e004Assembly-mBHI-p7,7546,2927
D4-e003Coalescence-mBHI-p3,7123,2788
C4-e003GlycerolRevival-mBHI-p2,7601,2892
D10-e003Assembly-mGAM-p5,5333,1910
B2-e003Assembly-mBHI-p5,3077,1123
C3-e004Assembly-mBHI-p5,7302,2749
B8-e003Assembly-mGAM-p5,7377,2837
F4-e004Assembly-epsilon-p5,7173,2760
C4-e003Coalescence-mGAM-p7,7526,2845
B12-e003Coalescence-mBHI-p3,7127,2931
D3-e004Assembly-mGAM-p7,7319,2787
C8-e003Assembly-mGAM-p3,7479,2884
C3-e003Coalescence-mGAM-p3,7591,2942
B4-e003Assembly-mBHI-p5,7163,2641
D4-e004Assembly-mGAM-p5,7194,2785
D3-e003Coalescence-Inoculumn-mBHI,7634,2994
C8-e003Assembly-mGAM-p5,7496,2904
C3-e003Coalescence-mBHI-p7,7592,2989
D11-e003Coalescence-mGAM-p5,7030,2781
A11-e003Coalescence-mGAM-p7,7188,2824
B8-e003Coalescence-mBHI-p5,7564,2991
B10-e003Assembly-mGAM-p5,6850,2524
C2-e003Coalescence-mGAM-p7,7284,2731
D3-e003Coalescence-mBHI-p5,7538,2985
B11-e003Coalescence-mGAM-p3,7614,2985
C4-e003Coalescence-mBHI-inoculumn-redo,7457,2793
B5-e003Assembly-mBHI-p5,6998,2749
D2-e003Coalescence-mBHI-p5,6564,2565
D8-e003Assembly-mGAM-p5,7493,2903
D5-e003Coalescence-mGAM-p5,7464,2927
B5-e003Coalescence-mBHI-p5,7522,2983
D5-e003Coalescence-mBHI-p7,7494,2935
C9-e003Coalescence-mBHI-p5,7466,2870
A5-e003Coalescence-mGAM-p3,7424,2928
A2-e003Coalescence-Inoculumn-mGAM,7500,2908
E5-e004Assembly-mGAM-p5,7006,2689
D8-e003Coalescence-mGAM-p5,7330,2884
A12-e003Coalescence-mGAM-p3,7285,2876
C2-e003Coalescence-mBHI-p3,7104,2634
C4-e004Assembly-mBHI-p5,6308,2392
D9-e003Coalescence-mGAM-p7,7517,2952
D4-e003Coalescence-mBHI-p7,7471,2947
D8-e003Assembly-mGAM-p3,7405,2880
E4-e004Assembly-mGAM-p7,7110,2745
E3-e004Assembly-mGAM-p3,7434,2809
B10-e003Coalescence-mGAM-p3,7642,2995
A9-e003Coalescence-mGAM-p7,7625,2992
D5-e004Assembly-mGAM-p5,3920,1504
B5-e003Coalescence-Inoculumn-mGAM,7387,2923
D10-e003Coalescence-mBHI-p5,7343,2763
D5-e003Coalescence-mBHI-p3,7344,2876
C5-e003Coalescence-mBHI-p3,6399,2486
D9-e003Coalescence-mGAM-p5,7604,2980
C9-e003Coalescence-mBHI-p3,7611,2898
D10-e003Coalescence-mGAM-p5,7466,2935
C8-e003Coalescence-mBHI-p7,6097,2172
B11-e003Assembly-mGAM-p5,7029,2777
G3-e004Assembly-epsilon-p7,6869,2560
