,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
D4-e003Coalescence-mGAM-p7,2348,17920
A8-e003Coalescence-mBHI-p7,2297,17962
e003-inoculumn-fecal-AC,2241,17218
E3-e004Assembly-mGAM-p7,2120,16553
B9-e003GlycerolRevival-mGAM-p2,2272,17109
C4-e003Coalescence-mGAM-p3,2413,18054
B2-e003Coalescence-Inoculumn-mGAM,2356,18045
D5-e003Coalescence-mGAM-p7,2381,17856
C5-e003Coalescence-mBHI-p5,2413,18103
C5-e003Coalescence-mGAM-p3,2364,18043
A3-e003Coalescence-mBHI-inoculumn-redo,2145,16582
D9-e003Assembly-mGAM-p5,1694,13266
B12-e003Coalescence-mGAM-p3,2422,18102
A11-e003Coalescence-mBHI-p7,2103,16307
A3-e003Coalescence-Inoculumn-mGAM,2341,18013
D10-e003Assembly-mGAM-p3,2264,17644
C3-e003Coalescence-mGAM-p5,2412,18122
C10-e003GlycerolRevival-mGAM-p2,2252,17647
D3-e003Assembly-mBHI-p5,2371,17769
A10-e003Coalescence-mGAM-p3,2407,18101
A9-e003Coalescence-mBHI-p3,2411,18106
A2-e003Coalescence-Inoculumn-mBHI,2426,18165
D3-e003Coalescence-mBHI-p7,2381,17819
C3-e003Coalescence-mBHI-p5,2382,17857
D11-e003Assembly-mGAM-p3,2396,17814
D2-e003Assembly-mBHI-p3,2333,18036
B3-e003Assembly-mBHI-p5,2304,17507
A9-e003Coalescence-mBHI-p5,2315,17654
D5-e003Coalescence-Inoculumn-mBHI,2426,18165
B2-e003Coalescence-mGAM-p3,2320,17538
C11-e003Coalescence-mGAM-p5,2369,18026
G4-e004Assembly-epsilon-p3,2308,17322
B3-e003Coalescence-Inoculumn-mBHI,2352,17767
A8-e003Coalescence-mBHI-p5,2183,17460
D5-e004Assembly-mGAM-p7,2358,17995
C2-e003Assembly-mBHI-p5,1242,10988
D9-e003Coalescence-mBHI-p3,1826,13939
D5-e003Assembly-mBHI-p5,2320,16772
A5-e003Coalescence-mBHI-p7,2365,17723
BG-Fecal,2385,17967
D2-e003Coalescence-mGAM-p5,2424,18120
B9-e003Assembly-mGAM-p5,1491,11857
D3-e003Coalescence-mGAM-p3,2411,18095
D9-e003Coalescence-mGAM-p3,2426,18133
D3-e003Coalescence-mGAM-p5,2426,18158
C10-e003Coalescence-mGAM-p3,2332,17722
A5-e003Coalescence-mBHI-inoculumn-redo,2350,17678
B11-e003Assembly-mGAM-p3,2411,17984
D2-e003Assembly-mBHI-p5,1796,15100
B9-e003Coalescence-mGAM-p7,2358,17774
B11-e003Coalescence-mGAM-p7,2422,18100
C3-e003Coalescence-Inoculumn-mGAM,2395,18071
B5-e003Coalescence-mBHI-p7,2404,17958
A3-e003Coalescence-mGAM-p7,2343,17729
D4-e003Coalescence-Inoculumn-mBHI,2423,18146
A4-e003Coalescence-mBHI-p5,2258,17268
B3-e003Coalescence-mBHI-p7,2368,17761
D10-e003Coalescence-mGAM-p7,2422,18133
C12-e003Coalescence-mGAM-p3,2377,17966
C11-e003Coalescence-mGAM-p3,2390,18068
D5-e004Assembly-mGAM-p3,2363,17976
A10-e003Coalescence-mBHI-p7,2049,16310
C10-e003Coalescence-mBHI-p7,2310,17560
B9-e003Coalescence-mBHI-p5,2361,17796
F4-e004Assembly-epsilon-p3,2304,17308
B10-e003Coalescence-mBHI-p3,2319,17907
C11-e003Coalescence-mBHI-p5,2398,18091
A2-e003Coalescence-mGAM-p7,2293,17908
C5-e003Assembly-mBHI-p3,2080,14586
E3-e004Assembly-mGAM-p5,2289,17525
C3-e003GlycerolRevival-mBHI-p2,2369,17909
D10-e003Coalescence-mGAM-p3,2397,18065
B10-e003Coalescence-mGAM-p7,2292,17837
C4-e004Assembly-mBHI-p3,1487,11596
A9-e003Coalescence-mBHI-p7,2389,17920
C2-e003Coalescence-Inoculumn-mGAM,2337,18010
B3-e003Coalescence-Inoculumn-mGAM,2356,17754
D11-e003Coalescence-mGAM-p7,2348,17900
D5-e003Coalescence-mGAM-p3,2425,18106
E4-e004Assembly-mGAM-p5,2132,16223
D2-e003Coalescence-Inoculumn-mBHI,2307,17210
B4-e003Coalescence-Inoculumn-mGAM,2407,18088
A10-e003Coalescence-mGAM-p7,2244,17683
B2-e003Assembly-mBHI-p3,2170,17699
F4-e004Assembly-epsilon-p7,2300,17315
D9-e003Coalescence-mBHI-p5,2346,17659
C4-e003Coalescence-Inoculumn-mGAM,2321,17953
D4-e003Coalescence-mGAM-p3,2367,18043
B9-e003Coalescence-mBHI-p7,2363,17778
A2-e003Coalescence-mGAM-p5,2310,17962
D11-e003Assembly-mGAM-p5,2330,17759
C3-e003Coalescence-mGAM-p7,2416,18110
B11-e003GlycerolRevival-mGAM-p2,2348,17752
B3-e003Coalescence-mGAM-p5,2362,17770
D9-e003Coalescence-mBHI-p7,2371,17744
B10-e003Assembly-mGAM-p3,2135,16338
D3-e004Assembly-mGAM-p5,2302,17538
C5-e003Coalescence-mBHI-p7,2423,18145
D12-e003Coalescence-mBHI-p3,2226,16116
D4-e004Assembly-mGAM-p7,2244,17062
C11-e003Coalescence-mGAM-p7,2374,18060
C11-e003Assembly-mGAM-p3,2386,17887
D10-e003Coalescence-mBHI-p7,2354,17836
C9-e003Coalescence-mBHI-p7,2202,17338
A2-e003Coalescence-mBHI-p3,864,7506
B8-e003Coalescence-mGAM-p5,2410,18136
C3-e004Assembly-mBHI-p3,2289,17520
C11-e003Assembly-mGAM-p5,2405,17848
B10-e003GlycerolRevival-mGAM-p2,1863,15251
B3-e003Coalescence-mBHI-p5,2362,17783
C2-e003Coalescence-mBHI-inoculumn-redo,2405,18058
A8-e003Coalescence-mGAM-p7,2274,17908
C11-e003GlycerolRevival-mGAM-p2,2388,17576
B2-e003Coalescence-Inoculumn-mBHI,2353,17825
A11-e003Coalescence-mBHI-p5,2271,17708
C10-e003Coalescence-mGAM-p5,2390,18008
C4-e003Assembly-mBHI-p5,2337,17780
C9-e003Assembly-mGAM-p5,1233,9565
A5-e003Coalescence-Inoculumn-mGAM,2417,18160
A3-e003Coalescence-mBHI-p3,995,8602
AG-Fecal,2329,17625
D4-e003Coalescence-Inoculumn-mGAM,2289,17509
A2-e003Coalescence-mBHI-p5,1567,13430
B5-e004Assembly-mBHI-p5,1782,13683
C5-e003Assembly-mBHI-p5,1272,8217
C10-e003Coalescence-mBHI-p5,2275,17372
B9-e003Coalescence-mBHI-p3,2358,17761
C3-e003Coalescence-mBHI-inoculumn-redo,2420,18140
e004-inoculumn-fecal-AR,2283,17487
B5-e003Coalescence-mGAM-p3,2420,18117
BK-Fecal,2286,17266
C3-e003Assembly-mBHI-p5,2353,17766
A5-e003Coalescence-mBHI-p3,1252,8408
C4-e004Assembly-mBHI-p7,1456,10953
C9-e003GlycerolRevival-mGAM-p2,2335,17694
F3-e004Assembly-epsilon-p5,2250,17038
C9-e003Coalescence-mGAM-p5,2365,18011
A2-e003Coalescence-mBHI-inoculumn-redo,2248,17856
C2-e003Coalescence-mGAM-p5,2360,17552
B8-e003GlycerolRevival-mGAM-p2,2297,17940
C8-e003Coalescence-mBHI-p5,2355,18022
B8-e003Coalescence-mGAM-p7,2400,17981
B4-e003Coalescence-Inoculumn-mBHI,2414,18125
D2-e003Coalescence-Inoculumn-mGAM,2421,18149
B8-e003Coalescence-mBHI-p7,2318,17630
B3-e004Assembly-mBHI-p3,2285,17531
e003-inoculumn-fecal-AE,1376,11701
D3-e003Coalescence-Inoculumn-mGAM,2409,18120
B11-e003Coalescence-mBHI-p3,2362,17778
C5-e003Coalescence-Inoculumn-mGAM,2408,18114
C4-e003Coalescence-mBHI-p5,2347,17607
G3-e004Assembly-epsilon-p5,2234,17252
BC-Fecal,2327,17697
e004-inoculumn-fecal-BE,2341,17888
BA-Fecal,2312,17490
e003-inoculumn-fecal-AF,2133,15666
A11-e003Coalescence-mBHI-p3,2416,18151
A4-e003Coalescence-Inoculumn-mGAM,2354,18028
B4-e003Coalescence-mBHI-p3,2374,17918
A5-e003Coalescence-Inoculumn-mBHI,1919,13693
A9-e003Coalescence-mGAM-p5,2406,18117
C10-e003Coalescence-mGAM-p7,2400,18066
F3-e004Assembly-epsilon-p7,1832,14578
A11-e003Coalescence-mGAM-p3,2401,18089
C10-e003Coalescence-mBHI-p3,2343,17898
D2-e003Coalescence-mBHI-p3,2398,17675
C5-e003GlycerolRevival-mBHI-p2,1926,13438
H5-e003Coalescence-mBHI-p5_S40,2415,17809
E2-e003Coalescence-mGAM-p7_S145,2253,17905
G5-e003Coalescence-mBHI-p7_S124,2406,18123
H111-e003Coalescence-mGAM-p7_S188,2356,17847
H4-e003Coalescence-mGAM-p7_S183,2342,17874
F5-e003Coalescence-mGAM-p5_S64,2426,18141
F5-e003Coalescence-mGAM-p7_S160,2420,18152
F8-e003Coalescence-mBHI-p3_S117,2349,17902
H3-e003Coalescence-mBHI-p3_S46,2425,18157
H2-e003Coalescence-mBHI-p7_S133,2384,17823
E5-e003Coalescence-mBHI-p3_S12,2362,17221
F100-e003Coalescence-mGAM-p7_S163,2344,17799
F9-e003Coalescence-mBHI-p5_S18,2334,17658
H3-e003Coalescence-mBHI-p7_S134,2393,17857
E3-e003Coalescence-mGAM-p3_S58,2267,17251
G4-e003Coalescence-mBHI-p5_S27,2361,17748
E8-e003Coalescence-mBHI-p5_S5,2272,17905
G2-e003Coalescence-mBHI-p3_S33,811,8234
E9-e003Coalescence-mBHI-p5_S6,2354,17776
H111-e003Coalescence-mBHI-p3_S144,2351,17795
G111-e003Coalescence-mGAM-p5_S80,2388,17900
G100-e003Coalescence-mGAM-p3_S179,1974,15830
F111-e003Coalescence-mGAM-p5_S68,2376,17395
G111-e003Coalescence-mBHI-p5_S32,2382,18012
G5-e003Coalescence-mBHI-p3_S36,2338,17856
H2-e003Coalescence-mGAM-p7_S181,2426,18153
H9-e003Coalescence-mGAM-p3_S190,2386,17568
E3-e003Coalescence-mBHI-p3_S10,1942,15668
H2-e003Coalescence-mGAM-p5_S85,2296,16506
G8-e003Coalescence-mGAM-p3_S177,2382,18065
F2-e003Coalescence-mGAM-p7_S157,2343,17720
H3-e003Coalescence-mGAM-p3_S94,2424,18110
H4-e003Coalescence-mGAM-p3_S95,2346,17818
E5-e003Coalescence-mBHI-p7_S100,2375,17613
F3-e003Coalescence-mGAM-p3_S70,2320,17632
E100-e003Coalescence-mBHI-p7_S103,2251,17744
F9-e003Coalescence-mGAM-p5_S66,2329,17708
G111-e003Coalescence-mGAM-p7_S176,1882,12455
H100-e003Coalescence-mGAM-p7_S187,2399,17626
E100-e003Coalescence-mGAM-p3_S155,2351,18015
E3-e003Coalescence-mGAM-p5_S50,2339,17747
F5-e003Coalescence-mGAM-p3_S72,2423,18092
E9-e003Coalescence-mBHI-p7_S102,2343,17812
E5-e003Coalescence-mBHI-p5_S4,2331,17058
F111-e003Coalescence-mGAM-p7_S164,2323,16809
E111-e003Coalescence-mBHI-p5_S8,2328,17921
H100-e003Coalescence-mBHI-p5_S43,2395,18076
F2-e003Coalescence-mGAM-p5_S61,2358,17786
F5-e003Coalescence-mBHI-p5_S16,2402,17914
F8-e003Coalescence-mGAM-p5_S65,2353,18080
H8-e003Coalescence-mBHI-p7_S137,2378,18047
G9-e003Coalescence-mGAM-p5_S78,2379,18043
E2-e003Coalescence-mBHI-p5_S1,1129,10451
E2-e003Coalescence-mBHI-p3_S9,1131,9808
G8-e003Coalescence-mGAM-p5_S77,2264,17915
G3-e003Coalescence-mBHI-p3_S34,2386,18056
G100-e003Coalescence-mBHI-p5_S31,2283,17627
F9-e003Coalescence-mBHI-p3_S118,1578,12671
E111-e003Coalescence-mBHI-p3_S108,2306,17685
F8-e003Coalescence-mGAM-p3_S165,1174,10734
G3-e003Coalescence-mBHI-p5_S26,2416,18055
G5-e003Coalescence-mBHI-p5_S28,2421,18150
H111-e003Coalescence-mGAM-p5_S92,2353,17780
G4-e003Coalescence-mBHI-p3_S35,2316,17449
H9-e003Coalescence-mGAM-p5_S90,2409,17838
H2-e003Coalescence-mBHI-p3_S45,2356,17317
E8-e003Coalescence-mBHI-p7_S101,2380,18101
E4-e003Coalescence-mBHI-p5_S3,2323,17713
H2-e003Coalescence-mGAM-p3_S93,2424,18062
E4-e003Coalescence-mGAM-p5_S51,2345,17831
G9-e003Coalescence-mGAM-p7_S174,2316,17913
F2-e003Coalescence-mBHI-p3_S21,1215,10626
E8-e003Coalescence-mGAM-p3_S153,2380,17943
G111-e003Coalescence-mGAM-p3_S180,2407,18046
G5-e003Coalescence-mGAM-p3_S84,2356,18006
H8-e003Coalescence-mBHI-p5_S41,2377,18045
E100-e003Coalescence-mBHI-p5_S7,2279,17733
G100-e003Coalescence-mGAM-p7_S175,2294,17659
F9-e003Coalescence-mGAM-p7_S162,2318,17548
F8-e003Coalescence-mGAM-p7_S161,2341,17765
F3-e003Coalescence-mBHI-p3_S22,2334,17713
G3-e003Coalescence-mBHI-p7_S122,2388,17927
G5-e003Coalescence-mGAM-p5_S76,2365,17971
G5-e003Coalescence-mGAM-p7_S172,2372,17897
G4-e003Coalescence-mGAM-p5_S75,2357,17689
G8-e003Coalescence-mBHI-p3_S129,2312,17908
E5-e003Coalescence-mGAM-p3_S60,2415,18020
G2-e003Coalescence-mGAM-p5_S73,2355,17835
E5-e003Coalescence-mGAM-p7_S148,2426,18106
H9-e003Coalescence-mGAM-p7_S186,2396,17895
E100-e003Coalescence-mGAM-p5_S55,2275,17889
E8-e003Coalescence-mGAM-p5_S53,2235,17901
H5-e003Coalescence-mGAM-p3_S96,2421,17946
G4-e003Coalescence-mGAM-p3_S83,2368,18002
F4-e003Coalescence-mBHI-p7_S111,2362,18059
H3-e003Coalescence-mGAM-p7_S182,2425,18152
H5-e003Coalescence-mGAM-p5_S88,2422,17973
F4-e003Coalescence-mGAM-p5_S63,2391,18020
G4-e003Coalescence-mGAM-p7_S171,2312,17709
H8-e003Coalescence-mGAM-p5_S89,2370,17993
F3-e003Coalescence-mBHI-p5_S14,2343,17709
F100-e003Coalescence-mBHI-p7_S115,2413,18107
E3-e003Coalescence-mGAM-p7_S146,2345,17690
F100-e003Coalescence-mGAM-p3_S167,2304,17611
G100-e003Coalescence-mBHI-p3_S131,2197,17817
G4-e003Coalescence-mBHI-p7_S123,2353,17846
E9-e003Coalescence-mGAM-p3_S154,2374,18052
F3-e003Coalescence-mGAM-p5_S62,2351,17715
H4-e003Coalescence-mBHI-p7_S135,2401,17963
G111-e003Coalescence-mBHI-p7_S128,2088,16546
H3-e003Coalescence-mBHI-p5_S38,2419,18025
G3-e003Coalescence-mGAM-p3_S82,2384,17880
F111-e003Coalescence-mGAM-p3_S168,2376,17508
F3-e003Coalescence-mGAM-p7_S158,2298,17554
F8-e003Coalescence-mBHI-p7_S113,2310,17645
H4-e003Coalescence-mBHI-p3_S47,2416,18042
F3-e003Coalescence-mBHI-p7_S110,2209,16994
F100-e003Coalescence-mGAM-p5_S67,2317,17714
G8-e003Coalescence-mBHI-p7_S125,2163,17392
F4-e003Coalescence-mBHI-p5_S15,2376,18046
H111-e003Coalescence-mBHI-p5_S44,2370,17630
E111-e003Coalescence-mBHI-p7_S104,2408,18124
E2-e003Coalescence-mGAM-p3_S57,2265,17923
F2-e003Coalescence-mBHI-p5_S13,889,7834
F4-e003Coalescence-mBHI-p3_S23,2367,17866
F2-e003Coalescence-mGAM-p3_S69,2312,17630
E9-e003Coalescence-mGAM-p5_S54,2389,18094
G3-e003Coalescence-mGAM-p5_S74,2403,18114
E111-e003Coalescence-mGAM-p5_S56,2358,17887
G100-e003Coalescence-mGAM-p5_S79,2334,17929
H100-e003Coalescence-mGAM-p5_S91,2395,17799
G9-e003Coalescence-mBHI-p3_S130,2251,17740
E4-e003Coalescence-mGAM-p7_S147,2366,18014
E4-e003Coalescence-mGAM-p3_S59,2332,17554
H4-e003Coalescence-mBHI-p5_S39,2392,18058
F4-e003Coalescence-mGAM-p3_S71,2400,18044
H100-e003Coalescence-mBHI-p7_S139,2390,18066
G8-e003Coalescence-mBHI-p5_S29,2321,17963
G2-e003Coalescence-mBHI-p5_S25,1337,11064
G8-e003Coalescence-mGAM-p7_S173,2293,17952
E4-e003Coalescence-mBHI-p3_S11,797,7347
E2-e003Coalescence-mGAM-p5_S49,2273,17928
H9-e003Coalescence-mBHI-p5_S42,2323,17669
H111-e003Coalescence-mGAM-p3_S192,2365,17815
F5-e003Coalescence-mBHI-p3_S24,2424,18144
E8-e003Coalescence-mBHI-p3_S105,2177,17724
E8-e003Coalescence-mGAM-p7_S149,2271,17911
H5-e003Coalescence-mBHI-p7_S136,2356,16956
G9-e003Coalescence-mBHI-p5_S30,2328,17904
F111-e003Coalescence-mBHI-p7_S116,2378,17822
F5-e003Coalescence-mBHI-p7_S112,2378,17752
F4-e003Coalescence-mGAM-p7_S159,2404,18087
F111-e003Coalescence-mBHI-p3_S120,2315,17615
H3-e003Coalescence-mGAM-p5_S86,2426,18123
E4-e003Coalescence-mBHI-p7_S99,2310,17899
H4-e003Coalescence-mGAM-p5_S87,2357,17837
E100-e003Coalescence-mGAM-p7_S151,2251,17878
G9-e003Coalescence-mGAM-p3_S178,2415,18112
H9-e003Coalescence-mBHI-p7_S138,2297,17542
H8-e003Coalescence-mGAM-p7_S185,2360,18042
G2-e003Coalescence-mGAM-p3_S81,2335,17974
F111-e003Coalescence-mBHI-p5_S20,2263,17185
F8-e003Coalescence-mBHI-p5_S17,2369,17888
G100-e003Coalescence-mBHI-p7_S127,2146,16883
E5-e003Coalescence-mGAM-p5_S52,2424,18039
