,sample,boot_med,boot_low,boot_high,actual_med
0,A3-e003Coalescence-mBHI-inoculumn-redo,0.9011961373732423,0.727,0.9055434197016854,0.7742213749198789
1,A3-e003Coalescence-mBHI-p3,0.9998396192391859,0.9997458376049465,0.9999198707092918,0.9992202586428873
2,A3-e003Coalescence-mGAM-p7,0.0,-0.0,0.0,0.09271487640458098
3,B2-e003Coalescence-Inoculumn-mBHI,0.615,0.609,0.625,0.615
4,B2-e003Coalescence-mBHI-p3,0.9992000266240828,0.9990165440498121,0.9993827047589525,0.9988431133450334
5,B2-e003Coalescence-mBHI-p5,0.9990551261117085,0.9986900424914497,0.9993829055507834,0.8901467194702242
6,B2-e003Coalescence-mGAM-p3,0.0019484232488573441,0.0014664794568774837,0.0024322323936676353,0.04082904614526185
7,E3-e003Coalescence-mBHI-p3_S10,0.9997840169427742,0.999669294139098,0.9998730641613239,0.9991948707823191
8,E3-e003Coalescence-mBHI-p5_S2,0.9999683022693876,0.9998731608211817,1.0,0.964419488071037
9,E3-e003Coalescence-mGAM-p3_S58,0.0037060178796688775,0.0030014646762951897,0.004451426003730463,0.06291787628826395
10,E3-e003Coalescence-mGAM-p5_S50,0.4,0.389,0.4,0.4
11,E3-e003Coalescence-mGAM-p7_S146,0.9970229934936073,0.9965493903036347,0.9974371824695186,0.9939559251028817
12,F2-e003Coalescence-mBHI-p3_S21,0.9999275204692467,0.9998549673178299,0.9999818870110787,0.9978303167341195
13,F2-e003Coalescence-mBHI-p5_S13,0.9999552389101457,0.9998955044247771,1.0,0.9989921307028472
14,F2-e003Coalescence-mGAM-p3_S69,3.9017539220041566e-05,-0.0,9.758098089385732e-05,0.0026387549883589083
15,F2-e003Coalescence-mGAM-p5_S61,0.0003322816265012612,0.00019528590565551012,0.0005284140043611298,0.0028206302057039675
