,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.8252,0.808
C9-e003Coalescence-mGAM-p3,0.9364000000000001,0.622
C11-e003Coalescence-mBHI-p3,0.8322,0.855
D11-e003Coalescence-mBHI-p5,0.8068,0.848
C9-e003Coalescence-mGAM-p7,0.9252,0.667
D10-e003Coalescence-mBHI-p3,0.7796000000000001,0.687
F3-e004Assembly-epsilon-p3,0.0,0.0
A4-e003Coalescence-mBHI-p7,0.7405999999999999,0.0
B4-e003Coalescence-mBHI-p5,0.2,1.0
B9-e003Coalescence-mGAM-p5,0.8539999999999999,0.754
D4-e003Coalescence-mBHI-p5,0.9054000000000002,0.7050000000000001
B3-e004Assembly-mBHI-p7,0.159,0.0
D4-e003Coalescence-mBHI-p3,0.9405999999999999,1.0
C3-e004Assembly-mBHI-p5,0.1666,0.0
F4-e004Assembly-epsilon-p5,0.0,0.0
B12-e003Coalescence-mBHI-p3,0.8436,0.833
C3-e003Coalescence-mGAM-p3,0.8320000000000001,0.75
D3-e003Coalescence-Inoculumn-mBHI,0.8048,0.798
D11-e003Coalescence-mGAM-p5,0.4,1.0
A11-e003Coalescence-mGAM-p7,0.0,0.0
B8-e003Coalescence-mBHI-p5,0.82,0.782
D3-e003Coalescence-mBHI-p5,0.8478,0.8240000000000001
B11-e003Coalescence-mGAM-p3,0.8414000000000001,0.744
B5-e003Assembly-mBHI-p5,0.7954000000000001,0.615
D2-e003Coalescence-mBHI-p5,0.8215999999999999,0.78
D5-e003Coalescence-mGAM-p5,0.917,0.725
B5-e003Coalescence-mBHI-p5,0.8536000000000001,0.78
D5-e003Coalescence-mBHI-p7,0.8555999999999999,0.651
C9-e003Coalescence-mBHI-p5,0.8092,0.853
A5-e003Coalescence-mGAM-p3,0.8375999999999999,0.675
D8-e003Coalescence-mGAM-p5,0.9624,1.0
A12-e003Coalescence-mGAM-p3,0.4,1.0
D9-e003Coalescence-mGAM-p7,0.867,0.776
D4-e003Coalescence-mBHI-p7,0.8606,0.778
B10-e003Coalescence-mGAM-p3,0.9348000000000001,0.758
A9-e003Coalescence-mGAM-p7,0.8382,0.618
B5-e003Coalescence-Inoculumn-mGAM,0.8463999999999998,0.743
D10-e003Coalescence-mBHI-p5,0.7944000000000001,0.734
D5-e003Coalescence-mBHI-p3,0.844,0.784
C5-e003Coalescence-mBHI-p3,0.8166,0.469
D9-e003Coalescence-mGAM-p5,0.9038,1.0
C9-e003Coalescence-mBHI-p3,0.8122,0.755
D10-e003Coalescence-mGAM-p5,0.8455999999999999,0.656
B11-e003Assembly-mGAM-p5,0.6364000000000001,0.0
B4-e003Coalescence-mGAM-p5,0.7816000000000001,0.6859999999999999
D4-e003Coalescence-mGAM-p5,0.8117999999999999,0.854
C3-e004Assembly-mBHI-p7,0.1652,0.0
B5-e003Coalescence-mGAM-p5,0.8318,0.75
B5-e003Coalescence-Inoculumn-mBHI,0.8398,0.688
B5-e003Coalescence-mGAM-p7,0.6,1.0
D8-e003Coalescence-mBHI-p5,0.8784000000000001,0.762
B10-e003Coalescence-mBHI-p5,0.858,0.733
D5-e003Coalescence-Inoculumn-mGAM,0.718,0.846
B3-e004Assembly-mBHI-p5,0.2,0.0
B5-e003Coalescence-mBHI-p3,0.844,0.6990000000000001
C5-e003Coalescence-mGAM-p7,0.8,0.0
C5-e003Coalescence-mBHI-inoculumn-redo,0.8560000000000001,0.62
A4-e003Coalescence-mGAM-p5,0.8380000000000001,0.78
D5-e003Coalescence-mBHI-p5,0.8058,0.6990000000000001
D4-e003Coalescence-mGAM-p7,0.8,0.75
B9-e003GlycerolRevival-mGAM-p2,0.6264000000000001,1.0
B2-e003Coalescence-Inoculumn-mGAM,0.7474000000000001,0.6819999999999999
C5-e003Coalescence-mBHI-p5,0.8124,0.776
C5-e003Coalescence-mGAM-p3,0.8231999999999999,0.759
B12-e003Coalescence-mGAM-p3,0.795,0.583
A11-e003Coalescence-mBHI-p7,0.3534,0.636
A3-e003Coalescence-Inoculumn-mGAM,0.6424,0.833
C3-e003Coalescence-mGAM-p5,0.6364,0.655
A9-e003Coalescence-mBHI-p3,0.875,0.6639999999999999
D3-e003Coalescence-mBHI-p7,0.9362,0.773
A9-e003Coalescence-mBHI-p5,0.874,0.735
D5-e003Coalescence-Inoculumn-mBHI,0.8402,0.712
C11-e003Coalescence-mGAM-p5,1.0,0.765
G4-e004Assembly-epsilon-p3,0.0,0.0
D9-e003Coalescence-mBHI-p3,0.8266,0.0
D5-e003Assembly-mBHI-p5,0.28659999999999997,1.0
A5-e003Coalescence-mBHI-p7,0.8166,0.8
D2-e003Coalescence-mGAM-p5,0.8774,0.752
B9-e003Assembly-mGAM-p5,0.8882,0.692
D3-e003Coalescence-mGAM-p3,0.8416,0.708
D9-e003Coalescence-mGAM-p3,0.9238,0.667
E2-e004Assembly-mGAM-p7,0.4,0.0
D3-e003Coalescence-mGAM-p5,0.8246,0.786
A5-e003Coalescence-mBHI-inoculumn-redo,0.8766,0.645
B9-e003Coalescence-mGAM-p7,0.8,1.0
B11-e003Coalescence-mGAM-p7,0.4888,0.0
C3-e003Coalescence-Inoculumn-mGAM,0.27999999999999997,0.667
B5-e003Coalescence-mBHI-p7,0.8316000000000001,0.72
D4-e003Coalescence-Inoculumn-mBHI,0.859,0.75
A4-e003Coalescence-mBHI-p5,0.8748000000000001,0.765
D10-e003Coalescence-mGAM-p7,0.6752,0.762
C12-e003Coalescence-mGAM-p3,0.7412,0.0
