,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.812,0.808
C9-e003Coalescence-mGAM-p3,0.9905402662265558,0.622
C11-e003Coalescence-mBHI-p3,0.844,0.855
D11-e003Coalescence-mBHI-p5,0.8089999999999999,0.848
C9-e003Coalescence-mGAM-p7,0.9840366992573127,0.667
D10-e003Coalescence-mBHI-p3,0.79,0.687
F3-e004Assembly-epsilon-p3,,-0.0
A4-e003Coalescence-mBHI-p7,0.72,
B4-e003Coalescence-mBHI-p5,0.8211735652851,1.0
B9-e003Coalescence-mGAM-p5,0.855,0.754
D4-e003Coalescence-mBHI-p5,0.9319999999999999,0.7050000000000001
B3-e004Assembly-mBHI-p7,0.3975,-0.0
D4-e003Coalescence-mBHI-p3,0.9883903267325911,1.0
C3-e004Assembly-mBHI-p5,0.4165,-0.0
F4-e004Assembly-epsilon-p5,0.12380291634108463,-0.0
B12-e003Coalescence-mBHI-p3,0.806,0.833
C3-e003Coalescence-mGAM-p3,0.808,0.75
D3-e003Coalescence-Inoculumn-mBHI,0.81,0.798
D11-e003Coalescence-mGAM-p5,0.9083709268125845,1.0
A11-e003Coalescence-mGAM-p7,,
B8-e003Coalescence-mBHI-p5,0.806,0.782
D3-e003Coalescence-mBHI-p5,0.863,0.8240000000000001
B11-e003Coalescence-mGAM-p3,0.835,0.744
B5-e003Assembly-mBHI-p5,0.796,0.615
D2-e003Coalescence-mBHI-p5,0.8280000000000001,0.78
D5-e003Coalescence-mGAM-p5,0.9299999999999999,0.725
B5-e003Coalescence-mBHI-p5,0.858,0.78
D5-e003Coalescence-mBHI-p7,0.853,0.651
C9-e003Coalescence-mBHI-p5,0.841,0.853
A5-e003Coalescence-mGAM-p3,0.792,0.675
D8-e003Coalescence-mGAM-p5,0.98825560256241,1.0
A12-e003Coalescence-mGAM-p3,0.9083709268125845,1.0
D9-e003Coalescence-mGAM-p7,0.875,0.776
D4-e003Coalescence-mBHI-p7,0.864,0.778
B10-e003Coalescence-mGAM-p3,0.9901764303121925,0.758
A9-e003Coalescence-mGAM-p7,0.815,0.618
B5-e003Coalescence-Inoculumn-mGAM,0.831,0.743
D10-e003Coalescence-mBHI-p5,0.802,0.734
D5-e003Coalescence-mBHI-p3,0.842,0.784
C5-e003Coalescence-mBHI-p3,0.844,0.469
D9-e003Coalescence-mGAM-p5,0.9716207986796672,1.0
C9-e003Coalescence-mBHI-p3,0.8049999999999999,0.755
D10-e003Coalescence-mGAM-p5,0.8280000000000001,0.656
B11-e003Assembly-mGAM-p5,0.7995000000000001,
B4-e003Coalescence-mGAM-p5,0.8140000000000001,0.6859999999999999
D4-e003Coalescence-mGAM-p5,0.7969999999999999,0.854
C3-e004Assembly-mBHI-p7,0.41300000000000003,-0.0
B5-e003Coalescence-mGAM-p5,0.75,0.75
B5-e003Coalescence-Inoculumn-mBHI,0.8260000000000001,0.688
B5-e003Coalescence-mGAM-p7,0.9635124554452864,1.0
D8-e003Coalescence-mBHI-p5,0.893,0.762
B10-e003Coalescence-mBHI-p5,0.885,0.733
D5-e003Coalescence-Inoculumn-mGAM,0.714,0.846
B3-e004Assembly-mBHI-p5,0.5,-0.0
B5-e003Coalescence-mBHI-p3,0.861,0.6990000000000001
C5-e003Coalescence-mGAM-p7,0.977685644868579,
C5-e003Coalescence-mBHI-inoculumn-redo,0.889,0.62
A4-e003Coalescence-mGAM-p5,0.849,0.78
D5-e003Coalescence-mBHI-p5,0.831,0.6990000000000001
D4-e003Coalescence-mGAM-p7,0.9893741166040853,0.75
B9-e003GlycerolRevival-mGAM-p2,0.7324999999999999,1.0
B2-e003Coalescence-Inoculumn-mGAM,0.72,0.6819999999999999
C5-e003Coalescence-mBHI-p5,0.821,0.776
C5-e003Coalescence-mGAM-p3,0.81,0.759
B12-e003Coalescence-mGAM-p3,0.8109999999999999,0.583
