,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,5,1
C9-e003Coalescence-mGAM-p3,5,1
C11-e003Coalescence-mBHI-p3,5,1
D11-e003Coalescence-mBHI-p5,5,1
C9-e003Coalescence-mGAM-p7,5,1
D10-e003Coalescence-mBHI-p3,5,1
F3-e004Assembly-epsilon-p3,0,1
A4-e003Coalescence-mBHI-p7,5,0
B4-e003Coalescence-mBHI-p5,1,1
B9-e003Coalescence-mGAM-p5,5,1
D4-e003Coalescence-mBHI-p5,5,1
B3-e004Assembly-mBHI-p7,2,1
D4-e003Coalescence-mBHI-p3,5,1
C3-e004Assembly-mBHI-p5,2,1
F4-e004Assembly-epsilon-p5,1,1
B12-e003Coalescence-mBHI-p3,5,1
C3-e003Coalescence-mGAM-p3,5,1
D3-e003Coalescence-Inoculumn-mBHI,5,1
D11-e003Coalescence-mGAM-p5,2,1
A11-e003Coalescence-mGAM-p7,0,0
B8-e003Coalescence-mBHI-p5,5,1
D3-e003Coalescence-mBHI-p5,5,1
B11-e003Coalescence-mGAM-p3,5,1
B5-e003Assembly-mBHI-p5,5,1
D2-e003Coalescence-mBHI-p5,5,1
D5-e003Coalescence-mGAM-p5,5,1
B5-e003Coalescence-mBHI-p5,5,1
D5-e003Coalescence-mBHI-p7,5,1
C9-e003Coalescence-mBHI-p5,5,1
A5-e003Coalescence-mGAM-p3,5,1
D8-e003Coalescence-mGAM-p5,5,1
A12-e003Coalescence-mGAM-p3,2,1
D9-e003Coalescence-mGAM-p7,5,1
D4-e003Coalescence-mBHI-p7,5,1
B10-e003Coalescence-mGAM-p3,5,1
A9-e003Coalescence-mGAM-p7,5,1
B5-e003Coalescence-Inoculumn-mGAM,5,1
D10-e003Coalescence-mBHI-p5,5,1
D5-e003Coalescence-mBHI-p3,5,1
C5-e003Coalescence-mBHI-p3,5,1
D9-e003Coalescence-mGAM-p5,5,1
C9-e003Coalescence-mBHI-p3,5,1
D10-e003Coalescence-mGAM-p5,5,1
B11-e003Assembly-mGAM-p5,4,0
B4-e003Coalescence-mGAM-p5,5,1
D4-e003Coalescence-mGAM-p5,5,1
C3-e004Assembly-mBHI-p7,2,1
B5-e003Coalescence-mGAM-p5,5,1
B5-e003Coalescence-Inoculumn-mBHI,5,1
B5-e003Coalescence-mGAM-p7,3,1
D8-e003Coalescence-mBHI-p5,5,1
B10-e003Coalescence-mBHI-p5,5,1
D5-e003Coalescence-Inoculumn-mGAM,5,1
B3-e004Assembly-mBHI-p5,2,1
B5-e003Coalescence-mBHI-p3,5,1
C5-e003Coalescence-mGAM-p7,4,0
C5-e003Coalescence-mBHI-inoculumn-redo,5,1
A4-e003Coalescence-mGAM-p5,5,1
D5-e003Coalescence-mBHI-p5,5,1
D4-e003Coalescence-mGAM-p7,4,1
B9-e003GlycerolRevival-mGAM-p2,4,1
B2-e003Coalescence-Inoculumn-mGAM,5,1
C5-e003Coalescence-mBHI-p5,5,1
C5-e003Coalescence-mGAM-p3,5,1
B12-e003Coalescence-mGAM-p3,5,1
A11-e003Coalescence-mBHI-p7,2,1
A3-e003Coalescence-Inoculumn-mGAM,4,1
C3-e003Coalescence-mGAM-p5,4,1
A9-e003Coalescence-mBHI-p3,5,1
D3-e003Coalescence-mBHI-p7,5,1
A9-e003Coalescence-mBHI-p5,5,1
D5-e003Coalescence-Inoculumn-mBHI,5,1
C11-e003Coalescence-mGAM-p5,5,1
G4-e004Assembly-epsilon-p3,0,0
D9-e003Coalescence-mBHI-p3,5,0
D5-e003Assembly-mBHI-p5,2,1
A5-e003Coalescence-mBHI-p7,5,1
D2-e003Coalescence-mGAM-p5,5,1
B9-e003Assembly-mGAM-p5,5,1
D3-e003Coalescence-mGAM-p3,5,1
D9-e003Coalescence-mGAM-p3,5,1
E2-e004Assembly-mGAM-p7,2,1
D3-e003Coalescence-mGAM-p5,5,1
A5-e003Coalescence-mBHI-inoculumn-redo,5,1
B9-e003Coalescence-mGAM-p7,4,1
B11-e003Coalescence-mGAM-p7,4,0
C3-e003Coalescence-Inoculumn-mGAM,2,1
B5-e003Coalescence-mBHI-p7,5,1
D4-e003Coalescence-Inoculumn-mBHI,5,1
A4-e003Coalescence-mBHI-p5,5,1
D10-e003Coalescence-mGAM-p7,4,1
C12-e003Coalescence-mGAM-p3,4,0
C11-e003Coalescence-mGAM-p3,5,1
B9-e003Coalescence-mBHI-p5,5,1
F4-e004Assembly-epsilon-p3,0,1
B10-e003Coalescence-mBHI-p3,5,1
C11-e003Coalescence-mBHI-p5,5,1
C5-e003Assembly-mBHI-p3,2,0
E3-e004Assembly-mGAM-p5,2,1
E2-e004Assembly-mGAM-p5,1,1
D10-e003Coalescence-mGAM-p3,5,1
B10-e003Coalescence-mGAM-p7,5,1
A9-e003Coalescence-mBHI-p7,5,1
B3-e003Coalescence-Inoculumn-mGAM,5,1
D11-e003Coalescence-mGAM-p7,5,1
D5-e003Coalescence-mGAM-p3,5,1
D2-e003Coalescence-Inoculumn-mBHI,5,1
B4-e003Coalescence-Inoculumn-mGAM,4,0
F4-e004Assembly-epsilon-p7,1,1
D9-e003Coalescence-mBHI-p5,5,1
D4-e003Coalescence-mGAM-p3,5,1
B9-e003Coalescence-mBHI-p7,5,1
D11-e003Assembly-mGAM-p5,2,0
C3-e003Coalescence-mGAM-p7,5,1
B11-e003GlycerolRevival-mGAM-p2,2,1
D9-e003Coalescence-mBHI-p7,5,1
C5-e003Coalescence-mBHI-p7,5,1
D12-e003Coalescence-mBHI-p3,5,1
C11-e003Coalescence-mGAM-p7,4,0
D10-e003Coalescence-mBHI-p7,5,1
C9-e003Coalescence-mBHI-p7,3,1
B8-e003Coalescence-mGAM-p5,5,1
C3-e004Assembly-mBHI-p3,2,1
C11-e003GlycerolRevival-mGAM-p2,4,1
A11-e003Coalescence-mBHI-p5,5,1
A5-e003Coalescence-Inoculumn-mGAM,5,1
D4-e003Coalescence-Inoculumn-mGAM,0,0
C5-e003Assembly-mBHI-p5,2,0
B9-e003Coalescence-mBHI-p3,5,1
B5-e003Coalescence-mGAM-p3,5,1
A5-e003Coalescence-mBHI-p3,5,1
A4-e003Coalescence-mBHI-p3,5,1
B2-e004Assembly-mBHI-p7,0,0
F3-e004Assembly-epsilon-p5,1,0
C9-e003Coalescence-mGAM-p5,4,0
