,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mGAM-p3,26966.0,380446.0
B4-e003Coalescence-Inoculumn-mGAM,27171.0,371622.0
C3-e003Coalescence-Inoculumn-mGAM,16955.0,236359.0
C9-e003Coalescence-mGAM-p3,35969.0,499515.0
C9-e003Coalescence-mGAM-p5,27075.0,383367.0
C9-e003Coalescence-mGAM-p7,35257.0,493500.0
F100-e003Coalescence-mGAM-p3_S167,25456.0,359088.0
G9-e003Coalescence-mGAM-p3_S178,57405.0,810298.0
G9-e003Coalescence-mGAM-p5_S78,13543.0,194850.0
G9-e003Coalescence-mGAM-p7_S174,38562.0,545100.0
