,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,0.8775488754241879,0.462
A5-e003Coalescence-mBHI-inoculumn-redo,0.765,0.4645
A5-e003Coalescence-mBHI-p7,0.9777098655350348,0.9970753481396988
A5-e003Coalescence-mGAM-p3,0.9973225194890998,0.385
D2-e003Coalescence-Inoculumn-mBHI,0.8240000000000001,0.4145
D2-e003Coalescence-mBHI-p3,0.9917692839070448,0.9910241053922101
D2-e003Coalescence-mBHI-p5,0.9761402794532564,0.98937958778599
D2-e003Coalescence-mGAM-p5,0.9988813439252447,0.20699999999999996
E5-e003Coalescence-mBHI-p3_S12,0.9752964780989847,0.9791707826339585
E5-e003Coalescence-mBHI-p5_S4,0.9789040985104092,0.9852946582043504
E5-e003Coalescence-mBHI-p7_S100,0.9966835863257996,0.9979752410197915
E5-e003Coalescence-mGAM-p3_S60,0.9917570294893986,0.634
E5-e003Coalescence-mGAM-p5_S52,0.9985230533089953,0.652
E5-e003Coalescence-mGAM-p7_S148,0.9997717337135528,0.742
H2-e003Coalescence-mBHI-p3_S45,0.9960438672604345,0.9971669578972555
H2-e003Coalescence-mBHI-p7_S133,0.9861196980188706,0.9894961844316789
H2-e003Coalescence-mGAM-p3_S93,0.999198203113958,0.219
H2-e003Coalescence-mGAM-p5_S85,0.800120952742603,0.4
H2-e003Coalescence-mGAM-p7_S181,0.9987292534643926,0.09399999999999997
