,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,659069.0,14081.0
B5-e003Coalescence-mBHI-p3,83435.0,1790.0
B5-e003Coalescence-mGAM-p3,740701.0,16430.0
B5-e003Coalescence-mGAM-p5,603233.0,13701.0
B5-e003Coalescence-mGAM-p7,606449.0,13497.0
D3-e003Coalescence-Inoculumn-mBHI,1794585.0,38975.0
D3-e003Coalescence-mGAM-p3,522657.0,11942.0
D3-e003Coalescence-mGAM-p5,1202916.0,27194.0
F5-e003Coalescence-mGAM-p3_S72,983978.0,21912.0
F5-e003Coalescence-mGAM-p5_S64,529244.0,11949.0
F5-e003Coalescence-mGAM-p7_S160,1211708.0,27388.0
H3-e003Coalescence-mBHI-p3_S46,86253.0,2067.0
H3-e003Coalescence-mGAM-p3_S94,433337.0,9979.0
H3-e003Coalescence-mGAM-p5_S86,589024.0,13686.0
H3-e003Coalescence-mGAM-p7_S182,918970.0,20856.0
