,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,29161,71
A5-e003Coalescence-mBHI-inoculumn-redo,44757,110
A5-e003Coalescence-mBHI-p7,44738,115
A5-e003Coalescence-mGAM-p3,45836,117
D2-e003Coalescence-Inoculumn-mBHI,40931,106
D2-e003Coalescence-mBHI-p3,43004,106
D2-e003Coalescence-mBHI-p5,42654,104
D2-e003Coalescence-mGAM-p5,45643,117
E5-e003Coalescence-mBHI-p3_S12,37732,99
E5-e003Coalescence-mBHI-p5_S4,39849,103
E5-e003Coalescence-mBHI-p7_S100,44875,116
E5-e003Coalescence-mGAM-p3_S60,45698,117
E5-e003Coalescence-mGAM-p5_S52,45316,117
E5-e003Coalescence-mGAM-p7_S148,45845,117
H2-e003Coalescence-mBHI-p3_S45,44840,110
H2-e003Coalescence-mBHI-p7_S133,42844,107
H2-e003Coalescence-mGAM-p3_S93,45754,117
H2-e003Coalescence-mGAM-p5_S85,13850,26
H2-e003Coalescence-mGAM-p7_S181,45734,117
