,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,0.6387404365831403,0.8623374422187982
B5-e003Coalescence-mBHI-p3,0.13794609391450832,0.17241140215716483
B5-e003Coalescence-mGAM-p3,0.9432539131045131,0.9425300462249615
B5-e003Coalescence-mGAM-p5,0.699165122481926,0.6721617873651772
B5-e003Coalescence-mGAM-p7,0.7573020284972273,0.758035439137134
D3-e003Coalescence-Inoculumn-mBHI,0.6405867551063382,0.8340477657935286
D3-e003Coalescence-mGAM-p3,0.8960260405699446,0.9785531587057009
D3-e003Coalescence-mGAM-p5,0.5987691092861654,0.6117781201848999
F5-e003Coalescence-mGAM-p3_S72,0.9693441777216257,0.9898459167950695
F5-e003Coalescence-mGAM-p5_S64,0.9527645118270514,0.9741679506933745
F5-e003Coalescence-mGAM-p7_S160,0.9643742893240681,0.9895901386748844
H3-e003Coalescence-mBHI-p3_S46,0.21120334105425703,0.2462280431432974
H3-e003Coalescence-mGAM-p3_S94,0.9379454972976767,0.9425285053929122
H3-e003Coalescence-mGAM-p5_S86,0.804601600336913,0.8111171032357473
H3-e003Coalescence-mGAM-p7_S182,0.9381876886362042,0.9786163328197226
