,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p5,0.0,0.7105263157894737
A10-e003Coalescence-mBHI-p7,0.0,0.9044321329639889
A10-e003Coalescence-mGAM-p3,0.0,0.997229916897507
A4-e003Coalescence-Inoculumn-mGAM,0.0,0.25069252077562326
C2-e003Coalescence-Inoculumn-mGAM,0.0,0.6329639889196675
C8-e003Coalescence-mBHI-p5,0.0,0.9930747922437673
C8-e003Coalescence-mBHI-p7,0.0,0.8587257617728532
C8-e003Coalescence-mGAM-p7,0.0,0.9861495844875346
E100-e003Coalescence-mBHI-p5_S7,0.0,0.9806094182825484
E100-e003Coalescence-mBHI-p7_S103,0.0,0.9958448753462604
E100-e003Coalescence-mGAM-p3_S155,0.0,0.9806094182825484
E100-e003Coalescence-mGAM-p5_S55,0.0,0.9861495844875346
E100-e003Coalescence-mGAM-p7_S151,0.0,0.9487534626038782
G8-e003Coalescence-mBHI-p3_S129,0.0,0.9958448753462604
G8-e003Coalescence-mBHI-p5_S29,0.0,0.9833795013850416
G8-e003Coalescence-mBHI-p7_S125,0.0,0.9861495844875346
G8-e003Coalescence-mGAM-p3_S177,0.0,0.9764542936288089
G8-e003Coalescence-mGAM-p5_S77,0.0,0.9598337950138505
G8-e003Coalescence-mGAM-p7_S173,0.0,0.9833795013850416
