,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p5,146979.0,10434.0
C11-e003Coalescence-mGAM-p3,226784.0,17069.0
C11-e003Coalescence-mGAM-p5,107911.0,8541.0
C11-e003Coalescence-mGAM-p7,194536.0,15220.0
C5-e003Coalescence-Inoculumn-mGAM,883558.0,61630.0
D10-e003Coalescence-mBHI-p7,146297.0,9929.0
D10-e003Coalescence-mGAM-p3,263094.0,20166.0
D10-e003Coalescence-mGAM-p5,83067.0,6340.0
D10-e003Coalescence-mGAM-p7,386962.0,29563.0
D4-e003Coalescence-Inoculumn-mGAM,138128.0,9915.0
G111-e003Coalescence-mBHI-p5_S32,336126.0,23071.0
G111-e003Coalescence-mBHI-p7_S128,131175.0,8909.0
G111-e003Coalescence-mGAM-p5_S80,190626.0,14390.0
H100-e003Coalescence-mBHI-p7_S139,89895.0,6272.0
