,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,0.5103229766265481,0.2431880341880342
A5-e003Coalescence-mBHI-inoculumn-redo,0.7602841226234084,0.3819829059829059
A5-e003Coalescence-mBHI-p7,0.9063459576138148,0.9775470085470086
A5-e003Coalescence-mGAM-p3,0.9887051282051281,0.37755555555555553
D2-e003Coalescence-Inoculumn-mBHI,0.7194760160474445,0.40409401709401704
D2-e003Coalescence-mBHI-p3,0.9312110369788942,0.905982905982906
D2-e003Coalescence-mBHI-p5,0.8764105180533752,0.8875384615384615
D2-e003Coalescence-mGAM-p5,0.9920289115646259,0.21993162393162394
E5-e003Coalescence-mBHI-p3_S12,0.8156212933891505,0.8409059829059828
E5-e003Coalescence-mBHI-p5_S4,0.850675889586604,0.8768632478632479
E5-e003Coalescence-mBHI-p7_S100,0.9696593188557473,0.9857350427350428
E5-e003Coalescence-mGAM-p3_S60,0.9620515873015872,0.615974358974359
E5-e003Coalescence-mGAM-p5_S52,0.9836281397174255,0.6537692307692309
E5-e003Coalescence-mGAM-p7_S148,0.9986401534972963,0.7319829059829058
H2-e003Coalescence-mBHI-p3_S45,0.9671875763125763,0.9391025641025641
H2-e003Coalescence-mBHI-p7_S133,0.905876875109018,0.9038461538461539
H2-e003Coalescence-mGAM-p3_S93,0.9927927786499215,0.22249572649572646
H2-e003Coalescence-mGAM-p5_S85,0.3017363727542299,0.08194871794871794
H2-e003Coalescence-mGAM-p7_S181,0.9920390938426651,0.0990683760683761
