,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,140633.0,16231.0
A3-e003Coalescence-mBHI-p3,290704.0,36619.0
A3-e003Coalescence-mGAM-p7,1166008.0,148005.0
B2-e003Coalescence-Inoculumn-mBHI,405754.0,50177.0
B2-e003Coalescence-mBHI-p3,413080.0,52105.0
B2-e003Coalescence-mBHI-p5,199820.0,26208.0
B2-e003Coalescence-mGAM-p3,413545.0,51430.0
E3-e003Coalescence-mBHI-p3_S10,337187.0,44874.0
E3-e003Coalescence-mBHI-p5_S2,300513.0,39133.0
E3-e003Coalescence-mGAM-p3_S58,541743.0,70996.0
E3-e003Coalescence-mGAM-p5_S50,1762107.0,234826.0
E3-e003Coalescence-mGAM-p7_S146,2241829.0,295926.0
F2-e003Coalescence-mBHI-p3_S21,234183.0,32338.0
F2-e003Coalescence-mBHI-p5_S13,791868.0,101604.0
F2-e003Coalescence-mGAM-p3_S69,1603361.0,213254.0
F2-e003Coalescence-mGAM-p5_S61,2139117.0,286649.0
F2-e003Coalescence-mGAM-p7_S157,754916.0,101245.0
