,index,fixed_diffs,num_int_sites,sample1,species_id
0,e004-inoculumn-fecal-AK,0,2080660,e004-inoculumn-fecal-AK,100078
1,Coalescence-H12-AA-fecal-0_S715,3045,1104311,e004-inoculumn-fecal-AK,100078
2,BF-Fecal,7002,2480170,e004-inoculumn-fecal-AK,100078
3,AM-Fecal,6366,2421218,e004-inoculumn-fecal-AK,100078
4,e003-inoculumn-fecal-AC,6719,2445043,e004-inoculumn-fecal-AK,100078
5,BK-Fecal,4894,1964725,e004-inoculumn-fecal-AK,100078
6,e004-inoculumn-fecal-BE,6349,2390609,e004-inoculumn-fecal-AK,100078
7,BA-Fecal,7449,2501948,e004-inoculumn-fecal-AK,100078
0,e004-inoculumn-fecal-AK,3098,2080660,Coalescence-H12-AA-fecal-0_S715,100078
1,Coalescence-H12-AA-fecal-0_S715,0,1104311,Coalescence-H12-AA-fecal-0_S715,100078
2,BF-Fecal,2117,2480170,Coalescence-H12-AA-fecal-0_S715,100078
3,AM-Fecal,3775,2421218,Coalescence-H12-AA-fecal-0_S715,100078
4,e003-inoculumn-fecal-AC,3784,2445043,Coalescence-H12-AA-fecal-0_S715,100078
5,BK-Fecal,3000,1964725,Coalescence-H12-AA-fecal-0_S715,100078
6,e004-inoculumn-fecal-BE,3727,2390609,Coalescence-H12-AA-fecal-0_S715,100078
7,BA-Fecal,4425,2501948,Coalescence-H12-AA-fecal-0_S715,100078
0,e004-inoculumn-fecal-AK,7001,2080660,BF-Fecal,100078
1,Coalescence-H12-AA-fecal-0_S715,2109,1104311,BF-Fecal,100078
2,BF-Fecal,0,2480170,BF-Fecal,100078
3,AM-Fecal,8219,2421218,BF-Fecal,100078
4,e003-inoculumn-fecal-AC,8719,2445043,BF-Fecal,100078
5,BK-Fecal,6521,1964725,BF-Fecal,100078
6,e004-inoculumn-fecal-BE,8211,2390609,BF-Fecal,100078
7,BA-Fecal,9612,2501948,BF-Fecal,100078
0,e004-inoculumn-fecal-AK,6404,2080660,AM-Fecal,100078
1,Coalescence-H12-AA-fecal-0_S715,3779,1104311,AM-Fecal,100078
2,BF-Fecal,8282,2480170,AM-Fecal,100078
3,AM-Fecal,0,2421218,AM-Fecal,100078
4,e003-inoculumn-fecal-AC,7908,2445043,AM-Fecal,100078
5,BK-Fecal,6191,1964725,AM-Fecal,100078
6,e004-inoculumn-fecal-BE,7934,2390609,AM-Fecal,100078
7,BA-Fecal,8739,2501948,AM-Fecal,100078
0,e004-inoculumn-fecal-AK,6736,2080660,e003-inoculumn-fecal-AC,100078
1,Coalescence-H12-AA-fecal-0_S715,3770,1104311,e003-inoculumn-fecal-AC,100078
2,BF-Fecal,8683,2480170,e003-inoculumn-fecal-AC,100078
3,AM-Fecal,7823,2421218,e003-inoculumn-fecal-AC,100078
4,e003-inoculumn-fecal-AC,0,2445043,e003-inoculumn-fecal-AC,100078
5,BK-Fecal,6211,1964725,e003-inoculumn-fecal-AC,100078
6,e004-inoculumn-fecal-BE,7626,2390609,e003-inoculumn-fecal-AC,100078
7,BA-Fecal,8177,2501948,e003-inoculumn-fecal-AC,100078
0,e004-inoculumn-fecal-AK,4922,2080660,BK-Fecal,100078
1,Coalescence-H12-AA-fecal-0_S715,3001,1104311,BK-Fecal,100078
2,BF-Fecal,6561,2480170,BK-Fecal,100078
3,AM-Fecal,6183,2421218,BK-Fecal,100078
4,e003-inoculumn-fecal-AC,6245,2445043,BK-Fecal,100078
5,BK-Fecal,0,1964725,BK-Fecal,100078
6,e004-inoculumn-fecal-BE,6313,2390609,BK-Fecal,100078
7,BA-Fecal,6609,2501948,BK-Fecal,100078
0,e004-inoculumn-fecal-AK,6361,2080660,e004-inoculumn-fecal-BE,100078
1,Coalescence-H12-AA-fecal-0_S715,3718,1104311,e004-inoculumn-fecal-BE,100078
2,BF-Fecal,8253,2480170,e004-inoculumn-fecal-BE,100078
3,AM-Fecal,7897,2421218,e004-inoculumn-fecal-BE,100078
4,e003-inoculumn-fecal-AC,7634,2445043,e004-inoculumn-fecal-BE,100078
5,BK-Fecal,6303,1964725,e004-inoculumn-fecal-BE,100078
6,e004-inoculumn-fecal-BE,0,2390609,e004-inoculumn-fecal-BE,100078
7,BA-Fecal,8508,2501948,e004-inoculumn-fecal-BE,100078
0,e004-inoculumn-fecal-AK,7470,2080660,BA-Fecal,100078
1,Coalescence-H12-AA-fecal-0_S715,4412,1104311,BA-Fecal,100078
2,BF-Fecal,9659,2480170,BA-Fecal,100078
3,AM-Fecal,8712,2421218,BA-Fecal,100078
4,e003-inoculumn-fecal-AC,8248,2445043,BA-Fecal,100078
5,BK-Fecal,6612,1964725,BA-Fecal,100078
6,e004-inoculumn-fecal-BE,8550,2390609,BA-Fecal,100078
7,BA-Fecal,0,2501948,BA-Fecal,100078
