,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,1.0,0.0
A10-e003Coalescence-mBHI-p5,1.0,0.462
A10-e003Coalescence-mBHI-p7,0.5,0.733
A10-e003Coalescence-mGAM-p3,0.596,0.585
A10-e003Coalescence-mGAM-p7,0.909,0.22199999999999998
A4-e003Coalescence-Inoculumn-mGAM,0.884,0.19199999999999995
C2-e003Coalescence-Inoculumn-mGAM,0.896,0.17900000000000005
C8-e003Coalescence-mBHI-p5,0.667,0.45699999999999996
C8-e003Coalescence-mBHI-p7,0.625,0.556
C8-e003Coalescence-mGAM-p7,0.786,0.31599999999999995
E100-e003Coalescence-mBHI-p5_S7,0.71,0.429
E100-e003Coalescence-mBHI-p7_S103,0.667,0.406
E100-e003Coalescence-mGAM-p3_S155,0.5409999999999999,0.692
E100-e003Coalescence-mGAM-p5_S55,0.848,0.227
E100-e003Coalescence-mGAM-p7_S151,0.909,0.13
G8-e003Coalescence-mBHI-p3_S129,0.6970000000000001,0.44399999999999995
G8-e003Coalescence-mBHI-p5_S29,0.75,0.35
G8-e003Coalescence-mBHI-p7_S125,0.643,0.5
G8-e003Coalescence-mGAM-p3_S177,0.7,0.452
G8-e003Coalescence-mGAM-p5_S77,0.965,0.04700000000000004
G8-e003Coalescence-mGAM-p7_S173,0.945,0.06999999999999995
