,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,1377655.0,425050.0
B4-e003Coalescence-mBHI-p3,483259.0,131680.0
B4-e003Coalescence-mBHI-p5,14175.0,3290.0
B4-e003Coalescence-mGAM-p5,941748.0,260670.0
C3-e003Coalescence-mBHI-inoculumn-redo,1158804.0,357074.0
C3-e003Coalescence-mBHI-p5,462221.0,155699.0
C3-e003Coalescence-mBHI-p7,802443.0,253587.0
C3-e003Coalescence-mGAM-p3,2436435.0,672715.0
C3-e003Coalescence-mGAM-p5,1223950.0,355637.0
C3-e003Coalescence-mGAM-p7,5430698.0,1564712.0
F4-e003Coalescence-mBHI-p3_S23,346180.0,93490.0
F4-e003Coalescence-mBHI-p5_S15,586864.0,169120.0
F4-e003Coalescence-mBHI-p7_S111,475003.0,141136.0
F4-e003Coalescence-mGAM-p3_S71,2161605.0,578767.0
F4-e003Coalescence-mGAM-p5_S63,317311.0,95695.0
F4-e003Coalescence-mGAM-p7_S159,1564357.0,423360.0
G3-e003Coalescence-mBHI-p3_S34,636029.0,178825.0
G3-e003Coalescence-mBHI-p5_S26,1406141.0,454777.0
G3-e003Coalescence-mBHI-p7_S122,1035451.0,343734.0
G3-e003Coalescence-mGAM-p3_S82,1783304.0,484816.0
G3-e003Coalescence-mGAM-p5_S74,1598439.0,469287.0
