,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,0.537,0.438
C11-e003Coalescence-mBHI-p5,0.75,0.226
C11-e003Coalescence-mGAM-p3,0.026000000000000023,0.97
C11-e003Coalescence-mGAM-p5,0.018,0.985
C11-e003Coalescence-mGAM-p7,0.049000000000000044,0.948
C5-e003Coalescence-Inoculumn-mGAM,0.18999999999999995,0.789
D10-e003Coalescence-mBHI-p3,0.654,0.333
D10-e003Coalescence-mBHI-p5,0.733,0.25
D10-e003Coalescence-mBHI-p7,0.8,0.207
D10-e003Coalescence-mGAM-p3,0.014,0.987
D10-e003Coalescence-mGAM-p5,0.01850000000000001,0.982
D10-e003Coalescence-mGAM-p7,0.03150000000000003,0.968
D4-e003Coalescence-Inoculumn-mGAM,0.16000000000000003,0.818
G111-e003Coalescence-mBHI-p5_S32,0.865,0.121
G111-e003Coalescence-mBHI-p7_S128,1.0,0.0
G111-e003Coalescence-mGAM-p3_S180,0.034,0.965
G111-e003Coalescence-mGAM-p5_S80,0.0,1.0
G111-e003Coalescence-mGAM-p7_S176,0.0,1.0
H100-e003Coalescence-mBHI-p5_S43,0.679,0.292
H100-e003Coalescence-mBHI-p7_S139,0.6855,0.289
H100-e003Coalescence-mGAM-p5_S91,0.16500000000000004,0.833
H100-e003Coalescence-mGAM-p7_S187,0.0,1.0
