,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,4181.0,4210.0
A10-e003Coalescence-mBHI-p5,20725.0,21166.0
A10-e003Coalescence-mBHI-p7,36141.0,32030.0
A10-e003Coalescence-mGAM-p3,213946.0,201999.0
A10-e003Coalescence-mGAM-p7,75476.0,77566.0
A4-e003Coalescence-Inoculumn-mGAM,1132819.0,1164174.0
C2-e003Coalescence-Inoculumn-mGAM,501105.0,515383.0
C8-e003Coalescence-mBHI-p5,149584.0,143148.0
C8-e003Coalescence-mBHI-p7,30325.0,27627.0
C8-e003Coalescence-mGAM-p7,875894.0,858766.0
E100-e003Coalescence-mBHI-p5_S7,63630.0,62521.0
E100-e003Coalescence-mBHI-p7_S103,94052.0,93118.0
E100-e003Coalescence-mGAM-p3_S155,127764.0,114754.0
E100-e003Coalescence-mGAM-p5_S55,110873.0,113983.0
E100-e003Coalescence-mGAM-p7_S151,214053.0,227020.0
G8-e003Coalescence-mBHI-p3_S129,100736.0,96893.0
G8-e003Coalescence-mBHI-p5_S29,122479.0,120812.0
G8-e003Coalescence-mBHI-p7_S125,49850.0,47915.0
G8-e003Coalescence-mGAM-p3_S177,207545.0,198792.0
G8-e003Coalescence-mGAM-p5_S77,706343.0,764644.0
G8-e003Coalescence-mGAM-p7_S173,1172430.0,1249133.0
