,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,177551.0,714704.0
A9-e003Coalescence-mBHI-p3,347871.0,1243491.0
A9-e003Coalescence-mBHI-p5,69678.0,236706.0
A9-e003Coalescence-mBHI-p7,261008.0,894996.0
A9-e003Coalescence-mGAM-p5,604457.0,2159456.0
A9-e003Coalescence-mGAM-p7,399538.0,1378468.0
B2-e003Coalescence-Inoculumn-mGAM,357455.0,1437369.0
B8-e003Coalescence-mBHI-p5,161982.0,545258.0
B8-e003Coalescence-mBHI-p7,64151.0,218657.0
B8-e003Coalescence-mGAM-p5,604592.0,2231703.0
B8-e003Coalescence-mGAM-p7,715459.0,2501384.0
E9-e003Coalescence-mBHI-p5_S6,96830.0,320518.0
E9-e003Coalescence-mBHI-p7_S102,138385.0,459193.0
E9-e003Coalescence-mGAM-p3_S154,567685.0,1973063.0
E9-e003Coalescence-mGAM-p5_S54,265851.0,958475.0
E9-e003Coalescence-mGAM-p7_S150,1447.0,6715.0
F8-e003Coalescence-mBHI-p3_S117,113031.0,388234.0
F8-e003Coalescence-mBHI-p5_S17,113219.0,385605.0
F8-e003Coalescence-mBHI-p7_S113,74688.0,238451.0
F8-e003Coalescence-mGAM-p3_S165,13884.0,57799.0
F8-e003Coalescence-mGAM-p5_S65,215678.0,796681.0
F8-e003Coalescence-mGAM-p7_S161,200210.0,642803.0
