,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,0.825,0.175
A9-e003Coalescence-mBHI-p3,0.383,0.608
A9-e003Coalescence-mBHI-p5,0.15,0.867
A9-e003Coalescence-mBHI-p7,0.16100000000000003,0.829
A9-e003Coalescence-mGAM-p5,0.397,0.568
A9-e003Coalescence-mGAM-p7,0.19,0.797
B2-e003Coalescence-Inoculumn-mGAM,0.835,0.169
B8-e003Coalescence-mBHI-p5,0.182,0.808
B8-e003Coalescence-mBHI-p7,0.14300000000000002,0.87
B8-e003Coalescence-mGAM-p5,0.5509999999999999,0.42000000000000004
B8-e003Coalescence-mGAM-p7,0.282,0.693
E9-e003Coalescence-mBHI-p5_S6,0.125,0.864
E9-e003Coalescence-mBHI-p7_S102,0.14,0.84
E9-e003Coalescence-mGAM-p3_S154,0.33099999999999996,0.631
E9-e003Coalescence-mGAM-p5_S54,0.479,0.476
E9-e003Coalescence-mGAM-p7_S150,0.429,1.0
F8-e003Coalescence-mBHI-p3_S117,0.267,0.707
F8-e003Coalescence-mBHI-p5_S17,0.224,0.75
F8-e003Coalescence-mBHI-p7_S113,0.10699999999999998,0.885
F8-e003Coalescence-mGAM-p3_S165,0.583,0.267
F8-e003Coalescence-mGAM-p5_S65,0.534,0.41700000000000004
F8-e003Coalescence-mGAM-p7_S161,0.08899999999999997,0.902
