,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,23745.0,58481.0
A3-e003Coalescence-mBHI-p3,7892.0,20228.0
A3-e003Coalescence-mGAM-p7,63355.0,152599.0
B2-e003Coalescence-Inoculumn-mBHI,60366.0,149384.0
B2-e003Coalescence-mBHI-p3,17291.0,42611.0
B2-e003Coalescence-mGAM-p3,45767.0,109412.0
E3-e003Coalescence-mBHI-p3_S10,19851.0,49661.0
E3-e003Coalescence-mBHI-p5_S2,3737.0,8623.0
E3-e003Coalescence-mGAM-p3_S58,37805.0,86977.0
E3-e003Coalescence-mGAM-p5_S50,145208.0,342967.0
E3-e003Coalescence-mGAM-p7_S146,122834.0,289427.0
F2-e003Coalescence-mBHI-p3_S21,10822.0,26514.0
F2-e003Coalescence-mBHI-p5_S13,7491.0,18016.0
F2-e003Coalescence-mGAM-p3_S69,63155.0,147443.0
F2-e003Coalescence-mGAM-p5_S61,173307.0,414600.0
F2-e003Coalescence-mGAM-p7_S157,83899.0,198006.0
