,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,0.9928525877906667,0.0064831734730240315
A11-e003Coalescence-mBHI-p5,0.9669486553882866,0.033227314566899556
A11-e003Coalescence-mGAM-p3,0.9968331303402888,0.0026700520209814393
A11-e003Coalescence-mGAM-p7,0.9955701634713107,0.003957075555209665
A5-e003Coalescence-Inoculumn-mGAM,0.9907225889218276,0.007656728528027129
D2-e003Coalescence-Inoculumn-mGAM,0.9890622966482341,0.008562500123549324
D8-e003Coalescence-mBHI-p5,0.9945861543307476,0.006105123628859781
D8-e003Coalescence-mGAM-p5,0.9977994451648885,0.0027173644055483778
E111-e003Coalescence-mBHI-p3_S108,0.9846774333762017,0.013805282911826162
E111-e003Coalescence-mBHI-p5_S8,0.9898228003324556,0.011060384637881874
E111-e003Coalescence-mBHI-p7_S104,0.9948668170550254,0.004960497837952839
E111-e003Coalescence-mGAM-p5_S56,0.9943720464750964,0.004509674996866865
H8-e003Coalescence-mBHI-p5_S41,0.9983796471866948,0.0013126539631712162
H8-e003Coalescence-mBHI-p7_S137,0.9970331976297887,0.002644558074550703
H8-e003Coalescence-mGAM-p5_S89,0.9951683382877138,0.003449293370004525
H8-e003Coalescence-mGAM-p7_S185,0.9940728020464691,0.0056054225080848456
