,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,50852.0,92647.0
A11-e003Coalescence-mBHI-p5,10392.0,18833.0
A11-e003Coalescence-mGAM-p3,34994.0,65212.0
A11-e003Coalescence-mGAM-p7,15704.0,28787.0
A5-e003Coalescence-Inoculumn-mGAM,50908.0,92641.0
D2-e003Coalescence-Inoculumn-mGAM,49442.0,93890.0
D8-e003Coalescence-mBHI-p5,16014.0,29703.0
D8-e003Coalescence-mGAM-p5,29344.0,53097.0
E111-e003Coalescence-mBHI-p3_S108,12660.0,24426.0
E111-e003Coalescence-mBHI-p5_S8,12917.0,25275.0
E111-e003Coalescence-mBHI-p7_S104,16495.0,31187.0
E111-e003Coalescence-mGAM-p5_S56,19269.0,36825.0
H8-e003Coalescence-mBHI-p5_S41,23737.0,44617.0
H8-e003Coalescence-mBHI-p7_S137,33296.0,64088.0
H8-e003Coalescence-mGAM-p5_S89,27897.0,52033.0
H8-e003Coalescence-mGAM-p7_S185,86515.0,159786.0
