,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,8385.0,10282.0
A9-e003Coalescence-mBHI-p3,4977.0,6314.0
A9-e003Coalescence-mBHI-p5,5706.0,6821.0
A9-e003Coalescence-mBHI-p7,11258.0,13349.0
A9-e003Coalescence-mGAM-p5,3702.0,4601.0
A9-e003Coalescence-mGAM-p7,2821.0,3533.0
B2-e003Coalescence-Inoculumn-mGAM,17312.0,21414.0
B8-e003Coalescence-mBHI-p5,8653.0,10364.0
B8-e003Coalescence-mBHI-p7,7805.0,9066.0
B8-e003Coalescence-mGAM-p5,3127.0,3744.0
B8-e003Coalescence-mGAM-p7,5254.0,6292.0
E9-e003Coalescence-mBHI-p5_S6,4121.0,4925.0
E9-e003Coalescence-mBHI-p7_S102,2710.0,3358.0
E9-e003Coalescence-mGAM-p3_S154,4829.0,6068.0
E9-e003Coalescence-mGAM-p5_S54,2243.0,2784.0
F8-e003Coalescence-mBHI-p3_S117,3785.0,4573.0
F8-e003Coalescence-mBHI-p5_S17,5366.0,6366.0
F8-e003Coalescence-mBHI-p7_S113,4920.0,6235.0
F8-e003Coalescence-mGAM-p5_S65,2475.0,3226.0
F8-e003Coalescence-mGAM-p7_S161,2813.0,3538.0
