,index,fixed_diffs,comparisons,sample1,species_id
0,C_B1_e003Assembly_6_S205,0,267886,C_B1_e003Assembly_6_S205,100293
1,C_B5_e003Assembly_6_S209,40,274143,C_B1_e003Assembly_6_S205,100293
2,C_F5_e003Assembly_6_S257,35,322259,C_B1_e003Assembly_6_S205,100293
0,C_B1_e003Assembly_6_S205,40,267886,C_B5_e003Assembly_6_S209,100293
1,C_B5_e003Assembly_6_S209,0,274143,C_B5_e003Assembly_6_S209,100293
2,C_F5_e003Assembly_6_S257,28,322259,C_B5_e003Assembly_6_S209,100293
0,C_B1_e003Assembly_6_S205,35,267886,C_F5_e003Assembly_6_S257,100293
1,C_B5_e003Assembly_6_S209,28,274143,C_F5_e003Assembly_6_S257,100293
2,C_F5_e003Assembly_6_S257,0,322259,C_F5_e003Assembly_6_S257,100293
