,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p5,1.0,
A10-e003Coalescence-mBHI-p7,0.0,
A10-e003Coalescence-mGAM-p3,1.0,
A4-e003Coalescence-Inoculumn-mGAM,0.579,
C2-e003Coalescence-Inoculumn-mGAM,1.0,
C8-e003Coalescence-mBHI-p5,,
C8-e003Coalescence-mBHI-p7,,
E100-e003Coalescence-mBHI-p5_S7,1.0,
E100-e003Coalescence-mBHI-p7_S103,0.0,
G8-e003Coalescence-mBHI-p3_S129,1.0,
G8-e003Coalescence-mBHI-p5_S29,1.0,
G8-e003Coalescence-mBHI-p7_S125,0.556,
G8-e003Coalescence-mGAM-p7_S173,0.0,
