,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
G111-e003Coalescence-mBHI-p7_S128,74,13
H3-e003Coalescence-mBHI-p5_S38,61,9
H4-e003Coalescence-mBHI-p3_S47,78,12
H111-e003Coalescence-mBHI-p5_S44,73,13
E111-e003Coalescence-mBHI-p7_S104,83,13
E111-e003Coalescence-mGAM-p5_S56,71,13
H4-e003Coalescence-mBHI-p5_S39,68,12
H100-e003Coalescence-mBHI-p7_S139,82,13
H9-e003Coalescence-mBHI-p5_S42,75,13
H111-e003Coalescence-mGAM-p3_S192,83,12
F5-e003Coalescence-mBHI-p3_S24,74,11
H5-e003Coalescence-mBHI-p7_S136,70,8
F111-e003Coalescence-mBHI-p7_S116,49,5
F5-e003Coalescence-mBHI-p7_S112,67,8
F111-e003Coalescence-mBHI-p3_S120,62,10
H3-e003Coalescence-mGAM-p5_S86,77,13
H4-e003Coalescence-mGAM-p5_S87,75,11
H9-e003Coalescence-mBHI-p7_S138,32,4
H8-e003Coalescence-mGAM-p7_S185,83,13
E5-e003Coalescence-mGAM-p5_S52,78,13
