,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.0833132530120482,0.38546153846153847
D2-e004Assembly-mGAM-p7,0.0,0.46153846153846156
C11-e003Coalescence-mBHI-p3,0.1872289156626506,0.7813846153846153
D11-e003Coalescence-mBHI-p5,0.19006024096385546,0.8455384615384616
D10-e003Coalescence-mBHI-p3,0.12498795180722892,0.8741538461538462
F3-e004Assembly-epsilon-p3,0.05390361445783133,0.9230769230769231
D4-e003Coalescence-mBHI-p5,0.11340963855421687,0.7649230769230768
B3-e004Assembly-mBHI-p7,0.017240963855421686,0.9076923076923078
D4-e003Coalescence-mBHI-p3,0.12215662650602409,0.7056923076923076
C3-e004Assembly-mBHI-p5,0.00463855421686747,0.7823846153846153
B12-e003Coalescence-mBHI-p3,0.06649397590361446,0.359
D3-e004Assembly-mGAM-p7,0.07153012048192771,0.07692307692307693
D11-e003Coalescence-mGAM-p5,0.13353012048192772,0.9115384615384615
A11-e003Coalescence-mGAM-p7,0.03054216867469879,0.38461538461538464
D3-e003Coalescence-mBHI-p5,0.03507228915662651,0.8131538461538461
B11-e003Coalescence-mGAM-p3,0.10554216867469882,0.9558461538461539
B5-e003Assembly-mBHI-p5,0.10463855421686748,0.3076923076923077
D5-e003Coalescence-mGAM-p5,0.029530120481927713,0.8461538461538461
B5-e003Coalescence-mBHI-p5,0.0747710843373494,0.8461538461538461
D5-e003Coalescence-mBHI-p7,0.0737710843373494,0.8091538461538461
A5-e003Coalescence-mGAM-p3,0.014831325301204817,0.46153846153846156
D8-e003Coalescence-mGAM-p5,0.031060240963855425,0.8205384615384615
A12-e003Coalescence-mGAM-p3,0.0,0.7362307692307692
D9-e003Coalescence-mGAM-p7,0.07953012048192772,0.7461538461538461
D4-e003Coalescence-mBHI-p7,0.25980722891566266,0.728
B5-e003Coalescence-Inoculumn-mGAM,0.03232530120481927,0.44053846153846155
D10-e003Coalescence-mBHI-p5,0.1346746987951807,0.7916923076923077
D5-e003Coalescence-mBHI-p3,0.14296385542168674,0.6923076923076923
D9-e003Coalescence-mGAM-p5,0.0873132530120482,0.922
D10-e003Coalescence-mGAM-p5,0.10297590361445784,0.968
D4-e003Coalescence-mGAM-p5,0.07537349397590362,0.8847692307692309
C3-e004Assembly-mBHI-p7,0.016927710843373495,0.9057692307692308
B5-e003Coalescence-mGAM-p5,0.02216867469879518,1.0
G3-e004Assembly-epsilon-p3,0.06983132530120482,0.9102307692307693
B5-e003Coalescence-mGAM-p7,0.0,0.5384615384615384
D8-e003Coalescence-mBHI-p5,0.12269879518072288,0.6611538461538462
D5-e003Coalescence-Inoculumn-mGAM,0.06409638554216868,1.0
B3-e004Assembly-mBHI-p5,0.01510843373493976,0.6153846153846154
B5-e003Coalescence-mBHI-p3,0.1403132530120482,0.7371538461538462
C5-e003Coalescence-mGAM-p7,0.02892771084337349,0.9230769230769231
A4-e003Coalescence-mGAM-p5,0.09577108433734939,0.979
D4-e003Coalescence-mGAM-p7,0.07178313253012049,1.0
C5-e003Coalescence-mBHI-p5,0.24040963855421688,0.8576923076923078
C5-e003Coalescence-mGAM-p3,0.0497710843373494,0.9916923076923077
D3-e003Coalescence-mBHI-p7,0.16566265060240964,0.8189999999999998
D5-e003Coalescence-Inoculumn-mBHI,1.0,0.49323076923076925
C11-e003Coalescence-mGAM-p5,0.04204819277108434,0.9230769230769231
A5-e003Coalescence-mBHI-p7,0.014759036144578314,0.6923076923076923
D2-e003Coalescence-mGAM-p5,0.052530120481927706,1.0
D3-e003Coalescence-mGAM-p3,0.02471084337349398,0.8846153846153846
D9-e003Coalescence-mGAM-p3,0.09377108433734939,0.9593076923076923
D3-e003Coalescence-mGAM-p5,0.036891566265060245,0.962076923076923
B11-e003Coalescence-mGAM-p7,0.0032891566265060243,0.5576923076923077
B5-e003Coalescence-mBHI-p7,0.08177108433734939,0.9066153846153846
D4-e003Coalescence-Inoculumn-mBHI,0.3473493975903615,0.2563846153846154
C2-e004Assembly-mBHI-p7,0.010650602409638554,0.1196923076923077
D10-e003Coalescence-mGAM-p7,0.10981927710843371,0.9686923076923077
C12-e003Coalescence-mGAM-p3,0.0,0.7692307692307693
C11-e003Coalescence-mGAM-p3,0.06256626506024096,0.9700769230769232
C11-e003Coalescence-mBHI-p5,0.26319277108433736,0.791153846153846
D10-e003Coalescence-mGAM-p3,0.06596385542168676,0.9271538461538461
D11-e003Coalescence-mGAM-p7,0.11624096385542168,0.7514615384615385
D5-e003Coalescence-mGAM-p3,0.04796385542168675,0.9925384615384616
F4-e004Assembly-epsilon-p7,0.012855421686746988,0.5384615384615384
D9-e003Coalescence-mBHI-p5,0.12172289156626506,0.46153846153846156
D4-e003Coalescence-mGAM-p3,0.07989156626506025,0.9932307692307693
D9-e003Coalescence-mBHI-p7,0.12521686746987953,0.7692307692307693
C5-e003Coalescence-mBHI-p7,0.20602409638554214,0.5843076923076923
C11-e003Coalescence-mGAM-p7,0.11968674698795181,0.889
