,index,fixed_diffs,num_int_sites,sample1,species_id
0,e004-inoculumn-fecal-BD,0,2148013,e004-inoculumn-fecal-BD,103937
1,e004-inoculumn-fecal-AK,11394,2211827,e004-inoculumn-fecal-BD,103937
2,BB-Fecal,9285,2146255,e004-inoculumn-fecal-BD,103937
3,Coalescence-H12-AA-fecal-0_S715,9194,2170854,e004-inoculumn-fecal-BD,103937
4,BF-Fecal,6763,2191910,e004-inoculumn-fecal-BD,103937
5,AM-Fecal,11059,2128469,e004-inoculumn-fecal-BD,103937
6,e003-inoculumn-fecal-AC,8406,2225008,e004-inoculumn-fecal-BD,103937
7,BG-Fecal,7947,2181757,e004-inoculumn-fecal-BD,103937
8,BK-Fecal,10938,2214535,e004-inoculumn-fecal-BD,103937
9,e003-inoculumn-fecal-AE,9009,1965836,e004-inoculumn-fecal-BD,103937
10,BC-Fecal,14150,2211949,e004-inoculumn-fecal-BD,103937
11,e004-inoculumn-fecal-BE,11211,2166354,e004-inoculumn-fecal-BD,103937
12,BA-Fecal,13890,2191275,e004-inoculumn-fecal-BD,103937
13,e003-inoculumn-fecal-AF,5200,1214547,e004-inoculumn-fecal-BD,103937
0,e004-inoculumn-fecal-BD,11422,2148013,e004-inoculumn-fecal-AK,103937
1,e004-inoculumn-fecal-AK,0,2211827,e004-inoculumn-fecal-AK,103937
2,BB-Fecal,9022,2146255,e004-inoculumn-fecal-AK,103937
3,Coalescence-H12-AA-fecal-0_S715,8988,2170854,e004-inoculumn-fecal-AK,103937
4,BF-Fecal,11603,2191910,e004-inoculumn-fecal-AK,103937
5,AM-Fecal,10863,2128469,e004-inoculumn-fecal-AK,103937
6,e003-inoculumn-fecal-AC,10501,2225008,e004-inoculumn-fecal-AK,103937
7,BG-Fecal,7073,2181757,e004-inoculumn-fecal-AK,103937
8,BK-Fecal,9326,2214535,e004-inoculumn-fecal-AK,103937
9,e003-inoculumn-fecal-AE,9065,1965836,e004-inoculumn-fecal-AK,103937
10,BC-Fecal,14231,2211949,e004-inoculumn-fecal-AK,103937
11,e004-inoculumn-fecal-BE,11330,2166354,e004-inoculumn-fecal-AK,103937
12,BA-Fecal,13914,2191275,e004-inoculumn-fecal-AK,103937
13,e003-inoculumn-fecal-AF,5233,1214547,e004-inoculumn-fecal-AK,103937
0,e004-inoculumn-fecal-BD,8722,2148013,BB-Fecal,103937
1,e004-inoculumn-fecal-AK,8409,2211827,BB-Fecal,103937
2,BB-Fecal,0,2146255,BB-Fecal,103937
3,Coalescence-H12-AA-fecal-0_S715,6174,2170854,BB-Fecal,103937
4,BF-Fecal,8654,2191910,BB-Fecal,103937
5,AM-Fecal,8078,2128469,BB-Fecal,103937
6,e003-inoculumn-fecal-AC,7357,2225008,BB-Fecal,103937
7,BG-Fecal,4754,2181757,BB-Fecal,103937
8,BK-Fecal,7719,2214535,BB-Fecal,103937
9,e003-inoculumn-fecal-AE,6123,1965836,BB-Fecal,103937
10,BC-Fecal,10044,2211949,BB-Fecal,103937
11,e004-inoculumn-fecal-BE,6605,2166354,BB-Fecal,103937
12,BA-Fecal,9833,2191275,BB-Fecal,103937
13,e003-inoculumn-fecal-AF,3513,1214547,BB-Fecal,103937
0,e004-inoculumn-fecal-BD,8436,2148013,Coalescence-H12-AA-fecal-0_S715,103937
1,e004-inoculumn-fecal-AK,8117,2211827,Coalescence-H12-AA-fecal-0_S715,103937
2,BB-Fecal,5867,2146255,Coalescence-H12-AA-fecal-0_S715,103937
3,Coalescence-H12-AA-fecal-0_S715,0,2170854,Coalescence-H12-AA-fecal-0_S715,103937
4,BF-Fecal,8690,2191910,Coalescence-H12-AA-fecal-0_S715,103937
5,AM-Fecal,6920,2128469,Coalescence-H12-AA-fecal-0_S715,103937
6,e003-inoculumn-fecal-AC,7183,2225008,Coalescence-H12-AA-fecal-0_S715,103937
7,BG-Fecal,4222,2181757,Coalescence-H12-AA-fecal-0_S715,103937
8,BK-Fecal,7688,2214535,Coalescence-H12-AA-fecal-0_S715,103937
9,e003-inoculumn-fecal-AE,5874,1965836,Coalescence-H12-AA-fecal-0_S715,103937
10,BC-Fecal,10518,2211949,Coalescence-H12-AA-fecal-0_S715,103937
11,e004-inoculumn-fecal-BE,7910,2166354,Coalescence-H12-AA-fecal-0_S715,103937
12,BA-Fecal,10320,2191275,Coalescence-H12-AA-fecal-0_S715,103937
13,e003-inoculumn-fecal-AF,3612,1214547,Coalescence-H12-AA-fecal-0_S715,103937
0,e004-inoculumn-fecal-BD,6822,2148013,BF-Fecal,103937
1,e004-inoculumn-fecal-AK,11599,2211827,BF-Fecal,103937
2,BB-Fecal,9259,2146255,BF-Fecal,103937
3,Coalescence-H12-AA-fecal-0_S715,9466,2170854,BF-Fecal,103937
4,BF-Fecal,0,2191910,BF-Fecal,103937
5,AM-Fecal,11327,2128469,BF-Fecal,103937
6,e003-inoculumn-fecal-AC,8777,2225008,BF-Fecal,103937
7,BG-Fecal,7851,2181757,BF-Fecal,103937
8,BK-Fecal,11178,2214535,BF-Fecal,103937
9,e003-inoculumn-fecal-AE,9319,1965836,BF-Fecal,103937
10,BC-Fecal,14384,2211949,BF-Fecal,103937
11,e004-inoculumn-fecal-BE,11566,2166354,BF-Fecal,103937
12,BA-Fecal,14126,2191275,BF-Fecal,103937
13,e003-inoculumn-fecal-AF,5359,1214547,BF-Fecal,103937
0,e004-inoculumn-fecal-BD,11087,2148013,AM-Fecal,103937
1,e004-inoculumn-fecal-AK,10870,2211827,AM-Fecal,103937
2,BB-Fecal,8654,2146255,AM-Fecal,103937
3,Coalescence-H12-AA-fecal-0_S715,8207,2170854,AM-Fecal,103937
4,BF-Fecal,11324,2191910,AM-Fecal,103937
5,AM-Fecal,0,2128469,AM-Fecal,103937
6,e003-inoculumn-fecal-AC,10030,2225008,AM-Fecal,103937
7,BG-Fecal,7058,2181757,AM-Fecal,103937
8,BK-Fecal,10364,2214535,AM-Fecal,103937
