,species_id,sample,relative_abundance,Lineage,species,genus,family,phyla,Unnamed: 0.1,Unnamed: 0,comm,comm-media,inoculumn,inoculumn_sample,is_inoculumn,media,mesocosm,parent_media,parent_subjects,passage,type_mesocosm,redo,counts,mesocosm-passage,rep_species,new_rel_abundance
0,102506,G8-e003Coalescence-mBHI-p7_S125,0.2520080321285141,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,s__Escherichia coli_D,g__Escherichia,f__Enterobacteriaceae,p__Proteobacteria,296,296,G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI7,GUT_GENOME144544,0.2520080321285141
1,102320,G8-e003Coalescence-mBHI-p7_S125,0.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium_B,s__Enterococcus_B faecium_B,g__Enterococcus_B,f__Enterococcaceae,p__Firmicutes,296,296,G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI7,GUT_GENOME140713,0.0
2,100099,G8-e003Coalescence-mBHI-p7_S125,0.16566265060240964,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii,s__Flavonifractor plautii,g__Flavonifractor,f__Oscillospiraceae,p__Firmicutes_A,296,296,G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI7,GUT_GENOME000518,0.16566265060240964
3,100196,G8-e003Coalescence-mBHI-p7_S125,0.06867469879518073,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,s__Bacteroides thetaiotaomicron,g__Bacteroides,f__Bacteroidaceae,p__Bacteroidota,296,296,G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI7,GUT_GENOME001120,0.07630522088353414
4,101346,G8-e003Coalescence-mBHI-p7_S125,0.01706827309236948,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,s__Bacteroides uniformis,g__Bacteroides,f__Bacteroidaceae,p__Bacteroidota,296,296,G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI7,GUT_GENOME096083,0.01706827309236948
5,103117,G8-e003Coalescence-mBHI-p7_S125,0.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei,s__Peptoniphilus_A harei,g__Peptoniphilus_A,f__Peptoniphilaceae,p__Firmicutes_A,296,296,G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI7,GUT_GENOME207318,0.0
6,100758,G8-e003Coalescence-mBHI-p7_S125,0.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei,s__Peptoniphilus_A harei,g__Peptoniphilus_A,f__Peptoniphilaceae,p__Firmicutes_A,296,296,G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI7,GUT_GENOME027298,0.0
7,103439,G8-e003Coalescence-mBHI-p7_S125,0.025100401606425703,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,s__Phascolarctobacterium faecium,g__Phascolarctobacterium,f__Acidaminococcaceae,p__Firmicutes_C,296,296,G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI7,GUT_GENOME233517,0.025100401606425703
8,101454,G8-e003Coalescence-mBHI-p7_S125,0.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Bittarella;s__Bittarella massiliensis,s__Bittarella massiliensis,g__Bittarella,f__Ruminococcaceae,p__Firmicutes_A,296,296,G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI7,GUT_GENOME096399,0.0
9,100146,G8-e003Coalescence-mBHI-p7_S125,0.021084337349397592,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans,s__Dorea formicigenerans,g__Dorea,f__Lachnospiraceae,p__Firmicutes_A,296,296,G8,G8-mBHI,AA-AE-mGAM,C2-e003Coalescence-Inoculumn-mGAM,False,mBHI,G8-AA-AE-mGAM-mBHI,mGAM,AA-AE,7,AA-AE-mGAM-mBHI,False,1,G8-AA-AE-mGAM-mBHI7,GUT_GENOME000706,0.021084337349397592
