,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,2599,2755
D2-e004Assembly-mGAM-p7,4816,4879
C9-e003Coalescence-mGAM-p7,3209,3437
e004-inoculumn-fecal-BD,4313,4247
B9-e003Coalescence-mGAM-p5,2596,2724
F4-e004Assembly-epsilon-p5,4805,4909
e004-inoculumn-fecal-AK,4695,4801
C8-e003Assembly-mGAM-p3,4666,4730
D4-e004Assembly-mGAM-p5,4730,4822
B11-e003Coalescence-mGAM-p3,4208,4282
D8-e003Assembly-mGAM-p5,3376,3467
D8-e003Assembly-mGAM-p3,3055,3190
E4-e004Assembly-mGAM-p7,4847,4972
D2-e004Assembly-mGAM-p3,4478,4465
B5-e003Coalescence-Inoculumn-mGAM,4965,5066
B11-e003Assembly-mGAM-p5,3922,3901
F5-e004Assembly-epsilon-p5,4784,4877
D5-e003Coalescence-Inoculumn-mGAM,4976,5079
F2-e004Assembly-epsilon-p3,4545,4599
BF-Fecal,4671,4753
E4-e004Assembly-mGAM-p3,4426,4594
B9-e003GlycerolRevival-mGAM-p2,3485,3734
B2-e003Coalescence-Inoculumn-mGAM,4747,4861
A3-e003Coalescence-Inoculumn-mGAM,3364,3578
G4-e004Assembly-epsilon-p3,4966,5071
G2-e004Assembly-epsilon-p3,4926,5036
BG-Fecal,3467,3369
B9-e003Assembly-mGAM-p5,2610,2724
E2-e004Assembly-mGAM-p7,4769,4828
B11-e003Assembly-mGAM-p3,2740,2694
C3-e003Coalescence-Inoculumn-mGAM,4792,4894
F4-e004Assembly-epsilon-p3,4727,4791
F5-e004Assembly-epsilon-p3,4896,4978
E2-e004Assembly-mGAM-p5,4927,5014
B3-e003Coalescence-Inoculumn-mGAM,4976,5079
D4-e004Assembly-mGAM-p3,4037,4138
E4-e004Assembly-mGAM-p5,4938,5047
B4-e003Coalescence-Inoculumn-mGAM,4952,5058
F2-e004Assembly-epsilon-p7,4076,4124
B2-e003Assembly-mBHI-p3,2344,2421
F4-e004Assembly-epsilon-p7,4877,4985
B11-e003GlycerolRevival-mGAM-p2,3996,3922
E2-e004Assembly-mGAM-p3,2286,2296
D4-e004Assembly-mGAM-p7,4962,5062
A5-e003Coalescence-Inoculumn-mGAM,4886,4946
G2-e004Assembly-epsilon-p5,4148,4236
BK-Fecal,1761,1888
F2-e004Assembly-epsilon-p5,2156,2100
C9-e003GlycerolRevival-mGAM-p2,2572,2561
C9-e003Coalescence-mGAM-p5,3426,3587
D2-e003Coalescence-Inoculumn-mGAM,4840,4925
D3-e003Coalescence-Inoculumn-mGAM,4972,5076
C5-e003Coalescence-Inoculumn-mGAM,4921,4987
BC-Fecal,2850,3015
F111-e003Coalescence-mGAM-p3_S168,2801,2925
G9-e003Coalescence-mGAM-p3_S178,3274,3492
