,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,1.0,0.0
C11-e003Coalescence-mBHI-p5,0.518,0.463
C11-e003Coalescence-mGAM-p3,0.96,0.037
C11-e003Coalescence-mGAM-p5,0.959,0.037
C11-e003Coalescence-mGAM-p7,0.965,0.032
C5-e003Coalescence-Inoculumn-mGAM,0.65,0.33299999999999996
D10-e003Coalescence-mBHI-p3,0.63,0.35
D10-e003Coalescence-mBHI-p5,0.364,0.615
D10-e003Coalescence-mBHI-p7,0.5,0.483
D10-e003Coalescence-mGAM-p3,0.945,0.05
D10-e003Coalescence-mGAM-p5,0.975,0.02300000000000002
D10-e003Coalescence-mGAM-p7,1.0,0.0
D4-e003Coalescence-Inoculumn-mGAM,0.647,0.333
G111-e003Coalescence-mBHI-p5_S32,0.344,0.625
G111-e003Coalescence-mBHI-p7_S128,0.25,0.727
G111-e003Coalescence-mGAM-p3_S180,0.939,0.05400000000000005
G111-e003Coalescence-mGAM-p5_S80,0.959,0.036
G111-e003Coalescence-mGAM-p7_S176,1.0,0.0
H100-e003Coalescence-mBHI-p5_S43,0.423,0.542
H100-e003Coalescence-mBHI-p7_S139,0.698,0.273
H100-e003Coalescence-mGAM-p5_S91,0.0,1.0
H100-e003Coalescence-mGAM-p7_S187,0.357,0.625
