,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,31946.0,68022.0
A3-e003Coalescence-mBHI-p3,76738.0,145889.0
A3-e003Coalescence-mGAM-p7,1851027.0,3555957.0
B2-e003Coalescence-Inoculumn-mBHI,111968.0,229055.0
B2-e003Coalescence-mBHI-p3,129053.0,252013.0
B2-e003Coalescence-mBHI-p5,44199.0,84962.0
B2-e003Coalescence-mGAM-p3,174445.0,335427.0
E3-e003Coalescence-mBHI-p3_S10,82123.0,159080.0
E3-e003Coalescence-mBHI-p5_S2,88810.0,165458.0
E3-e003Coalescence-mGAM-p3_S58,134620.0,249743.0
E3-e003Coalescence-mGAM-p5_S50,506960.0,948354.0
E3-e003Coalescence-mGAM-p7_S146,693935.0,1283085.0
F2-e003Coalescence-mBHI-p3_S21,67559.0,129305.0
F2-e003Coalescence-mBHI-p5_S13,194557.0,357247.0
F2-e003Coalescence-mGAM-p3_S69,205534.0,384313.0
F2-e003Coalescence-mGAM-p5_S61,488189.0,908321.0
F2-e003Coalescence-mGAM-p7_S157,386088.0,717991.0
