,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,0.19199999999999995,0.8
B5-e003Coalescence-mBHI-p3,0.3,0.7
B5-e003Coalescence-mBHI-p5,0.333,0.692
B5-e003Coalescence-mBHI-p7,0.188,1.0
B5-e003Coalescence-mGAM-p3,0.28900000000000003,0.702
B5-e003Coalescence-mGAM-p5,0.35,0.647
B5-e003Coalescence-mGAM-p7,0.0,1.0
D3-e003Coalescence-Inoculumn-mBHI,0.216,0.776
D3-e003Coalescence-mBHI-p5,0.5,0.5
D3-e003Coalescence-mBHI-p7,0.161,0.84
D3-e003Coalescence-mGAM-p3,0.0,0.918
D3-e003Coalescence-mGAM-p5,0.227,0.759
F5-e003Coalescence-mBHI-p3_S24,0.375,0.615
F5-e003Coalescence-mBHI-p5_S16,0.385,0.6
F5-e003Coalescence-mBHI-p7_S112,0.2,0.8
F5-e003Coalescence-mGAM-p3_S72,0.421,0.571
F5-e003Coalescence-mGAM-p5_S64,0.446,0.5349999999999999
F5-e003Coalescence-mGAM-p7_S160,0.388,0.5760000000000001
H3-e003Coalescence-mBHI-p3_S46,0.368,0.611
H3-e003Coalescence-mBHI-p5_S38,0.444,0.556
H3-e003Coalescence-mBHI-p7_S134,0.0,1.0
H3-e003Coalescence-mGAM-p3_S94,0.14300000000000002,0.846
H3-e003Coalescence-mGAM-p5_S86,0.333,0.654
H3-e003Coalescence-mGAM-p7_S182,0.375,0.6
