,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,97867.0,213668.0
A5-e003Coalescence-mBHI-inoculumn-redo,210514.0,455637.0
A5-e003Coalescence-mBHI-p3,16814.0,33483.0
A5-e003Coalescence-mBHI-p7,217240.0,436639.0
A5-e003Coalescence-mGAM-p3,303931.0,617331.0
D2-e003Coalescence-Inoculumn-mBHI,154804.0,334796.0
D2-e003Coalescence-mBHI-p3,269198.0,550139.0
D2-e003Coalescence-mBHI-p5,122358.0,251364.0
D2-e003Coalescence-mGAM-p5,581049.0,1185903.0
E5-e003Coalescence-mBHI-p3_S12,108835.0,219738.0
E5-e003Coalescence-mBHI-p5_S4,137376.0,272809.0
E5-e003Coalescence-mBHI-p7_S100,123952.0,248835.0
E5-e003Coalescence-mGAM-p3_S60,184064.0,365402.0
E5-e003Coalescence-mGAM-p5_S52,365011.0,723345.0
E5-e003Coalescence-mGAM-p7_S148,838174.0,1681517.0
H2-e003Coalescence-mBHI-p3_S45,209083.0,417413.0
H2-e003Coalescence-mBHI-p7_S133,152259.0,307803.0
H2-e003Coalescence-mGAM-p3_S93,460457.0,917953.0
H2-e003Coalescence-mGAM-p5_S85,68260.0,129086.0
H2-e003Coalescence-mGAM-p7_S181,984693.0,1973587.0
